N	2gram	Voloshinov_1	Narrotol
1	не только	5	31
2	но и	4	27
3	и не	16	23
4	при этом	7	19
5	может быть	13	15
6	в качестве	2	14
7	как и	6	13
8	а не	2	13
9	а в	6	13
10	в этом	13	12
11	только в	6	12
12	и в	15	11
13	в данном	3	11
14	и его	15	10
15	то есть	1	9
16	то что	10	9
17	то же	7	8
18	не может	13	8
19	данном случае	3	8
20	в том	4	8
21	уже не	5	8
22	со стороны	2	8
23	и т.п	2	8
24	но в	9	7
25	том что	5	7
26	если бы	3	7
27	на протяжении	5	7
28	у него	3	7
29	в самом	6	6
30	не в	4	6
31	в этой	5	6
32	в себе	4	6
33	об этом	4	6
34	к тому	4	6
35	одного из	1	6
36	во втором	3	6
37	в его	9	6
38	как бы	11	6
39	один из	4	6
40	как раз	2	6
41	или в	1	6
42	а также	1	6
43	жизни и	5	6
44	и на	3	5
45	перед нами	1	5
46	так и	10	5
47	точки зрения	13	5
48	в своей	9	5
49	потому что	4	5
50	на другой	1	5
51	можно сказать	4	5
52	точка зрения	1	5
53	то в	1	4
54	в первом	2	4
55	на себя	2	4
56	еще не	7	4
57	с его	8	4
58	но не	5	4
59	как в	3	4
60	все же	5	4
61	хотя и	1	4
62	из этих	4	4
63	в нем	4	4
64	в мире	1	4
65	из них	1	4
66	по себе	2	4
67	и тем	1	4
68	в одном	3	4
69	в то	6	4
70	одна из	3	4
71	того чтобы	2	4
72	никогда не	7	4
73	в сознании	3	4
74	что на	1	4
75	к себе	3	4
76	в ней	5	4
77	о том	1	4
78	же время	5	4
79	а во	1	4
80	к нему	7	4
81	того что	2	4
82	для него	5	4
83	слова в	1	4
84	или иной	1	4
85	прежде всего	11	4
86	из наиболее	3	4
87	мира в	1	4
88	матери и	2	4
89	однако и	2	4
90	или не	1	4
91	также и	1	3
92	и то	2	3
93	самом деле	7	3
94	мы имеем	1	3
95	мы не	4	3
96	он сам	4	3
97	но как	1	3
98	в центре	3	3
99	в своем	2	3
100	и как	1	3
101	в целом	2	3
102	в нашем	3	3
103	но именно	1	3
104	он не	4	3
105	для того	1	3
106	и с	7	3
107	при которой	1	3
108	это не	2	3
109	начала и	1	3
110	в жизни	5	3
111	не всегда	4	3
112	в современной	1	3
113	и ее	3	3
114	теперь как	1	3
115	тем не	2	3
116	их в	2	3
117	однако в	1	3
118	не менее	3	3
119	в русской	1	3
120	картины мира	1	3
121	о них	2	3
122	как будто	1	3
123	этом отношении	2	3
124	за ними	1	3
125	у нас	3	3
126	и о	3	3
127	но при	1	3
128	еще в	1	3
129	о ней	1	3
130	сводится к	3	3
131	о нем	1	3
132	его жизни	6	3
133	в конечном	1	3
134	между тем	2	3
135	что он	8	3
136	по отношению	11	3
137	не говорит	1	3
138	именно в	3	3
139	при всей	1	3
140	не было	4	3
141	как это	1	3
142	исходя из	1	3
143	быть не	1	3
144	в начале	1	3
145	это уже	1	3
146	не является	3	3
147	в следующей	5	3
148	не существует	3	3
149	и все	4	3
150	в поле	1	3
151	жизни а	1	3
152	отношению к	9	3
153	что в	6	3
154	и через	2	2
155	тем же	1	2
156	в зависимости	2	2
157	иным как	1	2
158	матери с	1	2
159	всех его	1	2
160	и для	2	2
161	жизни как	1	2
162	ему в	1	2
163	зависимости от	2	2
164	и самого	1	2
165	между собой	4	2
166	в чем	4	2
167	друг на	1	2
168	отличие от	1	2
169	глава четвертая	1	2
170	во сне	2	2
171	один и	2	2
172	отнюдь не	2	2
173	так называемая	1	2
174	глава вторая	1	2
175	та же	1	2
176	роль в	6	2
177	на две	3	2
178	на то	1	2
179	так сказать	3	2
180	о смерти	1	2
181	и вот	6	2
182	одно и	1	2
183	человека в	3	2
184	а его	1	2
185	входит в	1	2
186	это было	1	2
187	я в	1	2
188	для них	3	2
189	этого не	2	2
190	на друга	1	2
191	он и	2	2
192	жизни но	2	2
193	и тогда	1	2
194	и того	1	2
195	в этих	2	2
196	в отличие	1	2
197	сих пор	3	2
198	она не	2	2
199	дело в	2	2
200	ничего не	2	2
201	этих двух	2	2
202	и является	1	2
203	связи с	1	2
204	глава третья	1	2
205	оно не	2	2
206	как мы	10	2
207	с ее	3	2
208	свою очередь	1	2
209	что может	3	2
210	особенно в	1	2
211	этом месте	1	2
212	с ним	12	2
213	за пределами	1	2
214	до сих	3	2
215	с другой	1	2
216	нас в	2	2
217	в форме	1	2
218	и только	4	2
219	от этих	1	2
220	чем он	2	2
221	с ними	4	2
222	всяком случае	3	2
223	они могут	1	2
224	себя в	2	2
225	и внутреннего	1	2
226	только на	2	2
227	до конца	5	2
228	его и	2	2
229	мы можем	12	2
230	глава первая	1	2
231	в особенности	1	2
232	и даже	2	2
233	в области	3	2
234	на ее	1	2
235	и притом	1	2
236	зависит от	1	2
237	что мы	2	2
238	вместе с	4	2
239	к его	1	2
240	по своему	1	2
241	в первой	1	2
242	быть и	2	2
243	и от	1	2
244	которая в	1	2
245	хотя бы	7	2
246	исключительно в	1	2
247	к ее	1	2
248	жизни в	3	2
249	между ними	2	2
250	сказать что	6	2
251	в свою	2	2
252	чем иным	1	2
253	все что	9	2
254	в таком	3	2
255	во всяком	4	2
256	постель к	1	1
257	жизнь человека	3	1
258	говоря о	1	1
259	и т	1	1
260	одним из	3	1
261	для образования	3	1
262	же как	1	1
263	чтобы не	2	1
264	не знаем	1	1
265	не видим	1	1
266	в следующем	1	1
267	не остается	3	1
268	сам по	2	1
269	а из	1	1
270	связи между	1	1
271	на самом	2	1
272	только потому	1	1
273	это и	1	1
274	другому человеку	2	1
275	и есть	2	1
276	и до	3	1
277	мы уже	5	1
278	например в	1	1
279	полагает что	1	1
280	жизни по	1	1
281	что между	1	1
282	не приходится	1	1
283	мир не	1	1
284	в первый	4	1
285	о болезни	1	1
286	то и	1	1
