N	2gram	Propp_Isto_4	Tragedij
1	и в	26	18
2	в этом	7	9
3	не только	15	8
4	он сам	1	7
5	и с	5	7
6	и на	2	7
7	может быть	14	7
8	как бы	3	7
9	и не	9	7
10	но в	5	6
11	и его	10	6
12	в образе	3	6
13	что он	10	6
14	у него	5	6
15	то же	8	5
16	все же	9	5
17	что это	2	5
18	это не	5	5
19	как и	7	5
20	в то	1	5
21	в дальнейшем	6	5
22	так и	10	5
23	не может	6	5
24	к жизни	1	5
25	а я	1	5
26	он всегда	3	4
27	еще не	6	4
28	в себе	2	4
29	в целом	2	4
30	в этой	2	4
31	в нем	2	4
32	об этом	7	4
33	том что	3	4
34	что я	2	4
35	и что	5	4
36	но и	12	4
37	и даже	4	4
38	прежде всего	1	4
39	так же	18	4
40	но это	3	4
41	все это	2	4
42	что в	14	4
43	и все	2	4
44	то что	16	4
45	что образ	2	3
46	и он	3	3
47	своего рода	1	3
48	как в	7	3
49	в своем	2	3
50	и как	5	3
51	все эти	3	3
52	при этом	3	3
53	тем самым	1	3
54	о чем	3	3
55	своего отца	3	3
56	с ее	1	3
57	мог бы	1	3
58	жизнь и	1	3
59	с ним	1	3
60	к нему	6	3
61	в его	5	3
62	один из	1	3
63	уже в	2	3
64	как будто	1	3
65	как это	3	3
66	что за	1	3
67	в основном	1	3
68	вряд ли	1	2
69	что эти	1	2
70	и за	2	2
71	а как	2	2
72	никогда не	2	2
73	и то	6	2
74	он был	1	2
75	отношение к	2	2
76	тут же	2	2
77	не просто	4	2
78	так что	2	2
79	и я	1	2
80	как говорит	1	2
81	перед нами	3	2
82	говорит что	2	2
83	имеет в	1	2
84	то и	1	2
85	жизнью и	1	2
86	он не	7	2
87	что она	3	2
88	но все	5	2
89	его в	9	2
90	знает что	1	2
91	дома и	1	2
92	в это	1	2
93	ни в	2	2
94	с тем	2	2
95	не мог	3	2
96	вопрос о	4	2
97	но эта	4	2
98	не в	5	2
99	отцом и	1	2
100	что этот	4	2
101	одна из	2	2
102	не имеет	3	2
103	в русском	1	2
104	не могут	2	2
105	его за	1	2
106	он и	1	2
107	к тому	1	2
108	и это	1	2
109	данном случае	3	2
110	не за	1	2
111	как у	1	2
112	а что	1	2
113	ничего не	5	2
114	и здесь	5	2
115	о том	4	2
116	в глаза	1	2
117	что и	9	2
118	в том	3	2
119	гораздо важнее	1	2
120	даже если	1	2
121	собой но	1	2
122	по мнению	1	2
123	уже не	5	2
124	в виде	2	2
125	в одном	5	2
126	друг друга	1	2
127	не случайно	2	2
128	тем что	5	2
129	как же	1	2
130	в самую	2	2
131	говорит о	2	2
132	ничем не	1	2
133	под влиянием	1	2
134	я тебе	7	2
135	в данном	3	2
136	это уже	2	2
137	потому что	6	2
138	со мной	2	2
139	в частности	2	2
140	этим объясняется	1	2
141	по поводу	1	2
142	точно так	5	2
143	эта новая	1	1
144	и т	27	1
145	одним из	1	1
146	например в	3	1
147	обращается в	1	1
148	он показывает	2	1
149	и др	5	1
150	силы и	1	1
151	к своей	3	1
152	это и	5	1
153	и есть	2	1
154	старика и	1	1
155	должна быть	2	1
156	над которым	1	1
