N	3gram	Bakhtin_Pr_1	Problema
1	тем не менее	3	18
2	и т д	1	10
3	то же самое	2	9
4	и тем не	1	8
5	для того чтобы	2	8
6	в данном случае	4	8
7	на то что	1	8
8	в этом смысле	3	6
9	не есть ни	1	5
10	в том что	3	5
11	на самом деле	3	4
12	в связи с	1	4
13	то есть в	1	4
14	той или иной	2	4
15	в то же	3	4
16	также и на	1	3
17	иметь в виду	1	3
18	дело в том	1	3
19	с точки зрения	6	3
20	до сих пор	1	3
21	именно то что	1	3
22	и в других	1	3
23	сами по себе	1	3
24	может быть и	1	3
25	сказать и о	2	3
26	то что в	1	3
27	и тем самым	2	3
28	но отнюдь не	7	3
29	можно сказать что	2	3
30	в настоящее время	1	3
31	с другой стороны	4	3
32	о том как	1	2
33	что иное как	1	2
34	хотя и не	1	2
35	не говоря уже	1	2
36	в самом деле	3	2
37	в таких случаях	1	2
38	есть не что	1	2
39	как мы увидим	3	2
40	мы можем говорить	2	2
41	а также и	1	2
42	и в этом	1	2
43	никогда не может	2	2
44	о которых мы	1	2
45	не может быть	11	2
46	того или иного	2	2
47	и как бы	1	2
48	с тем что	1	2
49	и в самом	1	2
50	в истории философии	1	2
51	в себе все	1	2
52	не что иное	1	2
53	можно было бы	3	2
54	подобно тому как	1	2
55	о котором можно	1	1
56	и может быть	1	1
57	а между тем	1	1
58	во что бы	1	1
59	в дальнейшем и	1	1
60	то ни стало	1	1
61	не выходит за	1	1
62	мы имеем дело	2	1
63	не есть вещь	1	1
64	в этом последнем	1	1
65	также и в	1	1
66	не больше как	1	1
67	здесь прежде всего	1	1
68	имеют место в	1	1
69	в том же	2	1
70	в некоторых случаях	1	1
71	как в его	1	1
72	на первый план	2	1
73	в других областях	1	1
74	а следовательно и	1	1
75	и во всех	2	1
76	говоря уже о	1	1
77	и в то	2	1
78	до известной степени	1	1
79	понятие ни слово	1	1
80	что все эти	1	1
81	которой можно было	1	1
82	на самом же	1	1
83	в этом отношении	2	1
84	и т п	13	1
85	всего то что	1	1
86	это направление в	1	1
87	в основе своей	3	1
88	не есть ли	1	1
89	другой стороны все	1	1
90	то или иное	2	1
91	художественное произведение в	3	1
92	что бы то	1	1
93	то время как	1	1
94	бояться того что	1	1
95	может иметь значение	1	1
96	и в них	2	1
97	если бы мы	1	1
98	но в то	1	1
99	не только в	2	1
100	и с точки	1	1
101	как мы это	1	1
102	так и в	2	1
103	и должно быть	1	1
104	и ничего не	1	1
105	мы здесь не	2	1
106	о том какое	1	1
107	не могут быть	2	1
108	решения вопроса о	1	1
109	а вовсе не	1	1
110	бы то ни	3	1
111	не для того	1	1
112	только в таком	1	1
113	то есть чисто	2	1
114	а имеются только	1	1
115	в его целом	5	1
116	мы вообще не	1	1
117	и в том	1	1
118	не чем иным	1	1
119	в известной мере	1	1
120	как бы они	1	1
121	нет а имеются	1	1
122	не было бы	1	1
123	в свои права	1	1
124	мы еще не	1	1
125	таким образом в	1	1
126	его во всей	1	1
127	с ним расстаться	1	1
128	чем иным как	1	1
129	раз и навсегда	1	1
130	всякой оглядки на	1	1
131	в то время	1	1
132	мы можем сказать	2	1
133	точки зрения самого	2	1
134	к нему и	2	1
135	то есть как	1	1
136	выходит за пределы	1	1
137	едва ли кто-нибудь	1	1
138	у нас в	1	1
139	и о других	1	1
140	и как мы	1	1
141	вообще и не	1	1
142	может и не	2	1
143	в другом случае	1	1
144	как мы уже	1	1
145	к тому что	1	1
146	можем говорить о	2	1
147	в том и	1	1
148	иметь значение только	1	1
149	том и в	1	1
150	мы уже указывали	1	1
151	и в его	1	1
152	самом же деле	1	1
153	как и в	1	1
154	в определенный час	1	1
155	говорить и о	2	1
156	без всякой оглядки	1	1
157	и в другом	1	1
