N	2gram	Tiupa_Narr_2	formyVre
1	и в	13	46
2	в этом	13	22
3	и т	2	14
4	прежде всего	6	14
5	вовсе не	2	13
6	в романе	1	13
7	и его	3	12
8	во всех	1	11
9	не только	26	11
10	только в	11	11
11	т п	2	11
12	как бы	6	10
13	то есть	9	10
14	во время	2	10
15	точки зрения	5	10
16	в том	14	10
17	но в	6	10
18	не в	8	9
19	в ряд	1	9
20	у него	6	9
21	но и	15	9
22	вместе с	1	9
23	и не	14	9
24	и для	3	9
25	мира и	3	9
26	то же	4	8
27	смерть и	1	8
28	как и	4	8
29	с точки	2	8
30	для того	1	8
31	того чтобы	3	8
32	потому что	2	8
33	связи с	1	8
34	в его	6	8
35	в связи	1	8
36	жизни и	4	8
37	в главе	1	7
38	так сказать	3	7
39	так и	9	7
40	может быть	10	7
41	времени в	1	7
42	в одном	1	7
43	то что	8	7
44	картину мира	2	7
45	как мы	1	6
46	еще не	2	6
47	все же	6	6
48	и наконец	1	6
49	при этом	14	6
50	и с	1	6
51	в основе	1	6
52	никогда не	6	6
53	те же	2	6
54	и во	1	6
55	все это	1	6
56	и времени	1	6
57	и все	4	6
58	но не	3	5
59	в своем	6	5
60	все эти	3	5
61	он не	5	5
62	в нем	5	5
63	должно быть	1	5
64	в то	5	5
65	и у	4	5
66	в частности	11	5
67	что в	4	5
68	отношения к	1	4
69	также и	1	4
70	в мире	4	4
71	и он	2	4
72	что они	3	4
73	как в	5	4
74	из этих	2	4
75	в себе	8	4
76	их в	1	4
77	том что	13	4
78	в котором	5	4
79	место в	5	4
80	же время	3	4
81	к себе	7	4
82	с ним	4	4
83	и смерть	1	4
84	о том	5	4
85	его жизни	2	4
86	все его	4	4
87	так что	1	4
88	мир в	1	4
89	и их	1	4
90	а не	17	4
91	человеческой жизни	1	4
92	отнюдь не	4	4
93	с этой	3	4
94	еще более	1	4
95	же в	4	4
96	жизни в	6	4
97	ему в	2	3
98	в виду	1	3
99	того же	1	3
100	слова и	1	3
101	мы будем	1	3
102	для других	3	3
103	отношение к	1	3
104	хотя и	5	3
105	как уже	2	3
106	и как	1	3
107	уже не	4	3
108	в большинстве	1	3
109	при виде	1	3
110	новое и	1	3
111	и по	3	3
112	прежде чем	1	3
113	таким образом	5	3
114	здесь мы	1	3
115	новой жизни	1	3
116	на первый	1	3
117	в которых	1	3
118	что было	1	3
119	не могли	1	3
120	как можно	1	3
121	на границе	1	3
122	же самое	1	3
123	к тому	9	3
124	имеет место	2	3
125	роль в	2	3
126	том как	2	3
127	жизнь и	1	3
128	в другом	4	3
129	а также	6	3
130	как у	4	3
131	что и	2	3
132	того что	6	3
133	что он	5	3
134	в качестве	14	3
135	на протяжении	5	3
136	большинстве случаев	1	3
137	для него	4	3
138	в прошлом	1	3
139	тем что	1	3
140	в форме	5	3
141	и даже	3	3
142	не на	1	3
143	о чем	2	3
144	мира в	4	3
145	с помощью	1	3
146	еще нет	1	3
147	в это	1	3
148	под знаком	1	3
149	не является	4	3
150	тем более	2	3
151	в этих	1	3
152	ее в	1	3
153	а в	9	3
154	себе самому	5	3
155	но эти	1	3
156	к этому	1	3
157	тем же	1	2
158	и так	1	2
159	мы имеем	3	2
160	эти не	1	2
161	на кухне	1	2
162	говорить о	2	2
163	и злых	1	2
164	в уста	1	2
165	бы она	1	2
166	и т.п	6	2
167	в одной	1	2
168	опирается на	1	2
169	то в	1	2
170	и к	6	2
171	в этой	4	2
172	с одной	5	2
173	особое место	3	2
174	как он	2	2
175	не могла	1	2
176	после этого	1	2
177	картины мира	2	2
178	на этом	1	2
179	людей и	1	2
180	по аналогии	1	2
181	добрых и	1	2
182	далеко не	5	2
183	со своими	2	2
184	которой он	3	2
185	автора и	1	2
186	женщин и	1	2
187	жизни с	2	2
188	строго говоря	3	2
189	своей жизни	1	2
190	но он	2	2
191	с такою	2	2
192	и более	2	2
193	в той	5	2
194	в отношении	1	2
195	вплоть до	1	2
196	она не	1	2
197	на котором	1	2
198	в самой	1	2
199	более что	1	2
200	этом отношении	3	2
201	принадлежит к	1	2
202	во все	1	2
203	и потому	1	2
204	и о	1	2
205	чем не	1	2
206	здесь не	2	2
207	и от	1	2
208	в себя	4	2
209	не мог	1	2
210	особенно в	1	2
211	в плоскости	1	2
212	картина мира	8	2
213	утверждает что	1	2
214	человеческие отношения	1	2
215	можно сказать	6	2
216	мира по	1	2
217	это не	3	2
218	человеческую жизнь	1	2
219	в литературе	4	2
220	быть и	1	2
221	один из	3	2
222	со всеми	2	2
223	и детей	1	2
224	него и	1	2
225	в конце	4	2
226	не для	1	2
227	каждый из	1	2
228	или иной	3	2
229	до сих	1	2
230	с другой	5	2
231	именно в	2	2
232	было бы	2	2
233	наконец в	1	2
234	у нас	2	2
235	не знает	1	2
236	жизни но	1	2
237	человек в	3	2
238	если не	2	2
239	что все	1	2
240	не может	8	2
241	так же	2	2
242	как это	4	2
243	по своему	2	2
244	в данном	10	2
245	наряду с	1	2
246	в последнем	1	2
247	а потом	2	2
248	него есть	1	2
249	этот не	1	2
250	сих пор	1	2
251	о его	1	2
252	в аспекте	3	2
253	ни для	2	2
254	картине мира	2	2
255	сказал что	1	2
256	в двух	1	2
257	но это	2	2
258	между ними	1	2
259	жизни а	1	2
260	как на	2	2
261	во всяком	1	2
262	все что	4	2
263	эта новая	1	1
264	и шире	1	1
265	говоря о	1	1
266	например в	1	1
267	относится и	1	1
268	на самом	2	1
269	это и	1	1
270	обстоит дело	1	1
271	жизнь есть	1	1
272	здесь и	1	1
273	по преимуществу	1	1
274	смерть в	1	1
275	должна быть	2	1
276	видеть в	1	1
277	а как	3	1
278	и толстого	1	1
279	есть не	1	1
280	самое замечательное	1	1
281	на материале	1	1
282	вопрос о	1	1
283	время здесь	1	1
284	начинается с	1	1
285	время как	1	1
286	в полной	1	1
287	вместо того	1	1
288	его детства	1	1
289	совершенно чужда	1	1
290	так называемые	1	1
291	реальным и	1	1
292	подчеркнуть что	2	1
293	в каждой	2	1
294	это время	1	1
295	в ней	2	1
296	и говорить	1	1
297	между собой	3	1
298	он сам	2	1
299	видения жизни	1	1
300	время в	1	1
301	сам а	1	1
302	в чем	2	1
303	с его	3	1
304	в нашем	2	1
305	я был	1	1
306	самом деле	3	1
307	могло быть	1	1
308	не входит	1	1
309	в общем	1	1
310	словами и	1	1
311	себе и	2	1
312	отличие от	5	1
313	за пределы	1	1
314	природа в	1	1
315	в настоящем	2	1
316	как говорит	1	1
317	первый взгляд	1	1
318	до его	1	1
319	о жизни	4	1
320	не определяется	1	1
321	в него	2	1
322	однако не	2	1
323	когда он	1	1
324	его к	1	1
325	может послужить	1	1
326	для которой	1	1
327	чего не	1	1
328	вовлекается в	1	1
329	за свои	1	1
330	в самом	2	1
331	плане как	1	1
332	точкой зрения	1	1
333	в которой	1	1
334	бы и	1	1
335	как то	1	1
336	жизни так	3	1
337	бы не	1	1
338	своей судьбой	1	1
339	им в	1	1
340	совершенно новые	1	1
341	ее как	1	1
342	в случае	2	1
343	вследствие этого	2	1
344	у людей	1	1
345	и школы	1	1
346	эпизоду в	1	1
347	мифы о	1	1
348	для последующего	1	1
349	в пространственно-временной	1	1
350	чтобы в	2	1
351	быть самим	1	1
352	это видение	1	1
353	никому не	1	1
354	человеческого общения	1	1
355	об этом	4	1
356	и внутренняя	1	1
357	в будущее	1	1
358	это было	1	1
359	с прошлым	1	1
360	свой собственный	1	1
361	и тем	5	1
362	в новое	1	1
363	ни в	1	1
364	служит в	1	1
365	как об	1	1
366	пространственных и	1	1
367	молитвы на	1	1
368	новые формы	1	1
369	становится и	1	1
370	мы не	2	1
371	и того	3	1
372	одного и	1	1
373	в своей	4	1
374	как все	1	1
375	за которым	2	1
376	целого но	1	1
377	не столько	5	1
378	от его	2	1
379	стало быть	2	1
380	время обеда	1	1
381	точку зрения	3	1
382	самого умирающего	1	1
383	другом и	1	1
384	через посредство	1	1
385	мира на	1	1
386	однако в	2	1
387	сердца и	1	1
388	и долго	1	1
389	тому что	3	1
390	нет никакого	1	1
391	иной раз	1	1
392	где жизнь	1	1
393	ему как	1	1
394	что есть	1	1
395	это обычно	1	1
396	ни казались	1	1
397	при всех	1	1
398	с которой	1	1
399	не имеет	2	1
400	одна из	3	1
401	на него	5	1
402	не по	1	1
403	и молитвы	1	1
404	того мира	1	1
405	и уже	4	1
406	того и	1	1
407	и лишь	1	1
408	и притом	1	1
409	такая же	1	1
410	вперед и	1	1
411	к вам	1	1
412	каждой из	1	1
413	было в	1	1
414	только с	1	1
415	глубокого чувства	1	1
416	в будущем	2	1
417	может показаться	1	1
418	и здесь	2	1
419	не могут	1	1
420	как только	1	1
421	этому миру	1	1
422	но одновременно	2	1
423	как для	1	1
424	той или	3	1
425	сказать что	3	1
426	оно не	2	1
427	если же	1	1
428	где он	1	1
429	более не	1	1
430	с ее	1	1
431	но при	4	1
432	напротив они	1	1
433	появляется в	1	1
434	в ее	4	1
435	данном случае	6	1
436	себе самом	2	1
437	характер и	3	1
438	случае смерть	1	1
439	то время	1	1
440	и характер	1	1
441	на свой	2	1
442	яркий пример	1	1
443	и сам	3	1
444	времени и	4	1
445	этого как	1	1
446	является носителем	1	1
447	с собой	1	1
448	еще в	1	1
449	по сравнению	1	1
450	если бы	4	1
451	к прошлому	1	1
452	сводится к	9	1
453	действия но	2	1
454	и т.д	4	1
455	то они	1	1
456	внимание на	3	1
457	оно лишено	1	1
458	за пределами	3	1
459	но мы	1	1
460	никак не	3	1
461	и что	2	1
462	такова что	1	1
463	может не	1	1
464	аналогии с	1	1
465	рассуждения о	1	1
466	и своей	1	1
467	этом процессе	1	1
468	раз и	1	1
469	между тем	3	1
470	этот момент	1	1
471	на одном	2	1
472	существенную роль	3	1
473	я вижу	1	1
474	в бытовой	1	1
475	другого в	1	1
476	исходя из	1	1
477	представления о	2	1
478	следовало бы	1	1
479	герой в	1	1
480	в формах	1	1
481	что смерть	1	1
482	по своей	3	1
483	см гл	1	1
484	же к	1	1
485	это свидетельствует	1	1
486	и дело	2	1
487	ли он	1	1
488	для себя	3	1
489	как нечто	1	1
490	должен был	2	1
491	проявляется в	1	1
492	именно на	1	1
493	себя в	2	1
494	писания в	1	1
495	есть в	1	1
496	с нею	2	1
497	не можем	1	1
498	то и	3	1
499	вернуться к	1	1
500	в виде	2	1
501	свидетельствует о	4	1
502	в пределе	1	1
503	является не	1	1
504	право говорить	1	1
505	участие в	2	1
506	день был	1	1
507	самому и	1	1
508	и рождается	1	1
509	но затем	1	1
510	в любви	1	1
511	они становятся	1	1
512	утрачивает свою	1	1
513	у шекспира	1	1
514	в символический	1	1
515	она происходит	1	1
516	мире где	1	1
517	все вокруг	1	1
518	говорить и	1	1
519	бытия в	2	1
520	личной жизни	1	1
521	в отличие	5	1
522	неразрывном единстве	1	1
523	что не	1	1
524	и развязка	2	1
525	на этот	1	1
526	ничем не	1	1
527	более того	1	1
528	в рассказе	4	1
529	его как	1	1
530	в неразрывном	1	1
531	несмотря на	2	1
532	в организации	1	1
533	настоящее и	1	1
534	в речи	1	1
535	но что	1	1
536	мог быть	1	1
537	под утро	1	1
538	и временных	1	1
539	как вещь	1	1
540	одной стороны	5	1
541	в художественных	1	1
542	сравнению с	1	1
543	города в	1	1
544	есть на	1	1
545	с точкой	1	1
546	его мать	1	1
547	быть только	1	1
548	да и	3	1
549	дело здесь	1	1
550	благодаря этому	1	1
551	только внешняя	1	1
552	видно что	2	1
553	из него	1	1
554	говоря это	2	1
555	читателя а	1	1
556	границе между	1	1
557	котором он	1	1
558	и среди	1	1
559	в результате	2	1
560	а все	1	1
561	иного рода	2	1
562	интерес к	2	1
563	бы в	2	1
564	своих героев	2	1
565	и смысл	1	1
566	иначе он	1	1
567	раскрывается в	1	1
568	времени все	1	1
569	действительной жизни	1	1
570	настоящим и	1	1
571	для читателя	1	1
572	хотя в	1	1
573	бы на	2	1
574	не являются	2	1
575	в системе	1	1
576	от ее	1	1
577	настоящее по	1	1
578	требует чтобы	1	1
579	нам не	1	1
580	в свою	2	1
581	дело с	2	1
