N	3gram	Bakhtin_Fr_1	Vladivir
1	в том что	6	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в это время	2	4
5	дело в том	2	3
6	с точки зрения	3	3
7	в отличие от	4	3
8	в то же	1	3
9	то же время	1	3
10	сказать что в	1	2
11	в настоящее время	1	2
12	том что он	1	2
13	на первый план	1	2
14	в дальнейшем мы	1	2
15	он и в	1	2
16	не только в	1	2
17	в последнее время	1	2
18	так и не	3	2
19	во второй половине	2	2
20	но дело в	1	2
21	в какой мере	1	1
22	его жизни в	1	1
23	прежде всего на	2	1
24	чуть ли не	1	1
25	и в частности	2	1
26	мы уже сказали	3	1
27	и особенно с	1	1
28	в том числе	10	1
29	и в более	1	1
30	как раз и	2	1
31	до сих пор	4	1
32	с ним в	1	1
33	в этом отношении	3	1
34	в собственном смысле	1	1
35	на этот вопрос	2	1
36	на первом плане	1	1
37	что такие явления	1	1
38	и в области	1	1
39	ничего страшного и	1	1
40	до известной степени	1	1
41	в самом начале	1	1
42	и в них	1	1
43	до конца и	1	1
44	но в то	1	1
45	но в общем	1	1
46	но как бы	1	1
47	поэтому в дальнейшем	1	1
48	из них не	1	1
49	в разной степени	2	1
50	это конечно не	1	1
51	он дает в	2	1
52	она жила в	1	1
53	и в том	2	1
54	не может быть	1	1
55	в свое время	2	1
56	еще можно говорить	1	1
57	и особенно в	1	1
58	и прежде всего	3	1
59	в самом деле	1	1
60	из этих элементов	1	1
61	но все же	2	1
62	можно сказать что	1	1
63	нужно сказать что	4	1
64	с которой они	1	1
65	как мы уже	5	1
66	для нас в	1	1
67	но это не	1	1
68	и в нем	1	1
69	для того чтобы	1	1
70	к тому же	1	1
71	в отрыве от	2	1
