N	3gram	Ircho_Kome_1	Psycholo
1	для того чтобы	1	19
2	на то что	2	16
3	в том что	9	14
4	с одной стороны	3	12
5	в зависимости от	1	6
6	о том что	3	6
7	к тому что	1	6
8	до сих пор	2	5
9	с другой стороны	5	5
10	не в состоянии	2	3
11	то же самое	2	3
12	сам по себе	1	3
13	вместе с тем	1	3
14	с самого начала	1	3
15	и т п	5	3
16	можно было бы	1	3
17	и т д	4	3
18	в этом отношении	3	3
19	что иное как	1	2
20	состоит в том	1	2
21	в отличие от	1	2
22	так же как	1	2
23	в данном случае	1	2
24	не только в	1	2
25	в конце концов	4	2
26	о которых мы	1	2
27	не что иное	1	2
28	друг от друга	1	2
29	совершенно очевидно что	1	2
30	и таким образом	2	2
31	именно потому что	2	2
32	том что в	1	1
33	как мы помним	1	1
34	в следующем виде	1	1
35	в чем не	1	1
36	не мог бы	1	1
37	о том насколько	2	1
38	лучше всего видно	1	1
39	чуть ли не	1	1
40	можно рассматривать и	1	1
41	по отношению к	3	1
42	более или менее	1	1
43	достаточно сказать что	1	1
44	идет речь в	1	1
45	том что он	4	1
46	что нет в	1	1
47	же как и	1	1
48	те и другие	1	1
49	что он не	1	1
50	на том месте	1	1
51	но он не	1	1
52	с этой точки	1	1
53	в применении к	1	1
54	то время как	4	1
55	из действующих лиц	2	1
56	и тот же	1	1
57	жизни но и	1	1
58	смысле этого слова	1	1
59	как один из	1	1
60	как будто бы	1	1
61	с двумя другими	1	1
62	едва ли не	3	1
63	в течение всей	1	1
64	могут быть отнесены	1	1
65	что у него	1	1
66	и в том	1	1
67	потому что они	1	1
68	том месте где	1	1
69	этой точки зрения	1	1
70	ни в чем	1	1
71	в то время	5	1
72	после того как	3	1
73	во времени и	1	1
74	речь идет о	3	1
75	он может быть	1	1
76	то есть больше	1	1
77	несомненно что именно	1	1
78	в самых общих	1	1
79	в ответ на	1	1
80	из этих элементов	1	1
