1	и не	16	31
2	и в	29	29
3	может быть	2	24
4	в его	8	24
5	в этом	11	22
6	как бы	8	19
7	в нем	5	19
8	точки зрения	4	19
9	для него	1	18
10	то что	4	15
11	не только	10	15
12	и его	8	14
13	то же	10	14
14	не как	1	14
15	но и	9	14
16	рядом с	5	14
17	с точки	2	13
18	уже не	2	13
19	как и	12	12
20	не может	2	12
21	таким образом	20	12
22	в одном	1	10
23	только в	2	10
24	в самом	1	10
25	там где	3	10
26	в то	10	10
27	все эти	9	9
28	же время	8	9
29	с его	4	9
30	но не	2	9
31	в романе	10	9
32	все же	3	9
33	если бы	1	9
34	это не	5	9
35	что в	1	8
36	что он	4	8
37	в своей	5	8
38	потому что	1	8
39	до конца	5	8
40	в том	7	8
41	в своем	3	8
42	входит в	1	7
43	а как	2	7
44	мира и	4	7
45	том что	3	7
46	но в	12	7
47	вовсе не	9	7
48	в форме	1	7
49	за пределы	1	7
50	и на	11	7
51	в себе	3	7
52	прежде всего	8	7
53	и как	3	7
54	зрения на	1	7
55	так и	11	7
56	этого мира	1	6
57	в одной	2	6
58	что она	1	6
59	на мир	1	6
60	все это	4	6
61	и потому	1	6
62	в конце	9	6
63	как в	2	6
64	его в	9	6
65	к нему	3	6
66	как раз	2	6
67	сливается с	1	6
68	так же	7	6
69	в мире	1	6
70	о мире	2	6
71	в самой	1	6
72	самом деле	1	6
73	был бы	1	6
74	в целом	1	6
75	так как	7	6
76	мир и	2	5
77	мира в	1	5
78	он и	5	5
79	сочетается с	1	5
80	в сущности	6	5
81	мысли и	1	5
82	перед нами	4	5
83	с ним	2	5
84	конце концов	4	5
85	и о	5	5
86	в плане	4	5
87	он не	3	5
88	и др	4	5
89	автора и	1	5
90	ничего не	1	5
91	и это	2	5
92	должна быть	1	5
93	именно в	2	5
94	той же	3	5
95	еще не	4	5
96	но все	1	5
97	на самом	4	5
98	у него	5	5
99	с их	1	5
100	это и	5	5
101	так сказать	2	4
102	в свете	1	4
103	в этой	13	4
104	от того	1	4
105	они не	2	4
106	и для	2	4
107	и наконец	2	4
108	превращается в	3	4
109	в литературе	4	4
110	их в	2	4
111	не значит	1	4
112	даже в	1	4
113	как мы	10	4
114	тем что	4	4
115	бы и	1	4
116	в основе	2	4
117	и с	9	4
118	поэтому и	5	4
119	что и	1	4
120	что было	1	4
121	не на	2	4
122	но это	4	4
123	в результате	4	4
124	раз и	1	4
125	эта особенность	1	4
126	если же	2	3
127	в своих	2	3
128	как будто	2	3
129	и одновременно	4	3
130	все что	1	3
131	не умеют	1	3
132	но как	3	3
133	и до	5	3
