N	2gram	Vinokur_St_2	Vladivir
1	и в	29	30
2	в году	3	24
3	в этом	21	20
4	то что	11	20
5	у него	1	19
6	и не	9	18
7	в том	27	18
8	и с	4	14
9	а н	1	14
10	что он	13	13
11	в конце	2	13
12	не только	19	12
13	том что	27	12
14	что в	19	12
15	как мы	1	11
16	в его	13	11
17	а в	1	11
18	сказать что	2	11
19	года он	1	10
20	и вообще	2	10
21	а также	2	10
22	не было	3	10
23	и даже	3	10
24	все же	6	9
25	кроме того	4	9
26	было бы	5	9
27	не в	4	9
28	в то	2	9
29	не может	2	9
30	для него	4	9
31	н н	1	9
32	потому что	9	9
33	в своем	9	8
34	но в	8	8
35	что же	1	8
36	не мог	3	8
37	связи с	4	8
38	в письме	5	8
39	но и	19	8
40	в связи	1	8
41	вместе с	7	8
42	до конца	3	7
43	ни в	3	7
44	которую он	2	7
45	точки зрения	5	7
46	никогда не	3	7
47	не менее	3	7
48	может быть	2	7
49	а не	5	7
50	как это	2	7
51	между прочим	12	7
52	для нас	1	7
53	и все	1	7
54	также и	2	6
55	он был	2	6
56	хотя и	4	6
57	и к	4	6
58	в себе	2	6
59	об этом	6	6
60	в москве	2	6
61	тем не	2	6
62	и его	6	6
63	у нас	3	6
64	то время	1	6
65	только в	2	6
66	т iii	1	6
67	всяком случае	3	6
68	еще и	3	6
69	прежде всего	5	6
70	о чем	5	6
71	года в	3	6
72	летом года	1	6
73	к этому	4	6
74	жизни и	1	6
75	во всяком	3	6
76	того же	2	5
77	и то	1	5
78	и я	2	5
79	с этим	3	5
80	все эти	2	5
81	при этом	2	5
82	же касается	1	5
83	как и	2	5
84	в своей	7	5
85	в котором	7	5
86	по себе	3	5
87	так как	2	5
88	к концу	1	5
89	так и	9	5
90	и что	6	5
91	того что	5	5
92	тот же	1	5
93	он уже	1	5
94	так что	3	5
95	но что	1	5
96	в течение	6	5
97	как бы	5	5
98	все это	11	5
99	в результате	2	5
100	из этого	1	5
101	с с	1	4
102	то же	2	4
103	той же	1	4
104	я не	7	4
105	письма к	2	4
106	и он	3	4
107	в ней	7	4
108	и на	6	4
109	с его	2	4
110	совсем не	1	4
111	отношение к	1	4
112	не очень	1	4
113	в которой	11	4
114	что это	3	4
115	в этой	2	4
116	и если	1	4
117	на его	2	4
118	в нем	4	4
119	он не	9	4
120	его в	2	4
121	это было	2	4
122	несмотря на	2	4
123	в этих	3	4
124	разного рода	1	4
125	можно судить	1	4
126	в москву	1	4
127	на французском	1	4
128	вот что	3	4
129	и о	4	4
130	здесь не	1	4
131	можно сказать	1	4
132	судить по	2	4
133	о том	17	4
134	с которыми	1	4
135	конечно не	1	4
136	вовсе не	6	4
137	со стороны	2	4
138	именно в	4	4
139	марта года	1	4
140	так же	3	4
141	в это	2	4
142	с этой	2	4
143	но это	3	4
144	в начале	3	4
145	письме к	8	4
146	на этот	2	4
147	по поводу	8	4
148	это время	2	4
149	едва ли	1	3
150	французском языке	2	3
151	но не	3	3
152	не то	3	3
153	отличие от	2	3
154	как в	3	3
155	что касается	1	3
156	и как	2	3
157	более или	2	3
158	так или	1	3
159	из этих	1	3
160	в очень	1	3
161	им в	1	3
162	i с	1	3
163	таким образом	10	3
164	те же	1	3
165	должен был	4	3
166	в них	2	3
167	или менее	2	3
168	в отношении	2	3
169	с точки	2	3
170	не столько	7	3
171	в отличие	2	3
172	что я	2	3
173	но он	3	3
174	в россии	3	3
175	не могли	2	3
176	том же	2	3
177	вплоть до	1	3
178	же время	1	3
179	к ней	1	3
180	в области	2	3
181	он и	1	3
182	и вполне	1	3
183	сравнительно с	1	3
184	где он	2	3
185	и это	2	3
186	никак не	2	3
187	впрочем не	1	3
188	что и	2	3
189	воспоминаний о	1	3
190	уже в	1	3
191	а это	1	3
192	с соловьева	1	3
193	или иначе	1	3
194	дело в	4	3
195	наконец в	3	3
196	не говоря	1	3
197	конце концов	1	3
198	в данном	2	3
199	да и	1	3
200	по существу	2	3
201	и для	1	3
202	уже на	1	3
203	еще более	4	3
204	хотя бы	3	3
205	в свою	1	3
206	в таком	1	3
207	точно так	1	3
208	полемика с	1	2
209	в рукописи	2	2
210	отдельным изданием	1	2
211	сам по	1	2
212	очень много	1	2
213	в чисто	2	2
214	и до	1	2
215	из его	2	2
216	его не	3	2
217	г в	5	2
218	в защиту	1	2
219	на первом	2	2
220	есть нечто	1	2
221	который был	1	2
222	не вполне	1	2
223	к брату	1	2
224	не был	3	2
225	только после	1	2
226	по своему	2	2
227	письмо к	2	2
228	при жизни	1	2
229	в общем	3	2
230	себе и	1	2
231	но кроме	1	2
232	я должен	1	2
233	из письма	1	2
234	к числу	1	2
235	он на	1	2
236	и хотя	1	2
237	в самом	7	2
238	как он	2	2
239	на то	2	2
240	а к	2	2
241	этом споре	1	2
242	в статье	2	2
243	которой не	1	2
244	прочим и	1	2
245	том чтобы	1	2
246	и сам	2	2
247	и по	3	2
248	на этом	1	2
249	но все	7	2
250	на все	1	2
251	о в	1	2
252	заключается в	1	2
253	отчет в	1	2
254	кажется что	3	2
255	с тем	7	2
256	а за	1	2
257	мы видели	1	2
258	говорится о	1	2
259	к середине	1	2
260	мы не	1	2
261	еще в	2	2
262	нисколько не	1	2
263	в их	3	2
264	то его	1	2
265	говорил о	1	2
266	даже в	2	2
267	и очень	1	2
268	она не	1	2
269	иной раз	1	2
270	не имеет	2	2
271	того как	7	2
272	с и	2	2
273	что вы	1	2
274	того чтобы	6	2
275	на меня	2	2
276	не о	1	2
277	как будто	1	2
278	уже о	1	2
279	исходить из	1	2
280	которое в	1	2
281	в разгар	1	2
282	ему все	1	2
283	которого я	1	2
284	к тому	10	2
285	а что	1	2
286	будто бы	1	2
287	он никогда	1	2
288	в настоящее	1	2
289	в виду	7	2
290	свою очередь	1	2
291	меня в	2	2
292	говоря уже	1	2
293	не могу	1	2
294	без всякого	1	2
295	данном случае	1	2
296	книги и	1	2
297	имеет никакого	1	2
298	в печати	4	2
299	возможно что	1	2
300	разумеется что	4	2
301	ничего не	4	2
302	настоящее время	1	2
303	второй половине	1	2
304	после того	4	2
305	в чем	1	2
306	в сущности	1	2
307	и во	1	2
308	борьба с	2	2
309	в каких	1	2
310	и всего	1	2
311	по возвращении	1	2
312	в январе	1	2
313	и жизни	1	2
314	в указанном	1	2
315	он сам	1	2
316	а то	1	2
317	ни с	2	2
318	себе в	1	2
319	котором все	1	2
320	но уже	1	2
321	для того	7	2
322	у которого	1	2
323	как у	3	2
324	тут же	1	2
325	во второй	1	2
326	что для	1	2
327	церкви и	1	2
328	не на	2	2
329	с которым	1	2
330	было для	2	2
331	на эту	1	2
332	если не	2	2
333	в частности	4	2
