N	2gram	Voloshinov_1	Vladivir
1	и в	38	40
2	то что	8	28
3	не только	27	25
4	и не	14	25
5	у него	1	24
6	то есть	4	24
7	том что	3	18
8	в том	2	18
9	но и	13	18
10	еще и	2	18
11	также и	2	17
12	что в	1	17
13	в этом	10	16
14	в его	6	14
15	так что	1	14
16	не может	12	14
17	в виде	1	13
18	точки зрения	10	13
19	вовсе не	2	13
20	только в	6	13
21	в конце	6	12
22	даже и	2	12
23	сказать что	3	12
24	никогда не	7	11
25	потому что	5	11
26	таким образом	7	11
27	о том	4	11
28	не просто	2	10
29	ни в	1	10
30	тем не	1	10
31	и его	7	10
32	не есть	1	10
33	прежде всего	21	10
34	как раз	1	10
35	и потому	2	10
36	и то	3	9
37	уже не	4	9
38	что это	4	9
39	в себе	9	9
40	и с	5	9
41	в своей	2	9
42	не менее	1	9
43	что же	8	9
44	как мы	9	8
45	в своем	1	8
46	в этой	6	8
47	он не	2	8
48	не был	1	8
49	и что	1	8
50	раз и	1	8
51	для него	3	8
52	может быть	13	8
53	а не	6	8
54	так же	4	8
55	хотя и	3	7
56	и как	9	7
57	и если	1	7
58	с тем	8	7
59	как и	10	7
60	несмотря на	2	7
61	в то	9	7
62	что и	3	7
63	того что	4	7
64	так как	7	7
65	в те	1	7
66	вместе с	5	7
67	к тому	4	7
68	а в	5	7
69	в своих	2	7
70	смысле слова	1	6
71	и на	6	6
72	кроме того	2	6
73	то в	1	6
74	не будет	3	6
75	не мог	3	6
76	с точки	5	6
77	по себе	1	6
78	и это	7	6
79	и от	7	6
80	так и	6	6
81	об этом	3	6
82	и здесь	3	6
83	почему же	2	6
84	и даже	3	6
85	если не	3	6
86	да и	4	6
87	но это	2	6
88	хотя бы	18	6
89	отношения к	3	5
90	те времена	1	5
91	мы уже	10	5
92	в ней	8	5
93	отнюдь не	10	5
94	в истории	1	5
95	более или	1	5
96	все эти	2	5
97	тому же	2	5
98	содержит в	1	5
99	можно было	4	5
100	должно быть	2	5
101	или менее	1	5
102	но если	1	5
103	в отношении	2	5
104	тем что	2	5
105	для нас	3	5
106	ничего не	8	5
107	эти три	2	5
108	у нас	4	5
109	еще в	1	5
110	с другой	1	5
111	конце концов	3	5
112	что он	2	5
113	только на	3	5
114	в одном	3	5
115	не было	2	5
116	никакого отношения	1	5
117	в самом	4	4
118	то же	14	4
119	и о	1	4
120	вопрос о	2	4
121	но даже	2	4
122	еще не	3	4
123	но не	2	4
124	то он	3	4
125	все же	7	4
126	но в	5	4
127	бы и	2	4
128	на то	1	4
129	было бы	7	4
130	ведь если	2	4
131	в котором	3	4
132	тому что	5	4
133	учения о	1	4
134	или как	6	4
135	в каком	2	4
136	в дальнейшем	2	4
137	в глаза	1	4
138	не с	3	4
139	мог бы	1	4
140	никак не	1	4
141	если мы	4	4
142	при помощи	1	4
143	от того	3	4
144	здесь в	1	4
145	а с	5	4
146	и все	4	4
147	как это	5	4
148	в течение	1	4
149	в основном	1	4
150	указать на	1	4
151	в результате	1	4
152	мы должны	10	4
153	же как	1	3
154	на самом	3	3
155	мы имеем	2	3
156	я не	1	3
157	здесь не	2	3
158	в чем	1	3
159	за пределы	1	3
160	независимо от	5	3
161	перед нами	3	3
162	уже в	5	3
163	из этих	1	3
164	с их	1	3
165	в нем	4	3
166	при этом	9	3
167	раз навсегда	1	3
168	является не	1	3
169	но все	4	3
