N	2gram	Vygotskiy__5	Sovremen
1	не может	18	17
2	может быть	9	12
3	точки зрения	18	12
4	таким образом	19	11
5	мы не	3	9
6	в каждом	1	8
7	в этом	25	7
8	не можем	1	7
9	и в	16	7
10	мы можем	6	6
11	ничего не	5	6
12	как и	8	6
13	и не	12	6
14	в результате	4	6
15	и наконец	1	5
16	все эти	4	5
17	что же	1	5
18	прежде всего	3	5
19	с точки	9	5
20	в зависимости	2	4
21	вопрос о	12	4
22	зависимости от	2	4
23	мы должны	8	4
24	в том	18	4
25	в целом	4	4
26	если мы	7	4
27	из них	2	4
28	же это	1	4
29	так как	16	4
30	мы видели	3	4
31	не только	16	4
32	системы в	2	4
33	в развитии	28	4
34	с помощью	10	4
35	как бы	5	4
36	вместе с	4	4
37	это не	4	4
38	точку зрения	1	4
39	их в	2	4
40	а в	3	4
41	жизни и	2	4
42	он может	3	3
43	в первом	3	3
44	с самого	5	3
45	то же	8	3
46	ясно что	1	3
47	и т.д	4	3
48	но мы	5	3
49	между собой	13	3
50	может не	1	3
51	в два	1	3
52	все же	3	3
53	еще не	4	3
54	но в	6	3
55	мы получаем	1	3
56	он в	3	3
57	в этой	6	3
58	в себе	1	3
59	уже в	1	3
60	как он	6	3
61	в наших	1	3
62	что она	2	3
63	в одном	3	3
64	в конце	1	3
65	в нем	7	3
66	при этом	4	3
67	из двух	1	3
68	было бы	10	3
69	основной вопрос	1	3
70	а не	10	3
71	и потому	2	3
72	этим мы	1	3
73	не в	6	3
74	все это	2	3
75	самого начала	5	3
76	при таком	1	3
77	для нас	1	3
78	и все	1	3
79	в системе	4	3
80	у нас	2	3
81	поэтому мы	1	3
82	с необходимостью	5	3
83	и к	2	3
84	отличается от	1	3
85	следующим образом	1	3
86	к действию	1	3
87	в области	12	3
88	как известно	4	2
89	как мы	10	2
90	свою очередь	3	2
91	и есть	7	2
92	тем же	1	2
93	приводит к	7	2
94	той же	4	2
95	на этом	3	2
96	для его	2	2
97	и даже	2	2
98	говорить о	3	2
99	говорим о	2	2
100	и что	12	2
101	может дать	1	2
102	на их	2	2
103	и во	1	2
104	самом деле	3	2
105	в которую	1	2
106	в его	11	2
107	с совершенно	1	2
108	и будет	1	2
109	может иметь	2	2
110	с этим	3	2
111	развития но	4	2
112	только один	2	2
113	в самом	4	2
114	в которой	5	2
115	что это	1	2
116	в нашем	1	2
117	с одной	3	2
118	со всеми	2	2
119	ни одна	1	2
120	и они	1	2
121	то и	2	2
122	развития мы	2	2
123	так сказать	1	2
124	с другом	7	2
125	в виде	1	2
126	на его	2	2
127	тем не	1	2
128	мы знаем	3	2
129	всяком случае	1	2
130	этой стадии	1	2
131	еще мало	1	2
132	у него	6	2
133	и по	4	2
134	отличие от	2	2
135	но все	2	2
136	что все	6	2
137	значение в	3	2
138	конечно в	1	2
139	или иной	1	2
140	развития в	6	2
141	на этот	4	2
142	которой он	1	2
143	такой же	4	2
144	свою собственную	1	2
145	он должен	5	2
146	из которых	3	2
147	в отличие	2	2
148	знаем что	1	2
149	друг с	7	2
150	же мы	2	2
151	не менее	3	2
152	о значении	1	2
153	на котором	1	2
154	этих двух	3	2
155	еще более	5	2
156	мы видим	4	2
157	не дает	2	2
158	тот же	5	2
159	в свою	4	2
160	такие же	1	2
161	совершенно не	2	2
162	не могут	4	2
163	могут быть	4	2
164	что при	1	2
165	для развития	6	2
166	же самое	4	2
167	что в	16	2
168	если же	1	2
169	во всяком	2	2
170	и наиболее	1	1
171	и это	1	1
172	оно может	1	1
173	своего развития	6	1
174	речи мы	3	1
175	совпадают с	1	1
176	функции в	3	1
177	как происходит	1	1
178	с ее	1	1
179	через все	1	1
180	реагирует на	1	1
181	на другой	1	1
182	на самом	1	1
183	своими собственными	1	1
184	шаг за	1	1
185	это и	3	1
186	но тем	1	1
187	мы имели	2	1
188	между двумя	3	1
189	здесь и	1	1
190	отношению к	12	1
191	нас на	1	1
192	не имеют	2	1
193	по аналогии	1	1
194	можно было	5	1
195	нашей науки	1	1
196	мы уже	1	1
197	те же	2	1
198	их и	2	1
199	верно ли	1	1
200	есть не	2	1
201	мы имеем	1	1
202	готовом виде	1	1
203	виде мы	1	1
204	же как	7	1
205	еще в	3	1
206	смысле можно	1	1
207	теперь мы	1	1
208	мы в	1	1
209	что уже	1	1
210	же мере	5	1
211	совершенно так	1	1
212	если бы	8	1
213	во внутреннем	1	1
214	что иное	1	1
215	эта функция	1	1
216	к началу	4	1
217	в будущем	1	1
218	же необходимо	1	1
219	того же	7	1
220	о том	8	1
221	процесс развития	2	1
222	мы без	1	1
223	в ней	2	1
224	что каждый	1	1
225	одного из	1	1
226	развитии в	3	1
227	и ставит	1	1
228	аналогии с	1	1
229	он сам	1	1
230	все его	1	1
231	иное как	1	1
232	мы спрашиваем	1	1
233	быть в	2	1
234	функциями в	1	1
235	бы то	1	1
236	что его	1	1
237	это означало	1	1
238	его в	2	1
239	с его	1	1
240	во всех	2	1
241	те или	1	1
242	различия между	1	1
243	это типичное	1	1
244	частном случае	1	1
245	но не	10	1
246	или иные	1	1
247	к этому	3	1
248	которых в	1	1
249	мы будем	2	1
250	но как	3	1
251	точка зрения	8	1
252	где можно	1	1
253	перед глазами	1	1
254	при исследовании	1	1
255	если в	3	1
256	функций в	1	1
257	во втором	1	1
258	по отношению	12	1
259	а потому	3	1
260	в постановке	1	1
261	один и	3	1
262	может стать	1	1
263	которая и	1	1
264	такого объяснения	1	1
265	развития из	2	1
266	в ту	1	1
267	все время	1	1
268	развития совершенно	1	1
269	независимо от	1	1
270	опирается на	4	1
271	в самый	1	1
272	то чем	1	1
273	стороны и	2	1
274	к которому	4	1
275	значит что	5	1
276	к нему	3	1
277	более и	1	1
278	известном смысле	7	1
279	один из	1	1
280	кроме того	1	1
281	процессе развития	4	1
282	с понятием	1	1
283	одной из	3	1
284	данного вида	1	1
285	в одинаковой	2	1
286	ли он	1	1
287	в действительности	3	1
288	только в	10	1
289	одинаково возможными	1	1
290	для ее	1	1
291	именно эта	1	1
292	в этот	2	1
293	целого и	1	1
294	может оказаться	1	1
295	за собой	1	1
296	собой но	1	1
297	не приходится	1	1
298	к другому	1	1
299	высшей стадии	1	1
300	одни и	1	1
301	в известном	8	1
302	нами в	2	1
303	и тот	3	1
304	этот вопрос	6	1
305	развития поэтому	1	1
306	и те	1	1
307	только на	2	1
308	ни одного	2	1
309	частей а	1	1
310	то этим	1	1
311	вопрос и	1	1
312	в начале	1	1
313	явлений к	1	1
314	а это	1	1
315	по самому	1	1
316	чтобы он	1	1
317	позже чем	1	1
318	он не	8	1
319	его и	3	1
320	что сказать	2	1
321	и их	4	1
322	закономерностей и	1	1
323	эти три	2	1
324	к одному	2	1
325	как основное	1	1
326	такое объяснение	1	1
327	в корне	2	1
328	по существу	3	1
329	другую сторону	1	1
330	вовсе не	2	1
331	в скрытом	1	1
332	скрытом виде	1	1
333	как его	1	1
334	но что	3	1
335	различным предметам	1	1
336	одной и	1	1
337	объяснение этого	1	1
338	одному и	2	1
339	т.е от	1	1
340	к очень	1	1
341	поскольку она	1	1
342	помощью которой	1	1
343	чем при	1	1
344	в различении	1	1
345	это значит	5	1
346	и только	1	1
347	и может	3	1
348	в совершенно	2	1
349	в другом	6	1
350	одной стороны	3	1
351	чем в	3	1
352	мы это	1	1
353	и т.п	1	1
354	развития на	1	1
355	до сих	3	1
356	с другой	4	1
357	может ли	2	1
358	обоих случаях	1	1
359	при которой	2	1
360	и эту	1	1
361	нельзя сказать	1	1
362	именно в	4	1
363	здесь в	1	1
364	этом смысле	1	1
365	и прежде	1	1
366	мы постараемся	2	1
367	должен был	1	1
368	такое же	2	1
369	на которые	3	1
370	в природе	1	1
371	в ином	1	1
372	только к	2	1
373	только одно	1	1
374	ни в	1	1
375	но уже	1	1
376	не было	1	1
377	рядом с	1	1
378	все равно	2	1
379	и составляет	4	1
380	на которых	1	1
381	для своего	1	1
382	этого не	1	1
383	всегда и	1	1
384	несмотря на	1	1
385	для чего	1	1
386	оно имеет	2	1
387	на эту	1	1
388	т.е он	1	1
389	должно быть	8	1
390	и ничего	1	1
391	и следовательно	6	1
392	понятия и	2	1
393	их на	1	1
394	всецело и	1	1
395	в связи	1	1
396	связей и	4	1
397	том что	15	1
398	нет никаких	1	1
399	этих процессов	3	1
400	все более	1	1
401	этом случае	3	1
402	но если	6	1
403	том как	2	1
404	сказать так	1	1
405	таким же	3	1
406	выработанные в	1	1
407	образом он	1	1
408	новой для	1	1
409	так же	15	1
410	в такой	5	1
411	означало бы	1	1
412	мы говорим	2	1
413	и благодаря	1	1
414	сравнение можно	1	1
415	она в	1	1
416	представление о	1	1
417	то его	1	1
418	и значит	1	1
419	от его	1	1
420	в область	2	1
421	в данном	1	1
422	для объяснения	4	1
423	является только	1	1
424	и той	1	1
425	научной мысли	2	1
426	развития о	1	1
427	которые в	1	1
428	а потом	1	1
429	в обратном	1	1
430	образом из	1	1
431	без всяких	2	1
432	и более	3	1
433	там где	1	1
434	влечет за	1	1
435	мере в	5	1
436	системы если	1	1
437	зрения и	1	1
438	по себе	7	1
439	в своем	5	1
440	как например	1	1
441	благодаря этому	2	1
442	получать такие	1	1
443	как будет	1	1
444	за шагом	1	1
445	сих пор	3	1
446	но они	2	1
447	с ним	5	1
448	они относятся	1	1
449	и развития	12	1
450	поэтому что	1	1
451	что эта	3	1
452	все три	1	1
453	она не	1	1
454	что с	5	1
455	но для	1	1
456	в обоих	1	1
457	свое время	2	1
458	которых он	2	1
459	мысли в	4	1
460	не имеет	4	1
461	это последнее	1	1
462	случае он	1	1
463	в процессе	13	1
464	мы вправе	1	1
465	не является	5	1
466	ходом развития	1	1
467	уже на	2	1
468	но только	2	1
469	и от	2	1
470	только не	3	1
471	вытекает из	3	1
472	никогда не	5	1
473	это как	1	1
474	в отдельных	1	1
475	действия в	2	1
476	только из	1	1
477	не представляет	1	1
478	действительное значение	1	1
479	различных условиях	1	1
480	или нет	1	1
481	не более	1	1
482	же процесс	2	1
483	процессы развития	1	1
484	случае и	1	1
485	видим что	2	1
486	и его	3	1
487	что следовательно	3	1
488	как всякая	2	1
489	связи с	3	1
490	ничто не	2	1
491	же в	2	1
492	но это	3	1
493	практике в	1	1
494	этой области	1	1
495	и из	2	1
496	и научного	1	1
497	объяснить нам	1	1
498	между ними	1	1
499	не знает	5	1
500	сказать что	13	1
501	функций и	5	1
502	и для	1	1
503	в духе	1	1
504	развития и	11	1
505	не что	1	1
506	в то	5	1
507	в свое	2	1
508	самое что	2	1
509	их результаты	1	1
510	возможностей в	1	1
511	объяснение не	1	1
512	как сравнение	1	1
513	в заключение	1	1
514	в какой	6	1
515	может объяснить	1	1
516	но еще	1	1
517	той или	1	1
518	в своих	2	1
519	которая не	1	1
520	все что	2	1
521	они не	3	1
522	ничего общего	3	1
