N	4gram	Tiupa_Hudo_1	Problema
1	позицию по отношению к	1	3
2	в то же время	5	3
3	в коем случае не	2	2
4	конститутивный момент художественной формы	1	2
5	бы то ни было	1	2
6	ни в коем случае	2	2
7	и в то же	1	2
8	как совокупность факторов художественного	1	1
9	мы имеем дело с	1	1
10	деятельности созерцания направленной на	1	1
11	содержание эстетической деятельности созерцания	1	1
12	вполне осуществляет себя только	1	1
13	себя только в искусстве	1	1
14	осуществляет себя только в	1	1
15	не что иное как	1	1
16	как бы вбирает в	1	1
17	созерцания направленной на произведение	1	1
18	иметь в виду что	1	1
19	автор-творец конститутивный момент художественной	1	1
20	эстетическое вполне осуществляет себя	1	1
21	совокупность факторов художественного впечатления	1	1
22	эстетической деятельности созерцания направленной	1	1
23	по отношению к нему	1	1
24	по отношению к которому	1	1
25	ни к чему не	1	1
26	есть не что иное	1	1
27	бы они ни были	1	1
28	бы вбирает в себя	1	1
29	чего бы то ни	1	1
