N	3gram	Bakhtin_Fr_5	Morfolog
1	мы видим что	2	9
2	в связи с	5	8
3	не может быть	2	8
4	то перед нами	1	5
5	связи с этим	3	5
6	по отношению к	1	4
7	с точки зрения	2	4
8	а также и	4	4
9	тем не менее	1	4
10	далеко не все	1	3
11	независимо от того	1	3
12	на самом деле	4	3
13	как и в	1	3
14	может быть и	1	2
15	и таким образом	1	2
16	в то время	2	2
17	в большинстве случаев	2	2
18	для того чтобы	6	2
19	в том что	6	2
20	но кроме того	1	1
21	хотя и не	1	1
22	мы видим таким	1	1
23	гете прежде всего	1	1
24	здесь перед нами	2	1
25	один из важнейших	1	1
26	же время и	1	1
27	это нисколько не	1	1
28	о том как	2	1
29	что иное как	1	1
30	как бы в	2	1
31	заметить что в	1	1
32	до сих пор	3	1
33	сих пор не	1	1
34	тем что она	1	1
35	ни в коем	1	1
36	для этой цели	1	1
37	со всеми другими	1	1
38	но это не	1	1
39	можно было бы	2	1
40	в коем случае	1	1
41	ничего не получает	1	1
42	кроме того они	1	1
43	едой и питьем	1	1
44	в данном случае	2	1
45	на этом основании	1	1
46	оно по существу	1	1
47	был совершенно убежден	1	1
48	под углом зрения	1	1
49	во всех этих	1	1
50	есть не что	1	1
51	то же время	9	1
52	дается в форме	1	1
53	в одном случае	1	1
54	того чтобы получить	1	1
55	о том что	1	1
56	видим таким образом	1	1
57	мы выделили в	1	1
58	он не может	1	1
59	той или иной	1	1
60	можно сказать что	2	1
61	видим что в	1	1
62	в другом случае	1	1
63	в то же	9	1
64	из этих двух	1	1
65	не что иное	1	1
66	она дается в	1	1
67	друг с другом	2	1
68	здесь как и	2	1
69	что и в	1	1
70	на этом кончается	1	1
71	тем как в	1	1
