N	4gram	Propp_Russ_1	Myshleni
1	так же как и	1	4
2	но вместе с тем	1	4
3	приходит к выводу что	1	3
4	как это ни странно	1	1
5	но тем не менее	2	1
6	не оставляет сомнений в	1	1
7	который мы наблюдаем в	1	1
8	оставляет сомнений в том	1	1
9	о том что в	1	1
10	в одном и том	1	1
11	приводит к тому что	1	1
12	сомнений в том что	1	1
13	но и потому что	1	1
14	как мы уже знаем	1	1
15	вместе с тем и	2	1
16	одном и том же	1	1
17	в том что этот	2	1
18	той только разницей что	1	1
19	с той только разницей	1	1
20	в том что в	5	1
21	в тех случаях когда	1	1
