N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	56
2	то есть	46	24
3	в романе	4	21
4	в его	43	18
5	таким образом	10	17
6	все эти	5	15
7	в этом	15	14
8	в том	8	13
9	так и	5	13
10	в то	4	12
11	и его	16	12
12	то же	5	11
13	в них	5	11
14	в этих	2	11
15	до конца	1	11
16	как бы	22	11
17	мы уже	1	10
18	еще не	7	10
19	же время	3	10
20	в самом	7	9
21	и не	42	9
22	только в	13	9
23	но и	9	9
24	во всех	11	8
25	не только	9	8
26	в нем	15	8
27	и с	17	8
28	и даже	3	8
29	до сих	1	8
30	и др	8	8
31	по своему	1	8
32	сих пор	1	8
33	все это	3	8
34	том что	3	8
35	и на	3	7
36	в большинстве	5	7
37	как мы	7	7
38	в частности	2	7
39	в ее	4	6
40	в этой	1	6
41	но в	4	6
42	точки зрения	8	6
43	языка и	1	6
44	вовсе не	2	6
45	связи с	2	6
46	большинстве случаев	5	6
47	связаны с	2	6
48	прежде всего	13	6
49	в той	1	6
50	все они	5	6
51	и все	3	6
52	с ее	1	5
53	с его	2	5
54	но не	12	5
55	в пределах	6	5
56	он не	3	5
57	в процессе	1	5
58	никогда не	5	5
59	в области	11	5
60	ни с	2	5
61	не было	2	5
62	как и	7	5
63	в творчестве	1	5
64	в результате	1	5
65	что в	7	5
66	есть и	1	5
67	и другие	2	5
68	они не	3	5
69	например в	3	4
70	и потому	4	4
71	в ней	4	4
72	за пределы	12	4
73	и к	3	4
74	в которой	1	4
75	что это	2	4
76	в главе	1	4
77	в себе	4	4
78	при этом	5	4
79	что все	2	4
80	переходим к	2	4
81	и ее	2	4
82	и более	2	4
83	одна из	2	4
84	того чтобы	2	4
85	во всем	2	4
86	и несколько	1	4
87	форм и	2	4
88	того времени	1	4
89	в совершенно	1	4
90	и которые	2	4
91	к языку	1	4
92	и других	2	4
93	о том	4	4
94	язык в	2	4
95	с одной	3	4
96	конечно не	5	4
97	в особенности	2	4
98	в основе	5	4
99	в своих	2	4
100	в их	10	3
101	конечно и	4	3
102	меньшей степени	1	3
103	на них	3	3
104	время в	1	3
105	не просто	1	3
106	в едином	2	3
107	связи и	3	3
108	в своем	5	3
