N	2gram	Bakhtin_Pr_3	Psycholo
1	в том	14	37
2	и в	53	32
3	и что	1	22
4	то есть	48	21
5	том что	5	21
6	потому что	5	21
7	таким образом	6	21
8	то что	9	21
9	что в	2	20
10	может быть	12	18
11	точки зрения	4	17
12	что и	3	17
13	не может	2	17
14	что она	1	16
15	то же	6	13
16	в этом	8	13
17	при этом	3	13
18	для того	1	13
19	что он	4	13
20	в самом	2	12
21	заключается в	1	12
22	не только	4	12
23	так как	7	12
24	было бы	5	11
25	в основе	5	11
26	когда он	1	10
27	с точки	2	10
28	но и	7	10
29	как и	11	10
30	и не	15	10
31	как в	7	9
32	никогда не	2	9
33	тем что	2	9
34	что все	1	9
35	в своих	2	9
36	той же	5	8
37	что это	2	8
38	не в	2	8
39	не менее	3	8
40	дело с	1	8
41	в сущности	10	7
42	что они	1	7
43	все эти	9	7
44	и его	10	7
45	как будто	2	7
46	можно было	1	7
47	только в	4	7
48	что для	1	7
49	а не	11	7
50	сказать что	10	7
51	что если	1	6
52	в этой	1	6
53	целый ряд	1	6
54	он не	3	6
55	формы и	3	6
56	о том	2	6
57	все время	1	6
58	тот же	2	6
59	и из	3	6
60	как бы	14	6
61	же самое	1	6
62	на самом	1	5
63	и на	18	5
64	только на	1	5
65	на все	2	5
66	далеко не	2	5
67	все это	8	5
68	в то	5	5
69	в ней	7	5
70	и даже	2	5
71	до сих	5	5
72	сих пор	5	5
73	этом отношении	1	5
74	как на	1	5
75	ту же	1	4
76	есть не	1	4
77	мы имеем	1	4
78	столь же	1	4
79	с этим	2	4
80	с той	1	4
81	в целом	1	4
82	в нем	10	4
83	к одному	2	4
84	одной и	1	4
85	и по	3	4
86	и с	6	4
87	и тем	2	4
88	в жизни	8	4
89	несмотря на	2	4
90	знаем что	1	4
91	и той	2	4
92	образом и	1	4
93	которые в	1	4
94	и более	2	4
95	того как	1	4
96	но только	1	4
97	ничего не	6	4
98	как она	1	4
99	и до	5	4
100	в сознании	2	4
101	что на	1	4
102	и для	4	4
103	могут быть	4	4
104	тем не	2	4
105	если же	1	4
106	и это	3	4
107	между тем	2	4
108	которые мы	2	4
109	мы видим	2	4
110	из них	4	4
111	в творчестве	8	4
112	как это	2	4
113	наряду с	5	4
114	с этой	1	4
115	и все	10	4
116	а в	2	4
117	жизни и	9	4
118	например в	5	3
119	и то	1	3
120	мы не	4	3
121	время как	1	3
122	то это	1	3
123	и он	1	3
124	во всех	12	3
125	а только	1	3
126	в общем	1	3
127	относится к	1	3
128	которые не	2	3
129	что именно	2	3
130	и к	5	3
131	но в	5	3
132	он в	2	3
133	творчества и	1	3
134	главным образом	3	3
135	он все	1	3
136	состоит в	1	3
137	не к	1	3
138	не как	1	3
139	на этом	1	3
140	об этом	1	3
141	это было	3	3
142	показывает что	1	3
143	и сейчас	1	3
144	в своей	3	3
145	в их	2	3
146	представление о	1	3
147	человеком и	1	3
148	но он	2	3
149	мы можем	5	3
150	и отношений	1	3
151	видим что	1	3
152	во всем	2	3
153	и заключается	2	3
154	и другой	3	3
155	с ее	1	3
156	так и	6	3
157	жизнь и	1	3
158	мы в	1	3
159	для этого	1	3
160	образом в	2	3
161	с другой	2	3
162	мы должны	4	3
163	один из	6	3
164	и так	3	3
165	и ее	6	3
166	так что	1	3
167	что не	1	3
168	и других	9	3
169	и их	2	3
170	представить себе	1	3
171	в конце	3	3
172	может служить	1	3
173	чтобы показать	1	3
174	ни на	1	3
175	по своему	6	3
176	по существу	5	3
177	в смысле	2	3
178	должны быть	1	3
179	при всем	1	3
180	еще более	5	3
181	конце концов	1	3
182	хотя бы	2	3
183	также и	4	2
184	того же	2	2
185	и без	3	2
186	еще не	5	2
187	есть нечто	1	2
188	к своему	1	2
189	с его	2	2
190	в ее	3	2
191	но не	5	2
192	мы будем	1	2
193	значение и	2	2
194	себе и	1	2
195	отличие от	1	2
196	можно показать	1	2
197	в очень	1	2
198	могли бы	1	2
199	но эта	1	2
200	из самых	2	2
201	в которой	2	2
202	и тот	3	2
203	в себе	5	2
204	как он	2	2
205	как всякий	1	2
206	всех остальных	1	2
207	на его	3	2
208	в каждом	4	2
209	подход к	1	2
210	здесь мы	2	2
211	значение в	4	2
212	с другими	3	2
213	и которые	2	2
214	это не	6	2
215	форму и	1	2
216	должен был	1	2
217	в них	2	2
218	на грани	2	2
219	всю жизнь	1	2
220	всяком случае	1	2
221	место в	2	2
222	своему существу	1	2
223	их в	2	2
224	в этих	5	2
225	все более	1	2
226	вплоть до	4	2
227	как можно	1	2
228	принадлежат к	1	2
229	на него	1	2
230	в процессе	1	2
231	значит ли	1	2
232	на самый	1	2
233	в самых	1	2
234	он с	1	2
235	казалось бы	3	2
236	в самой	1	2
237	же время	5	2
238	ли это	1	2
239	как только	1	2
240	в полном	1	2
241	и которая	1	2
242	на другой	1	2
243	и будем	1	2
244	романе в	1	2
245	в особенности	2	2
246	по сравнению	4	2
247	и вообще	3	2
248	в таком	2	2
249	именно потому	1	2
250	и здесь	1	2
251	во всяком	1	2
252	после того	1	2
253	этих двух	2	2
254	которой мы	2	2
255	в его	8	2
256	а потому	1	2
257	в свете	1	2
258	это очень	4	2
259	именно на	1	2
260	и у	7	2
261	у того	1	2
262	говорит о	2	2
263	содержания и	1	2
264	мы находим	2	2
265	вовсе не	3	2
266	с этими	1	2
267	отношение к	6	2
268	к ним	1	2
269	каждый из	1	2
270	и никогда	1	2
271	в других	1	2
272	не было	4	2
273	и далее	1	2
274	там где	1	2
275	вместе с	2	2
276	с каким-то	1	2
277	из которых	1	2
278	сравнению с	4	2
279	его жизни	1	2
280	действие и	1	2
281	более и	1	2
282	но это	3	2
283	сознании и	1	2
284	форм и	2	2
285	не существует	1	2
286	показать как	1	2
287	тем более	2	2
288	в романе	1	2
289	другой стороны	1	2
290	и от	3	2
291	заметить что	1	2
292	а я	2	2
293	это в	1	2
294	во сне	5	2
295	а между	2	1
296	от этой	1	1
297	одним из	3	1
298	человека и	7	1
299	всегда во	1	1
300	по этим	1	1
301	же по	1	1
302	от своей	1	1
303	проявляются в	1	1
304	его же	1	1
305	почти всегда	3	1
306	и самое	1	1
307	и больше	1	1
308	в зависимости	2	1
309	сам начинает	1	1
310	в несколько	1	1
311	если я	1	1
312	и фантастического	1	1
313	что уже	2	1
314	имеет свою	1	1
315	почти все	1	1
316	что иное	1	1
317	роман в	1	1
318	а для	2	1
319	на тему	1	1
320	мудреца и	1	1
321	мы и	2	1
322	и со	1	1
323	зависимости от	2	1
324	из ее	1	1
325	о судьбе	1	1
326	продолжают существовать	1	1
327	в обычной	1	1
328	основе этого	1	1
329	литературы и	2	1
330	все так	1	1
331	которые он	1	1
332	он сам	4	1
333	не найдем	1	1
334	время в	1	1
335	и формы	1	1
336	все больше	1	1
337	жить и	4	1
338	для других	2	1
339	и т.д	2	1
340	иногда и	3	1
341	друг от	1	1
342	и достоевский	1	1
343	за пределы	1	1
344	а много	1	1
345	в истории	3	1
346	независимо от	1	1
347	его на	1	1
348	для всех	2	1
349	что касается	2	1
350	им в	1	1
351	кроме того	3	1
352	и где	1	1
353	всей художественной	1	1
354	к числу	1	1
355	более или	3	1
356	этой цели	1	1
357	своих произведениях	1	1
358	уже не	1	1
359	в литературном	1	1
360	что нас	1	1
361	раскрывает в	1	1
362	у каждого	1	1
363	из этих	1	1
364	очень важным	1	1
365	творчество достоевского	2	1
366	в большинстве	4	1
367	что ничего	1	1
368	художественный характер	1	1
369	и трагедия	1	1
370	только один	1	1
371	тому же	2	1
372	но ведь	1	1
373	форму которая	1	1
374	например как	2	1
375	широкое и	2	1
376	обнаженной форме	3	1
377	этих авторов	1	1
378	идеи и	3	1
379	в силу	1	1
380	и если	3	1
381	в россии	1	1
382	нашего времени	1	1
383	в плане	1	1
384	людей и	1	1
385	так например	2	1
386	одному и	2	1
387	в нее	1	1
388	в основу	1	1
389	это конечно	2	1
390	он обладал	1	1
391	касается до	1	1
392	его характера	2	1
393	и характер	1	1
394	его в	2	1
395	в глазах	1	1
396	и под	3	1
397	на почве	1	1
398	но именно	1	1
399	знаком с	2	1
400	даже по	1	1
401	в стихах	1	1
402	и представить	1	1
403	романы достоевского	2	1
404	и уже	2	1
405	он и	1	1
406	мы видели	2	1
407	чем в	1	1
408	проходила через	1	1
409	потому и	1	1
410	элемента в	1	1
411	и тогда	1	1
412	достоевского но	1	1
413	в эту	3	1
414	которую он	1	1
415	земли и	1	1
416	но если	1	1
417	таким же	1	1
418	определяется и	1	1
419	и тут	1	1
420	нас не	1	1
421	наших дней	3	1
422	в котором	1	1
423	себе никакой	1	1
424	это что	1	1
425	в отличие	1	1
426	строго говоря	1	1
427	что было	1	1
428	по крайней	1	1
429	зрения этой	1	1
430	зрения и	1	1
431	вбирает в	1	1
432	самого начала	4	1
433	одна из	7	1
434	что их	1	1
435	когда они	1	1
436	мы все	2	1
437	что вы	1	1
438	художественной деятельности	1	1
439	или еще	1	1
440	на язык	4	1
441	в разных	4	1
442	в качестве	1	1
443	имеем дело	1	1
444	здесь на	2	1
445	мыслей и	1	1
446	приводной ремень	1	1
447	к ней	1	1
448	убедиться в	1	1
449	направлениях и	1	1
450	связи с	1	1
451	так называемый	1	1
452	уже и	1	1
453	и делает	1	1
454	в области	3	1
455	все то	3	1
456	встречается в	1	1
457	иногда даже	1	1
458	идейного содержания	1	1
459	время мы	1	1
460	все особенности	1	1
461	этого и	1	1
462	как сон	1	1
463	они и	2	1
464	тот и	1	1
465	даже когда	1	1
466	него как	1	1
467	в каждой	1	1
468	совершается в	1	1
469	всей литературы	1	1
470	как мы	5	1
471	от друга	1	1
472	но при	1	1
473	мы конечно	1	1
474	мир к	1	1
475	существенное значение	3	1
476	в собственном	2	1
477	в себя	6	1
478	с самого	3	1
479	этот роман	1	1
480	и может	1	1
481	как с	1	1
482	тем которые	1	1
483	времени и	2	1
484	здесь как	3	1
485	живет в	2	1
486	к анализу	1	1
487	с собой	1	1
488	и всюду	1	1
489	могла быть	1	1
490	разного рода	1	1
491	выступает и	1	1
492	и всякого	1	1
493	совершенно невозможно	1	1
494	как у	5	1
495	элемент в	1	1
496	смысле и	2	1
497	вот это	1	1
498	ярче всего	1	1
499	в тех	1	1
500	иное как	1	1
501	о нем	1	1
502	сюжета который	1	1
503	совершенно аналогичный	1	1
504	на другого	1	1
505	и сложных	1	1
506	ощущение жизни	1	1
507	ли бы	2	1
508	но мы	1	1
509	ту роль	1	1
510	произведение это	2	1
511	можно сказать	8	1
512	все его	2	1
513	в сфере	1	1
514	разных направлениях	1	1
515	происходит не	1	1
516	значение имеют	1	1
517	автоматизма и	1	1
518	и во	4	1
519	восходит к	1	1
520	что люди	1	1
521	а у	2	1
522	творчества так	1	1
523	при изображении	2	1
524	эти два	2	1
525	я думаю	1	1
526	есть с	2	1
527	крайней мере	1	1
528	самого конца	1	1
529	быть даже	1	1
530	очень широкое	1	1
531	все в	1	1
532	представления о	2	1
533	и об	1	1
534	и она	1	1
535	и самые	1	1
536	один момент	1	1
537	этом смысле	1	1
538	на которой	1	1
539	которое было	1	1
540	обе эти	3	1
541	в двух	2	1
542	вся область	1	1
543	важное значение	1	1
544	свой художественный	1	1
545	с ними	1	1
546	что даже	1	1
547	его жизнь	1	1
548	бы из	1	1
549	образа в	1	1
550	здесь с	1	1
551	этого рассказа	2	1
552	со всеми	8	1
553	не то	3	1
554	до наших	3	1
555	история и	1	1
556	же и	1	1
557	в таких	1	1
558	конечно не	4	1
559	вопроса о	1	1
560	такие например	1	1
561	отношений к	1	1
562	очень существенное	1	1
563	не дает	1	1
564	который как	1	1
565	и художественно	1	1
566	ведь это	1	1
567	и та	1	1
568	прежде всего	15	1
569	отличен от	2	1
570	произведения и	1	1
571	от тех	1	1
572	не о	2	1
573	только с	1	1
574	она будет	1	1
575	явлением и	1	1
576	художник не	1	1
577	не просто	1	1
578	к той	1	1
579	всеми и	1	1
580	до самого	1	1
581	чтобы убедиться	1	1
582	ней и	1	1
583	даже не	1	1
584	о влиянии	1	1
585	этого человека	1	1
586	именно в	2	1
587	жанре как	1	1
588	человека а	1	1
589	и прежде	6	1
590	близок к	2	1
591	символика не	1	1
592	один и	1	1
593	путем анализа	1	1
594	себя и	2	1
595	как мир	1	1
596	только наиболее	1	1
597	к более	1	1
598	в некоторых	4	1
599	в соответствии	2	1
600	связано с	1	1
601	нужно сказать	2	1
602	уже ничего	2	1
603	века и	5	1
604	идеи в	2	1
605	ничем не	1	1
606	жизнь в	2	1
607	так называемой	1	1
608	его по	2	1
609	вместо людей	1	1
610	классового общества	1	1
611	человеческой жизни	3	1
612	стиль и	1	1
613	существу и	1	1
614	в психологическом	1	1
615	не об	1	1
616	под влиянием	1	1
617	в связи	2	1
618	они все	1	1
619	с помощью	1	1
620	я хочу	1	1
621	например знаменитая	1	1
622	этот рассказ	1	1
623	и освобождают	1	1
624	вне жизни	2	1
625	от страха	1	1
626	прямо сказать	1	1
627	ко всем	2	1
628	мы говорим	1	1
629	но пока	1	1
630	он будет	1	1
631	и довольно	1	1
632	в той	2	1
633	только проблема	1	1
634	в европейской	2	1
635	во все	5	1
636	очень важно	1	1
637	или менее	3	1
638	для понимания	2	1
639	на свете	2	1
640	и смерти	2	1
641	этого слова	1	1
642	его творчество	2	1
643	дело идет	1	1
644	сон и	1	1
645	еще раз	5	1
646	писателя в	1	1
647	благодаря этому	1	1
648	человека который	1	1
649	о его	1	1
650	нет ничего	2	1
651	этом и	1	1
652	в первые	1	1
653	в более	4	1
654	на самой	1	1
655	сюжета и	1	1
656	указать на	1	1
657	хотя они	1	1
658	его творчества	6	1
659	в область	1	1
660	или в	1	1
661	в результате	1	1
662	мира и	2	1
663	того с	1	1
664	вариантах и	2	1
665	от него	3	1
666	она подчинена	2	1
667	и наконец	2	1
668	и земли	1	1
669	находим в	1	1
670	соображение что	1	1
671	сходятся в	1	1
672	и вдруг	1	1
673	от всякого	1	1
674	художественном единстве	1	1
675	а о	1	1
676	слово в	2	1
677	между ними	2	1
678	не учитывая	1	1
679	речи и	1	1
680	это на	1	1
681	комического и	1	1
682	является и	1	1
683	и оценить	2	1
684	им не	1	1
685	не что	1	1
686	они еще	1	1
687	это и	1	1
688	только о	1	1
689	из своей	1	1
690	самый сюжет	1	1
691	себе не	1	1
692	свои собственные	1	1
693	его творчестве	2	1
694	и другие	9	1
695	тем самым	1	1
696	к этому	4	1
697	они не	3	1
