N	3gram	Berdyaev_O_1	Istorich
1	в том что	1	5
2	о том что	1	4
3	о том как	1	3
4	не может быть	2	3
5	том что в	1	2
6	но и в	2	2
7	во всяком случае	1	2
8	после того как	1	2
9	как и в	1	2
10	в другом месте	1	1
11	в этом мире	2	1
12	ли сказать что	2	1
13	можно ли сказать	2	1
14	и не может	1	1
15	у него в	5	1
16	с тем что	2	1
17	а иногда и	1	1
18	и на нем	1	1
19	и с чего	1	1
20	и то что	1	1
21	он подошел к	1	1
22	что у него	2	1
23	как бы в	1	1
24	между этими двумя	1	1
25	и в том	1	1
26	и когда он	1	1
27	все что связано	1	1
28	от того что	1	1
29	на то что	1	1
30	не в форму	1	1
31	друг с другом	1	1
32	для того чтобы	3	1
33	не потому ли	1	1
34	смысле этого слова	1	1
35	но никогда не	1	1
