N	2gram	Vygotskiy__5	RusskieA
1	и в	30	36
2	не только	16	22
3	том что	21	19
4	что в	24	19
5	в том	27	17
6	но и	6	16
7	так как	9	15
8	во время	1	14
9	и другие	3	13
10	в этом	14	12
11	в других	1	11
12	и т	7	10
13	и на	3	10
14	это не	3	10
15	как и	6	10
16	как мы	5	10
17	вместе с	12	10
18	потому что	23	10
19	т д	3	9
20	об этом	3	9
21	а в	4	9
22	состоит в	3	8
23	с тем	8	8
24	у нас	4	8
25	о том	10	8
26	один из	5	8
27	мы увидим	9	8
28	из них	2	8
29	может быть	11	8
30	как это	7	8
31	что они	5	7
32	так и	3	7
33	между тем	1	7
34	что и	3	7
35	представляют собой	2	7
36	полагает что	3	6
37	мы не	3	6
38	в виде	1	6
39	так например	3	6
40	таким образом	20	6
41	при этом	8	6
42	не имеет	1	6
43	уже не	1	6
44	в них	4	6
45	и не	6	6
46	все это	2	6
47	для нас	3	6
48	будто бы	1	6
49	то что	37	6
50	как в	3	5
51	все же	7	5
52	во многих	1	5
53	показывает что	3	5
54	в которых	2	5
55	того как	2	5
56	как будто	6	5
57	там же	1	5
58	с ними	1	5
59	в течение	2	5
60	как бы	19	5
61	этом случае	2	5
62	с в	1	4
63	мы имеем	8	4
64	еще не	5	4
65	во всех	2	4
66	в эти	1	4
67	что по	2	4
68	следующим образом	2	4
69	представляет собой	1	4
70	в россии	1	4
71	с собой	1	4
72	из этих	3	4
73	в их	3	4
74	тому что	8	4
75	вплоть до	1	4
76	на кладбище	1	4
77	одна из	3	4
78	в русском	1	4
79	связи с	2	4
80	что на	3	4
81	к тому	8	4
82	его с	2	4
83	так в	3	4
84	еще в	2	4
85	и что	23	4
86	и их	1	4
87	тем что	6	4
88	а с	5	4
89	и др	1	4
90	в некоторых	1	4
91	того что	8	4
92	по существу	2	4
93	но это	1	4
94	не может	9	4
95	только в	5	4
96	к этому	3	4
97	представление о	1	3
98	если в	1	3
99	которые не	1	3
100	в своем	6	3
101	не можем	4	3
102	что это	8	3
103	на этом	6	3
104	то же	7	3
105	но все	2	3
106	совпадают с	2	3
107	далеко не	1	3
108	несмотря на	5	3
109	в этих	3	3
110	точки зрения	7	3
111	с точки	2	3
112	она в	1	3
113	но они	1	3
114	их в	1	3
115	не менее	1	3
116	в разных	1	3
117	ничего не	2	3
118	к таким	1	3
119	и другой	1	3
120	можно сделать	1	3
121	говорится что	2	3
122	приводит к	2	3
123	не с	2	3
124	то есть	13	3
125	или на	2	3
126	связаны с	1	3
127	как например	2	3
128	по этому	5	3
129	в качестве	2	3
130	только на	4	3
131	слова в	1	3
132	в одном	2	3
133	в области	1	3
134	на этот	3	3
135	о чем	4	3
136	так же	13	3
137	этого слова	1	3
138	уже указывалось	1	3
139	и к	4	3
140	в свою	3	3
141	ко времени	1	3
142	например в	1	2
143	перенесено на	1	2
144	к другому	2	2
145	но она	2	2
146	что иное	2	2
147	как не	1	2
148	в ней	4	2
149	он был	2	2
150	иное как	2	2
151	это имеет	1	2
152	друг к	4	2
153	на самом	2	2
154	но не	7	2
155	не просто	1	2
156	как по	1	2
157	что именно	5	2
158	с этим	2	2
159	мы можем	7	2
160	хотя и	1	2
161	и как	7	2
162	но в	5	2
163	та же	1	2
164	в целом	5	2
165	все эти	2	2
166	в нашем	2	2
167	и до	2	2
168	были связаны	1	2
169	как он	2	2
170	и всей	1	2
171	что она	6	2
172	в нем	7	2
173	чем у	3	2
174	в силу	3	2
175	его от	1	2
176	в каждом	2	2
177	же не	2	2
178	главным образом	1	2
179	и с	2	2
180	к другу	4	2
181	на этой	1	2
182	описывается как	1	2
183	в жизни	1	2
184	говорится о	2	2
185	в один	1	2
186	привело к	1	2
187	для этого	9	2
188	этой работы	1	2
189	нас к	1	2
190	она не	1	2
191	что ему	2	2
192	у него	3	2
193	детей и	1	2
194	и здесь	6	2
195	могут быть	8	2
196	сходство с	1	2
197	и другим	1	2
198	имеет место	3	2
199	ничего общего	1	2
200	как они	2	2
201	свою очередь	1	2
202	что у	3	2
203	и другими	2	2
204	подойти к	1	2
205	что от	2	2
206	составные части	1	2
207	означает что	1	2
208	находится в	2	2
209	и поэтому	3	2
210	после того	1	2
211	связь между	2	2
212	этому поводу	4	2
213	в его	4	2
214	к ней	1	2
215	этот вопрос	4	2
216	в какой	1	2
217	показывают что	1	2
218	мы попытаемся	1	2
219	их не	2	2
220	наших целей	1	2
221	так что	3	2
222	очень ясно	1	2
223	за счет	1	2
224	этому вопросу	1	2
225	его и	1	2
226	но что	1	2
227	тут же	1	2
228	не было	1	2
229	не были	1	2
230	чем в	2	2
231	для наших	1	2
232	себя и	2	2
233	до конца	2	2
234	а не	8	2
235	его как	1	2
236	в частности	4	2
237	и потому	5	2
238	предположить что	2	2
239	многих случаях	1	2
240	там где	4	2
241	останавливаться на	1	2
242	быть и	2	2
243	только для	1	2
244	между собой	2	2
245	мы видим	8	2
246	и для	6	2
247	или в	6	2
248	когда он	5	2
249	мы должны	3	2
250	и начало	1	2
251	не что	2	2
252	в отдельности	1	2
253	у которых	1	2
254	в своих	5	2
255	нас не	2	2
256	мы обнаружим	1	1
257	ту же	2	1
258	же как	2	1
259	переходит к	1	1
260	самом деле	8	1
261	только потому	1	1
262	зависимости от	7	1
263	из самых	2	1
264	по преимуществу	2	1
265	на две	1	1
266	что эти	2	1
267	и ее	1	1
268	должна быть	2	1
269	собственном смысле	1	1
270	с таким	2	1
271	и за	1	1
272	по его	3	1
273	и могут	1	1
274	мы уже	6	1
275	из всех	1	1
276	и цель	1	1
277	или наоборот	2	1
278	а совершенно	1	1
279	что если	6	1
280	которую мы	2	1
281	вопрос о	3	1
282	на место	1	1
283	из своих	1	1
284	вторая часть	1	1
285	приводят к	1	1
286	то вероятно	1	1
287	рая и	1	1
288	был еще	1	1
289	того же	2	1
290	и он	2	1
291	в каждой	3	1
292	такими какими	1	1
293	в отличие	2	1
294	ему с	1	1
295	на них	1	1
296	отсюда можно	1	1
297	его словам	1	1
298	в чем	1	1
299	с его	2	1
300	их так	1	1
301	имеем здесь	1	1
302	а только	1	1
303	оно в	2	1
304	целом ряде	1	1
305	с трудом	1	1
306	не все	1	1
307	ответ на	5	1
308	по отношению	2	1
309	с совершенно	2	1
310	очевидно что	2	1
311	себе и	2	1
312	отличие от	2	1
313	мы сейчас	3	1
314	значение имеет	1	1
315	отличаются от	1	1
316	относится к	1	1
317	его на	2	1
318	общего с	1	1
319	рисует картину	1	1
320	а третий	1	1
321	то чем	1	1
322	показать что	12	1
323	совершенно другой	1	1
324	что касается	2	1
325	перед нами	2	1
326	свою любовь	1	1
327	целый ряд	3	1
328	и наконец	3	1
329	последовательность событий	1	1
330	тем же	3	1
331	против такого	2	1
332	что всякое	4	1
333	увидим что	9	1
334	от этого	1	1
335	поэтому и	1	1
336	их содержания	1	1
337	в которой	3	1
338	еще далеко	1	1
339	ни одна	1	1
340	в себе	5	1
341	в употреблении	1	1
342	тому же	1	1
343	думается что	3	1
344	на то	17	1
345	иногда же	1	1
346	он не	3	1
347	мыслей в	1	1
348	гораздо менее	1	1
349	он должен	8	1
350	не к	1	1
351	не как	3	1
352	в начале	1	1
353	с первым	1	1
354	не бывает	1	1
355	эта же	1	1
356	которое как	1	1
357	какими их	1	1
358	русском языке	1	1
359	а затем	2	1
360	что все	6	1
361	он просто	1	1
362	в совершенно	6	1
363	значение в	1	1
364	о котором	6	1
365	возникает еще	1	1
366	должен был	4	1
367	и тем	6	1
368	не соответствует	1	1
369	с которого	1	1
370	ни в	3	1
371	о характере	1	1
372	повод для	3	1
373	нет в	2	1
374	в этой	5	1
375	мы видели	1	1
376	оно имеет	1	1
377	года и	1	1
378	и того	2	1
379	одного и	2	1
380	что между	2	1
381	и при	2	1
382	никак не	6	1
383	установить что	1	1
384	этого вопроса	1	1
385	очевидным и	1	1
386	одном из	1	1
387	что первые	1	1
388	ее на	1	1
389	но эта	1	1
390	можем конечно	1	1
391	точку зрения	1	1
392	которые в	1	1
393	и эти	1	1
394	не могли	4	1
395	и наоборот	1	1
396	необходимо чтобы	1	1
397	и под	2	1
398	сам он	1	1
399	форму в	1	1
400	что чем	1	1
401	любви и	2	1
402	что есть	2	1
403	при всех	1	1
404	иной раз	1	1
405	в то	2	1
406	не о	1	1
407	хотелось бы	1	1
408	для каждого	1	1
409	тогда когда	1	1
410	дело в	2	1
411	только из	1	1
412	это означает	2	1
413	что их	2	1
414	ее с	1	1
415	в основе	7	1
416	но вместе	1	1
417	когда они	1	1
418	подобное же	1	1
419	в самых	1	1
420	иметь в	3	1
421	вытекает из	1	1
422	каждый из	1	1
423	несомненно очень	1	1
424	которые и	1	1
425	он сообщает	1	1
426	явление в	1	1
427	же после	1	1
428	видим что	3	1
429	имеет совершенно	1	1
430	и его	6	1
431	к этим	2	1
432	и теперь	1	1
433	можно рассматривать	1	1
434	доказать что	1	1
435	этом отношении	3	1
436	ему не	1	1
437	с другом	3	1
438	ни о	1	1
439	сомнение в	1	1
440	чтобы сделать	1	1
441	и всех	1	1
442	должны быть	1	1
443	содержанием и	1	1
444	что наш	1	1
445	души а	1	1
446	если же	2	1
447	из чего	1	1
448	обычно в	1	1
449	смысле в	1	1
450	и это	8	1
451	они должны	1	1
452	ниже мы	1	1
453	и о	3	1
454	в виду	4	1
455	на другой	1	1
456	данном случае	3	1
457	только при	1	1
458	которые как	1	1
459	большей частью	1	1
460	в собственном	1	1
461	то время	1	1
462	однако эта	2	1
463	основа и	1	1
464	на том	2	1
465	если они	1	1
466	можно было	3	1
467	каждого из	1	1
468	и каждый	1	1
469	и мы	16	1
470	представляют собою	1	1
471	часто в	1	1
472	основана на	1	1
473	быть может	1	1
474	если бы	11	1
475	и вообще	1	1
476	стремление к	1	1
477	мы рассмотрим	1	1
478	что значит	1	1
479	что им	1	1
480	дальнейшего развития	1	1
481	из основных	1	1
482	но имеют	1	1
483	внимание на	4	1
484	и та	2	1
485	но мы	2	1
486	что каждый	1	1
487	ли не	2	1
488	и просто	1	1
489	можно сказать	2	1
490	как этот	1	1
491	нас в	1	1
492	самым большим	1	1
493	к нему	1	1
494	не могло	1	1
495	того общего	1	1
496	комедии и	1	1
497	и во	1	1
498	существу в	1	1
499	от одного	2	1
500	в форме	2	1
501	и следовательно	2	1
502	указывает и	1	1
503	было бы	5	1
504	это приводит	1	1
505	не так	1	1
506	что здесь	3	1
507	как из	3	1
508	на которой	1	1
509	рассуждение о	1	1
510	обе эти	2	1
511	совсем не	2	1
512	тот же	3	1
513	что он	17	1
514	к их	1	1
515	и действительно	1	1
516	и так	2	1
517	который в	1	1
518	что нам	3	1
519	точка зрения	1	1
520	том чтобы	2	1
521	на первую	1	1
522	вот что	1	1
523	с которыми	1	1
524	отдельности может	1	1
525	совершенно естественно	1	1
526	вызывает у	1	1
527	уже в	6	1
528	был заимствован	1	1
529	в нашей	2	1
530	же в	2	1
531	каким образом	2	1
532	не дает	2	1
533	но совершенно	1	1
534	только одно	1	1
535	нуждается в	1	1
536	лежит не	1	1
537	т п	3	1
538	нашем сознании	1	1
539	может служить	1	1
540	составных частей	1	1
541	дело и	3	1
542	должны будем	2	1
543	заметить что	1	1
544	не могут	3	1
545	от того	4	1
546	смерти и	1	1
547	в очень	1	1
548	к самым	1	1
549	тем у	1	1
550	как у	1	1
551	что дело	2	1
552	совершенно ином	1	1
553	с той	2	1
554	еще и	1	1
555	тому как	1	1
556	мы еще	1	1
557	он считал	1	1
558	что не	1	1
559	что для	1	1
560	обратиться к	5	1
561	говорит о	4	1
562	художественной форме	1	1
563	них же	1	1
564	связано с	1	1
565	другому и	2	1
566	такого мнения	1	1
567	которых мы	4	1
568	на которых	2	1
569	и самый	2	1
570	с которым	3	1
571	выступают в	1	1
572	на смерть	1	1
573	борьбу и	2	1
574	первые два	1	1
575	или с	2	1
576	совершенно очевидно	5	1
577	которой он	1	1
578	под влиянием	3	1
579	в одно	1	1
580	мы знаем	2	1
581	если не	1	1
582	человека там	1	1
583	эта теория	5	1
584	уже давно	4	1
585	в эпосе	2	1
586	сюда же	1	1
587	несовместимого с	1	1
588	деле это	2	1
589	нами как	1	1
590	смысл который	1	1
591	представить себе	2	1
592	или по	1	1
593	но такое	1	1
594	из которых	4	1
595	по своему	1	1
596	в данном	3	1
597	по поводу	3	1
598	в той	3	1
599	и смерти	1	1
600	и смысла	1	1
601	ко всему	1	1
602	в первой	1	1
603	друг с	3	1
604	исходя из	2	1
605	это к	1	1
606	как только	4	1
607	своего апогея	2	1
608	кладбище в	1	1
609	которые также	1	1
610	что мы	11	1
611	но для	1	1
612	рассматривать как	1	1
613	ближе к	1	1
614	не является	2	1
615	для такого	1	1
616	много но	1	1
617	при таком	3	1
618	совершенно иное	1	1
619	в двух	5	1
620	от него	4	1
621	и все	4	1
622	только с	1	1
623	его жизнь	1	1
624	сходство в	1	1
625	по традиции	1	1
626	и различные	1	1
627	его значение	1	1
628	нам не	1	1
629	между ними	2	1
630	не знает	2	1
631	сказать что	9	1
632	это на	1	1
633	им не	1	1
634	отношению к	1	1
635	только о	2	1
636	видели в	1	1
637	к числу	1	1
638	в работах	1	1
639	жизни и	6	1
640	в таком	3	1
641	а нечто	1	1
642	именно здесь	1	1
643	можно назвать	1	1
644	как на	11	1
645	во всяком	1	1
646	все что	1	1
