N	2gram	Tiupa_Lite_3	Problemy
1	и в	16	35
2	как бы	8	31
3	и не	22	27
4	что он	5	24
5	в его	6	21
6	но в	3	19
7	как и	5	18
8	к себе	8	18
9	не может	8	18
10	себе самому	3	18
11	в нем	2	16
12	то есть	5	16
13	то же	9	15
14	и все	1	15
15	в этом	14	14
16	и его	6	14
17	для него	2	14
18	может быть	12	14
19	но и	14	14
20	все это	1	14
21	он не	1	13
22	что я	5	13
23	к нему	1	13
24	человека из	1	13
25	и с	2	12
26	в другом	6	12
27	прежде всего	3	12
28	и к	3	12
29	в то	9	11
30	слова и	1	11
31	самом деле	3	10
32	не только	14	10
33	не в	10	10
34	же время	7	10
35	героя и	1	10
36	внутренний диалог	1	10
37	то что	12	10
38	а я	3	10
39	на самом	1	9
40	самим собою	1	9
41	в отношении	1	9
42	мы уже	1	8
43	я не	2	8
44	все же	2	8
45	как мы	2	8
46	так и	9	8
47	себя и	2	8
48	и для	4	8
49	потому что	3	8
50	еще не	6	7
51	с его	6	7
52	себе и	1	7
53	и наконец	3	7
54	самим собой	3	7
55	лишь в	5	7
56	там где	3	7
57	для себя	2	7
58	и сам	2	7
59	вовсе не	1	7
60	так же	2	7
61	себя самого	1	7
62	точки зрения	7	7
63	а в	5	7
64	отношении к	1	7
65	отношению к	4	7
66	и на	2	6
67	он сам	1	6
68	но не	4	6
69	по отношению	4	6
70	отношение к	2	6
71	что они	1	6
72	в самом	3	6
73	что у	2	6
74	в каждом	1	6
75	в слове	3	6
76	у меня	1	6
77	к тому	6	6
78	он с	1	6
79	в одном	4	6
80	только в	7	6
81	и т.п	6	6
82	но это	1	6
83	не знает	2	6
84	что в	2	6
85	и то	1	5
86	с собою	1	5
87	как в	5	5
88	в себе	6	5
89	на протяжении	1	5
90	он и	2	5
91	от себя	2	5
92	в конце	2	5
93	даже в	4	5
94	во время	1	5
95	его с	1	5
96	во внутренний	1	5
97	диалог с	2	5
98	в том	12	5
99	с ними	2	5
100	обращаться к	1	5
101	так что	1	5
102	и даже	2	5
103	к своему	1	5
104	полемика с	2	4
105	бы уже	1	4
106	так чтобы	2	4
107	в мире	16	4
108	он в	2	4
109	в чем	1	4
110	нет и	1	4
111	на его	3	4
112	и вот	2	4
113	последнее слово	1	4
114	его в	2	4
115	в них	1	4
116	в своей	7	4
117	но он	1	4
118	друг другу	1	4
119	по себе	2	4
120	я для	1	4
121	никогда не	4	4
122	во всем	1	4
123	как раз	2	4
124	слова о	1	4
125	как будто	4	4
126	и делает	1	4
127	его за	1	4
128	той или	2	4
129	сознания и	2	4
130	еще в	3	4
131	в голосе	1	4
132	между тем	3	4
133	другого в	4	4
134	наконец в	3	4
135	все время	3	4
136	и у	1	4
137	только на	1	4
138	так как	1	4
139	у него	1	4
140	тем что	2	4
141	или иной	2	4
142	с другой	6	4
143	что не	2	4
144	до конца	4	4
145	а не	12	4
146	ты идешь	1	4
147	в той	1	4
148	человек и	1	4
149	бы в	1	4
150	я в	7	4
151	это и	1	3
152	за собой	1	3
153	обойтись без	1	3
154	говорить о	1	3
155	и со	1	3
156	в виду	1	3
157	бы то	2	3
158	во всех	2	3
159	в общем	1	3
160	за пределы	1	3
161	с этим	1	3
162	когда он	2	3
163	героев достоевского	1	3
164	в целом	5	3
165	ее как	1	3
166	и кто	1	3
167	тому же	5	3
168	то ни	2	3
169	знает что	2	3
170	было бы	2	3
171	нет в	1	3
172	этого не	1	3
173	с тем	1	3
174	как ты	2	3
175	в котором	1	3
176	не как	2	3
177	с миром	1	3
178	а так	2	3
179	к концу	1	3
180	и т.д	1	3
181	с ее	3	3
182	не могу	2	3
183	в ее	5	3
184	из рассказа	2	3
185	что и	2	3
186	это не	5	3
187	того что	9	3
188	но так	1	3
189	нуждается в	1	3
190	со всеми	2	3
191	уже не	3	3
192	уже в	1	3
193	из них	4	3
194	а с	1	3
195	своего собственного	1	3
196	эти слова	2	3
197	со словом	1	3
198	сам не	1	3
199	должно быть	4	3
200	в начале	4	3
201	и от	1	3
202	это как	3	3
203	я как	4	3
204	ибо в	1	3
205	ни было	2	3
206	том что	8	3
207	отношением к	2	3
208	сказать что	1	3
209	другой стороны	2	3
210	бы его	1	3
211	я и	10	2
212	например в	3	2
213	зависимость от	1	2
214	в первом	2	2
215	его же	1	2
216	из его	1	2
217	кто же	1	2
218	в каждой	2	2
219	в ней	1	2
220	быть в	1	2
221	столь же	1	2
222	бы не	1	2
223	герой не	1	2
224	уже как	1	2
225	отличие от	5	2
226	не просто	1	2
227	определяется не	1	2
228	однако в	4	2
229	в своем	1	2
230	им в	2	2
231	хотя и	4	2
232	и как	3	2
233	я к	2	2
234	в этот	1	2
235	бы и	3	2
236	другого как	1	2
237	еще один	2	2
238	раз в	2	2
239	как он	1	2
240	так сказать	1	2
241	вообще не	1	2
242	при этом	15	2
243	а просто	1	2
244	собой не	1	2
