N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	14	44
2	в том	12	36
3	что в	6	30
4	и т	11	30
5	том что	16	29
6	т д	3	21
7	в этом	11	21
8	вовсе не	1	19
9	то что	8	18
10	не только	12	18
11	а в	7	17
12	о том	12	17
13	было бы	6	17
14	и не	2	16
15	а не	12	16
16	т е	4	15
17	может быть	5	15
18	в данном	1	14
19	пушкина и	1	13
20	как в	8	13
21	можно было	5	13
22	в тексте	3	12
23	не в	7	12
24	в первой	6	12
25	точки зрения	5	11
26	того чтобы	3	11
27	в этой	8	11
28	самом деле	5	11
29	но и	5	10
30	ясно что	2	10
31	только в	5	10
32	но в	5	10
33	что он	9	10
34	как и	9	9
35	т п	8	9
36	того что	4	9
37	в его	8	9
38	в отношении	1	9
39	во второй	5	9
40	если бы	3	9
41	в то	8	9
42	также и	1	9
43	с другой	1	9
44	так и	13	9
45	но также	1	9
46	все же	3	8
47	не может	7	8
48	во всех	1	8
49	например в	2	8
50	с точки	3	8
51	и его	5	8
52	это не	7	8
53	но ведь	1	8
54	из них	4	8
55	что они	1	7
56	этом отношении	3	7
57	прежде всего	11	7
58	сих пор	2	7
59	до сих	2	7
60	для нас	1	7
61	в самом	4	7
62	сказать что	1	7
63	и об	2	7
64	я не	1	7
65	во всяком	1	6
66	данном случае	1	6
67	хотя бы	1	6
68	так что	2	6
69	в своей	10	6
70	для него	10	6
71	потому что	5	6
72	именно в	7	6
73	что же	2	6
74	на самом	2	6
75	из этих	1	6
76	дело в	1	6
77	всяком случае	1	6
78	со стороны	3	6
79	но это	1	6
80	все эти	3	5
81	жизни и	5	5
82	в целом	2	5
83	xix в	4	5
84	не менее	5	5
85	в нем	3	5
86	в которых	1	5
87	там где	1	5
88	вплоть до	1	5
89	никогда не	6	5
90	и даже	3	5
91	тем что	3	5
92	в слове	1	5
93	той же	2	5
94	то же	9	5
95	могут быть	1	5
96	такой же	3	5
97	текста в	1	5
98	все это	2	5
99	и то	1	5
100	так как	1	5
101	что мы	1	5
102	того времени	1	5
103	и по	3	5
104	столь же	4	4
105	является не	1	4
106	в которой	1	4
107	в частности	5	4
108	же время	8	4
109	вопрос о	2	4
110	даже не	1	4
111	не было	4	4
112	во времена	1	4
113	на то	4	4
114	как раз	4	4
115	что у	3	4
116	это в	3	4
117	как это	1	4
118	того или	2	4
119	но все	1	4
120	в ее	3	4
121	за что	1	4
122	том как	3	4
123	на вопрос	2	4
124	не имеет	2	4
125	в качестве	9	4
126	это и	1	4
127	и что	2	4
128	же и	1	4
129	тем более	1	4
130	или иного	2	4
131	речь идет	3	4
132	что она	4	4
133	как будто	4	4
134	как бы	7	4
135	во втором	1	4
136	но с	2	3
137	еще не	7	3
138	в другом	2	3
139	же это	1	3
140	видно что	2	3
141	говорит о	1	3
142	в двух	1	3
143	и тем	1	3
144	и для	3	3
145	для себя	3	3
146	что не	2	3
147	из двух	1	3
148	в какой	1	3
149	и так	2	3
150	даже в	3	3
151	в конце	4	3
152	и без	1	3
153	и за	1	3
154	эпохи и	1	3
155	ответ на	1	3
156	ничего общего	1	3
157	и с	4	3
158	то в	4	3
159	и я	1	3
160	с одной	1	3
161	это очень	1	3
162	но не	3	3
163	и только	1	3
164	ни в	5	3
165	и вполне	1	3
166	с этой	2	3
167	что касается	1	3
168	культуры в	1	3
169	в начале	2	3
170	в таком	3	3
171	по отношению	8	3
172	о которой	1	3
173	между тем	8	3
174	общего с	1	3
175	лишь в	3	3
176	в г	1	3
177	в чем	1	3
178	своего рода	7	3
179	не все	1	3
180	с этим	3	3
181	во многих	1	3
182	да и	2	3
183	в результате	2	3
184	к сожалению	1	3
185	а с	2	3
186	что для	1	3
187	об этом	5	3
188	в основе	1	3
189	по мнению	5	3
190	внимание на	2	3
191	точку зрения	1	3
192	будто бы	3	3
193	же как	2	3
194	тому что	4	3
195	его жизни	2	3
196	ни с	1	3
197	не являются	1	3
198	как к	3	3
199	же касается	2	3
200	отношению к	8	3
201	ведь и	1	3
202	этих двух	1	3
203	в ней	4	3
204	а во	1	3
205	что оно	1	3
206	за то	1	3
207	письма и	1	3
208	с пушкина	1	2
209	может не	1	2
210	не могла	1	2
211	как правило	6	2
212	не знает	2	2
213	первую очередь	2	2
214	места в	1	2
215	есть в	1	2
216	наших глазах	1	2
217	в свое	1	2
218	говорить о	3	2
219	его же	1	2
220	но он	3	2
221	о котором	2	2
222	от этого	1	2
223	в первую	2	2
224	не была	2	2
225	на свой	1	2
226	еще и	1	2
227	и все	4	2
228	в равной	3	2
229	а то	2	2
230	к числу	1	2
231	в сторону	1	2
232	в себе	11	2
233	к концу	1	2
234	как можно	1	2
235	этой работы	1	2
236	свое время	1	2
237	каждого из	2	2
238	при этом	12	2
239	что эта	1	2
240	мы не	2	2
241	бы не	1	2
242	равной мере	2	2
243	нисколько не	1	2
244	всё в	1	2
245	если в	2	2
246	зрения в	1	2
247	по его	1	2
248	одно из	1	2
249	его в	3	2
250	г как	1	2
251	совсем не	1	2
252	по своей	4	2
253	мнению в	1	2
254	говорит об	1	2
255	иных случаях	1	2
256	по истории	1	2
257	конце первой	1	2
258	нет это	1	2
259	тем самым	1	2
260	превращается в	3	2
261	отношение к	1	2
262	раз в	2	2
263	что ни	1	2
264	них это	2	2
265	на который	1	2
266	в иных	1	2
267	в этих	5	2
268	имеет ничего	1	2
269	что этот	1	2
270	на него	2	2
271	а как	1	2
272	идет о	3	2
273	следовало бы	1	2
274	что при	3	2
275	что на	2	2
276	только у	1	2
277	в сущности	1	2
278	можно назвать	1	2
279	но на	1	2
280	и потому	2	2
281	такого рода	3	2
282	ничего не	8	2
283	при таком	1	2
284	в первом	1	2
285	том смысле	1	2
286	тем не	4	2
287	перед собой	2	2
288	могло бы	1	2
289	который не	1	2
290	между прочим	1	2
291	однако и	3	2
292	одной стороны	1	2
293	всех этих	1	2
294	у него	9	2
295	чем у	1	2
296	это прежде	2	2
297	в москве	1	2
298	причем все	1	2
299	она не	4	2
300	он не	4	2
301	о них	1	2
302	в данной	2	2
303	их в	1	2
304	все в	1	2
305	несмотря на	4	2
306	в своих	3	2
307	всякий раз	1	2
308	в такой	2	2
309	а также	3	2
310	и у	1	2
311	вообще не	1	2
312	он должен	1	2
313	хотя в	1	2
314	и уже	1	2
315	так или	2	2
316	что все	1	2
317	и это	4	2
318	уже в	1	2
319	несомненным что	1	2
320	или иначе	2	2
321	но именно	1	2
322	ни на	1	2
323	как о	1	2
324	литературы и	1	2
325	также в	2	2
326	в литературном	2	2
327	и более	1	2
328	молодой человек	1	2
329	но для	1	2
330	в своем	4	2
331	произведения не	2	1
332	не означает	2	1
333	и из	1	1
334	в свои	1	1
335	что ей	1	1
336	ему не	2	1
337	и там	1	1
338	нас более	1	1
339	каждый из	1	1
340	литературы в	1	1
341	и этот	1	1
342	оказывается не	1	1
343	личность это	1	1
344	лишь то	1	1
345	отсюда и	2	1
346	не хотелось	1	1
347	когда мы	1	1
348	как мы	3	1
349	детали в	1	1
350	б м	2	1
351	бы быть	1	1
352	этих строк	1	1
353	традиции не	1	1
354	всего его	1	1
355	бы в	1	1
356	чтобы в	1	1
357	их с	1	1
358	и вот	1	1
359	со мною	2	1
360	что их	1	1
361	входит в	1	1
362	художественных произведений	1	1
363	конце концов	1	1
364	утверждает в	1	1
365	в текстах	1	1
366	место в	1	1
367	исходит из	1	1
368	бы на	2	1
369	в плане	1	1
370	в каждый	1	1
371	на том	2	1
372	следующими словами	1	1
373	иным как	1	1
374	на человека	1	1
375	до уровня	1	1
376	из нас	3	1
377	все с	1	1
378	является для	1	1
379	заглянуть в	1	1
380	не должно	1	1
381	тех же	1	1
382	можно считать	1	1
383	с личной	1	1
384	все обстоит	1	1
385	в настоящем	1	1
386	и какой	1	1
387	как по	2	1
388	это время	1	1
389	и другой	1	1
390	пор еще	1	1
391	на тему	1	1
392	для них	1	1
393	но при	1	1
394	читателя в	6	1
395	с но	1	1
396	его не	1	1
397	обращается к	1	1
398	но еще	2	1
399	том случае	1	1
400	самому и	1	1
401	м эйхенбаум	1	1
402	при отсутствии	1	1
403	каждого отдельного	2	1
404	в сцене	1	1
405	же мере	2	1
406	в зрелом	1	1
407	что нельзя	1	1
408	видит в	3	1
409	его и	1	1
410	и другие	1	1
411	вполне достаточно	1	1
412	друг от	1	1
413	вот уж	1	1
414	в голову	1	1
415	только теперь	1	1
416	в целях	1	1
417	в руках	1	1
418	а только	4	1
419	по себе	2	1
420	с такими	2	1
421	там же	2	1
422	так в	2	1
423	в другой	1	1
424	тот же	1	1
425	от друга	1	1
426	рассуждения в	1	1
427	о чем-то	1	1
428	и наоборот	1	1
429	xx века	1	1
430	казалось бы	7	1
431	с тем	1	1
432	в одном	1	1
433	общего контекста	1	1
434	результате которой	1	1
435	времени как	1	1
436	иначе говоря	2	1
437	и другое	2	1
438	присутствует в	1	1
439	он говорил	2	1
