N	2gram	Bakhtin_Pr_2	KulturaY
1	в том	8	30
2	и в	45	24
3	потому что	8	23
4	том что	7	21
5	что в	6	17
6	того чтобы	1	17
7	для того	1	16
8	было бы	4	15
9	и пр	2	15
10	в этом	20	14
11	точки зрения	19	14
12	может быть	18	13
13	все же	4	12
14	таким образом	11	12
15	и не	42	12
16	в его	22	12
17	не в	8	11
18	только в	9	11
19	хотя бы	5	10
20	в самом	13	10
21	не только	16	10
22	у нас	2	10
23	вовсе не	7	10
24	самом деле	4	9
25	с точки	9	9
26	так как	5	9
27	если бы	2	9
28	о том	3	9
29	того что	3	9
30	отношению к	8	9
31	прежде всего	11	9
32	то что	5	9
33	а только	2	8
34	по отношению	8	8
35	уже не	6	8
36	то же	5	8
37	о языке	1	8
38	тем что	2	8
39	как раз	6	8
40	а не	10	8
41	не может	24	7
42	это не	3	7
43	в них	4	7
44	не менее	2	7
45	связи с	1	7
46	в области	2	7
47	так и	3	7
48	бы в	5	7
49	с другой	1	7
50	с помощью	1	7
51	как бы	15	7
52	вместе с	1	7
53	мере в	1	6
54	мы имеем	2	6
55	на себе	1	6
56	зависимости от	3	6
57	в ней	7	6
58	в которой	2	6
59	все эти	4	6
60	при этом	2	6
61	в которых	1	6
62	тогда когда	1	6
63	можно было	2	6
64	что он	7	6
65	в какой	1	6
66	но и	15	6
67	именно в	3	6
68	что же	4	6
69	все это	5	6
70	другой стороны	1	6
71	например в	2	5
72	в зависимости	3	5
73	еще не	9	5
74	xix века	1	5
75	но не	6	5
76	и с	7	5
77	но уже	2	5
78	рядом с	3	5
79	так сказать	7	5
80	по крайней	2	5
81	и его	8	5
82	не потому	2	5
83	к тому	1	5
84	в виду	2	5
85	с ним	8	5
86	и что	2	5
87	а потому	2	5
88	крайней мере	2	5
89	что не	5	5
90	в той	3	5
91	той мере	1	5
92	в результате	3	5
93	этом отношении	2	5
94	а в	3	5
95	во всяком	1	5
96	того же	1	4
97	это и	1	4
98	и на	7	4
99	с его	8	4
100	что они	3	4
101	как в	4	4
102	в целом	5	4
103	из этих	1	4
104	на то	2	4
105	в нем	20	4
106	же касается	1	4
107	в данном	1	4
108	из области	1	4
109	тем не	1	4
110	тем самым	2	4
111	в науке	2	4
