N	3gram	Vygotskiy__1	Stilisti
1	в то же	2	9
2	в зависимости от	2	7
3	то же время	2	7
4	для того чтобы	15	7
5	с точки зрения	18	5
6	и то же	2	4
7	прежде всего в	2	4
8	то же самое	3	4
9	ту или иную	1	4
10	одно и то	2	4
11	то что мы	1	4
12	в свою очередь	3	4
13	с самого начала	8	4
14	той или иной	1	4
15	на самом деле	1	3
16	во всех своих	1	3
17	но и в	1	3
18	которые связаны с	1	3
19	заключает в себе	1	3
20	не только в	1	3
21	в конце концов	1	3
22	но для того	1	3
23	и тем самым	3	3
24	но все же	1	3
25	как мы уже	1	3
26	но об этом	1	2
27	само собой разумеется	1	2
28	и той же	2	2
29	мы можем не	1	2
30	тех случаях когда	1	2
31	и в то	1	2
32	вместе с тем	5	2
33	как мы увидим	1	2
34	в этом отношении	4	2
35	же самое время	1	2
36	может показаться что	1	2
37	мы имели в	1	2
38	его внутренней речи	1	2
39	в значительной степени	2	2
40	имели в виду	1	2
41	смысле этого слова	3	2
42	все больше и	1	2
43	и на его	1	2
44	не может быть	5	2
45	в тех случаях	1	2
46	что перед нами	2	2
47	и как бы	1	2
48	внутренней речи и	4	2
49	о том что	6	2
50	мы будем говорить	1	2
51	можно сказать что	4	2
52	с тем и	1	2
53	того что оно	1	2
54	больше и больше	1	2
55	к тому что	3	2
56	одной и той	2	2
57	все то что	1	2
58	мы видели что	1	2
59	в другом месте	6	1
60	до наших дней	1	1
61	всех своих частях	1	1
62	по отношению к	7	1
63	общения таким образом	1	1
64	мы должны были	1	1
65	для всех его	1	1
66	в самом деле	2	1
67	и в отношении	3	1
68	сравнению с его	1	1
69	свое выражение в	1	1
70	должен был бы	1	1
71	в одной и	1	1
72	речи но все	1	1
73	как раз и	1	1
74	и при этом	1	1
75	о которой мы	1	1
76	до сих пор	4	1
77	что для них	1	1
78	и тем что	1	1
79	котором мы говорили	1	1
80	независимо от того	2	1
81	в собственном смысле	5	1
82	в себе и	1	1
83	сам с собой	2	1
84	что же является	1	1
85	только благодаря тому	1	1
86	не иначе как	1	1
87	можно было бы	3	1
88	на этот вопрос	2	1
89	одном и том	1	1
90	связанных между собой	1	1
91	по крайней мере	1	1
92	что было бы	1	1
93	жизни и в	1	1
94	не с помощью	1	1
95	в одном и	1	1
96	является как бы	1	1
97	значений слов в	1	1
98	мы наблюдаем в	1	1
99	в себе две	1	1
100	в качестве примера	1	1
101	ответа на вопрос	1	1
102	и том же	1	1
103	говорит один из	1	1
104	как мы это	1	1
105	и в этом	1	1
106	по сравнению с	5	1
107	тем не менее	1	1
108	как это ни	1	1
109	виду прежде всего	1	1
110	благодаря тому что	2	1
111	не может сказать	2	1
112	который мы наблюдаем	1	1
113	не связанных между	1	1
114	но и его	1	1
115	но вместе с	4	1
116	чтобы убедиться в	2	1
117	мы говорили выше	2	1
118	и от всех	1	1
119	на вопросе о	1	1
120	являются как бы	1	1
121	собственном смысле слова	1	1
122	убедиться в том	2	1
123	о котором мы	1	1
124	в процессе возникновения	1	1
125	между этими двумя	2	1
126	на вопрос о	2	1
127	а с помощью	1	1
128	содержит в себе	1	1
129	первой и второй	1	1
130	не остается ничего	3	1
131	в виду прежде	1	1
132	ключ к пониманию	1	1
133	в самой основе	1	1
134	которую мы называем	1	1
135	мы не можем	1	1
136	таким образом мы	1	1
137	не только ее	1	1
138	само по себе	1	1
139	по всей своей	1	1
140	всего того что	1	1
141	об этом мы	1	1
142	и никогда не	1	1
143	между тем в	1	1
144	хотя бы в	1	1
145	в конечном счете	1	1
146	не только не	1	1
147	и не может	1	1
148	ни в какой	2	1
149	и тем более	1	1
150	речи но и	1	1
151	только тогда когда	2	1
152	с другой стороны	9	1
153	от внешнего мира	1	1
154	выходящее за пределы	1	1
155	мы уже знаем	1	1
156	в том что	15	1
157	как и в	1	1
158	в жизни и	1	1
159	при этом она	1	1
160	ничем не связанных	1	1
161	языка и поэтому	1	1
162	тот факт что	1	1
