1	и в	1	26
2	в этом	2	15
3	не только	1	10
4	но и	1	9
5	в отношении	1	6
6	никогда не	1	5
7	а не	2	5
8	отношение к	1	5
9	учение о	1	4
10	должен был	1	4
11	он не	4	4
12	для него	2	3
13	если бы	1	3
14	оказывается что	1	3
15	уже с	1	3
16	в самой	3	2
17	до самого	1	1
18	различие между	2	1
19	не есть	1	1
20	не совпадает	1	1
21	есть не	1	1
22	в самую	1	1
23	в космосе	1	1
24	любви к	1	1
25	человека и	1	1
26	и всякий	1	1
27	что она	1	1
28	в уста	1	1
29	и путь	1	1
30	в душе	1	1
31	должно быть	1	1
32	в высшее	1	1
33	его в	1	1
34	как и	1	1
35	всякий кто	1	1
36	него в	1	1
37	он сам	1	1
38	это для	1	1
39	в сферу	1	1
40	он должен	1	1
41	с богом	1	1
42	это не	1	1
43	у него	1	1
