N	2gram	Propp_Isto_1	Vladivir
1	и в	28	31
2	в году	1	30
3	не только	12	24
4	но и	10	19
5	то что	9	18
6	и не	9	17
7	и даже	4	15
8	у него	1	15
9	в этом	8	14
10	том что	7	14
11	и с	4	14
12	он был	1	14
13	что в	12	14
14	там же	2	13
15	но в	8	12
16	в его	5	12
17	что он	10	12
18	о том	9	11
19	в том	9	11
20	потому что	4	11
21	и то	1	10
22	также и	3	10
23	он не	2	10
24	так что	4	10
25	как мы	3	9
26	никогда не	14	9
27	в конце	1	9
28	только в	11	9
29	а в	7	9
30	и по	3	8
31	в то	3	8
32	в дальнейшем	5	8
33	так как	6	8
34	в доме	2	7
35	тут же	1	7
36	мы сейчас	2	7
37	кроме того	1	7
38	мы уже	1	7
39	как это	3	7
40	и его	3	7
41	для него	2	7
42	об этом	4	7
43	о нем	2	7
44	как раз	2	7
45	еще и	2	7
46	сказать что	5	7
47	то же	12	6
48	и был	1	6
49	то он	2	6
50	и к	1	6
51	это было	2	6
52	в котором	3	6
53	у нас	1	6
54	так и	9	6
55	и что	10	6
56	в качестве	5	6
57	может быть	25	6
58	на этот	2	6
59	и потому	2	6
60	не может	15	6
61	к этому	2	6
62	но как	1	5
63	когда он	6	5
64	на то	4	5
65	и если	2	5
66	которой он	1	5
67	не в	9	5
68	что и	6	5
69	вовсе не	2	5
70	но он	1	5
71	не было	1	5
72	а с	2	5
73	что же	3	5
74	все это	4	5
75	видно что	6	5
76	и от	2	5
77	а также	1	5
78	с ним	2	5
79	из его	1	4
80	я не	3	4
81	совсем не	1	4
82	в этой	6	4
83	в истории	1	4
84	в своем	5	4
85	хотя и	1	4
86	и как	2	4
87	в этот	1	4
88	в которой	1	4
89	в нашем	1	4
90	в себе	2	4
91	как он	2	4
92	в нем	2	4
93	главным образом	1	4
94	что у	1	4
95	же касается	1	4
96	этом смысле	1	4
97	как и	4	4
98	несмотря на	1	4
99	ни с	1	4
100	еще в	2	4
101	в своей	1	4
102	не раз	1	4
103	дело в	3	4
104	можно судить	1	4
105	к ней	1	4
106	во всем	3	4
107	да и	1	4
108	никак не	1	4
109	по своей	2	4
110	один из	4	4
111	себя в	2	4
112	и у	1	4
113	в особенности	2	4
114	что для	1	4
115	и все	1	4
116	такого рода	1	4
117	для нас	13	4
118	увидим ниже	2	3
119	он как	1	3
120	но она	1	3
121	на себя	1	3
122	и он	3	3
123	это время	2	3
124	и на	4	3
125	то мы	4	3
126	но не	5	3
127	что они	5	3
128	отнюдь не	1	3
129	как в	2	3
130	все же	10	3
131	более или	5	3
132	со своей	1	3
133	в целом	2	3
134	он в	2	3
135	все эти	4	3
136	о которой	1	3
137	едва ли	1	3
138	и вот	2	3
139	это конечно	3	3
140	здесь мы	7	3
141	из своего	1	3
142	со своими	1	3
143	мы хотели	1	3
144	не мог	1	3
145	или менее	5	3
146	во время	3	3
147	но это	4	3
148	что этот	2	3
149	раз и	3	3
150	в отношении	1	3
151	и притом	1	3
152	на него	4	3
153	ничего не	2	3
154	таким образом	8	3
155	к тому	6	3
156	в жизни	1	3
157	здесь не	4	3
158	и здесь	7	3
159	тот же	2	3
160	мы увидим	10	3
161	и так	1	3
162	уже не	3	3
163	только на	1	3
164	в виде	2	3
165	с этими	1	3
166	но что	1	3
167	с другой	6	3
168	него не	1	3
169	в связи	4	3
170	вместе с	6	3
171	к своему	2	3
172	в начале	3	3
173	на одной	1	3
174	это можно	1	3
175	собственно говоря	1	3
176	хотели бы	1	3
177	другой стороны	5	3
178	об этих	1	3
179	и т	25	2
180	одним из	2	2
181	тех же	1	2
182	к своей	1	2
183	это и	1	2
184	по его	2	2
185	в полной	1	2
186	хотя бы	4	2
187	но даже	1	2
188	ему в	3	2
189	еще не	7	2
190	мы читаем	1	2
191	знаем что	1	2
192	мы будем	5	2
193	к жизни	1	2
194	ответ на	2	2
195	один и	2	2
196	и я	1	2
197	некоторое время	2	2
198	своих детей	1	2
199	конечно не	2	2
200	из этих	1	2
201	и тот	2	2
202	но его	1	2
203	тому же	1	2
204	всей его	1	2
205	что она	5	2
206	при этом	3	2
207	в тот	1	2
208	т д	22	2
209	и еще	1	2
210	на этом	3	2
211	так например	6	2
212	форме не	1	2
213	от нее	1	2
214	а по	2	2
215	на ту	1	2
216	было бы	7	2
217	известно что	1	2
218	кажется что	1	2
219	в них	1	2
220	за это	1	2
221	на основании	1	2
222	с тем	4	2
223	когда ей	1	2
224	на первый	2	2
225	и сейчас	1	2
226	что такое	2	2
227	это делает	1	2
228	почти не	3	2
229	выше мы	3	2
230	не будем	5	2
231	тем не	6	2
232	на всю	1	2
233	даже в	4	2
234	не менее	6	2
235	дело не	5	2
236	не по	2	2
237	того чтобы	1	2
238	именно с	1	2
239	очень мало	2	2
240	к концу	1	2
241	в каком	1	2
242	у меня	3	2
243	со стороны	2	2
244	указывает на	2	2
245	для того	1	2
246	на это	2	2
247	где он	1	2
248	то время	3	2
249	это мы	1	2
250	связи со	1	2
251	ясно что	2	2
252	нас нет	1	2
253	образом в	1	2
254	но мы	2	2
255	с того	3	2
256	в которую	3	2
257	которой мы	1	2
258	этот момент	2	2
259	у одного	1	2
260	а именно	4	2
261	и мы	2	2
262	того что	4	2
263	всякого рода	2	2
264	этот факт	1	2
265	по этому	2	2
266	том чтобы	2	2
267	одной из	2	2
268	он очень	1	2
269	то и	2	2
270	не из	1	2
271	из них	3	2
272	мы знаем	4	2
273	никуда не	1	2
274	тем что	3	2
275	в очень	2	2
276	даже не	2	2
277	же о	1	2
278	и затем	1	2
279	именно так	2	2
280	было ему	1	2
281	что мы	7	2
282	еще на	1	2
283	он будет	1	2
284	в тех	2	2
285	по существу	5	2
286	в это	1	2
287	нисколько не	2	2
288	пока еще	1	2
289	смерти а	1	2
290	и для	4	2
291	сейчас увидим	1	2
292	в результате	1	2
293	мы должны	13	2
294	совершенно не	1	2
295	из этого	2	2
296	к этой	1	2
297	и это	1	2
298	в частности	2	2
299	во всяком	1	2
300	которых не	1	1
301	на самом	1	1
302	он ответил	1	1
303	и меня	1	1
304	и есть	1	1
305	больше ничего	1	1
306	то в	1	1
307	можно говорить	1	1
308	ведь и	1	1
309	и больше	1	1
310	отношения к	2	1
311	в их	3	1
312	в и	1	1
313	есть не	1	1
314	часто бывает	1	1
315	что если	2	1
316	сторона дела	1	1
317	что уже	1	1
318	большую роль	2	1
319	ответить на	1	1
320	есть нечто	1	1
321	время как	3	1
322	не вполне	2	1
323	в некотором	2	1
324	себе такие	1	1
325	мы здесь	3	1
326	ехать в	1	1
327	в ней	7	1
328	магии и	1	1
329	на них	2	1
330	иное как	1	1
331	столь же	2	1
332	бы то	2	1
333	во всех	2	1
334	поскольку они	1	1
335	природы и	1	1
336	мало и	1	1
337	и всего	1	1
338	итак мы	1	1
339	видели что	3	1
340	с какими	1	1
341	значение и	2	1
342	по отношению	3	1
343	на вопрос	2	1
344	относится к	2	1
345	ему не	1	1
346	к какой	1	1
347	материалом для	1	1
348	что во	1	1
349	дает нам	1	1
350	пути в	2	1
351	перешел и	2	1
352	что как	1	1
353	ней в	1	1
354	приходится делать	1	1
355	этом же	1	1
356	как уже	2	1
357	академии наук	1	1
358	велик что	1	1
359	себе не	1	1
360	в противоположность	1	1
361	и хотя	1	1
362	поэтому он	2	1
363	с детьми	1	1
364	ни один	6	1
365	и оказалось	1	1
366	представляет собой	4	1
367	тоже не	2	1
368	может считаться	1	1
369	вообще а	1	1
370	всем его	1	1
371	говорят о	1	1
372	так сказать	1	1
373	в свет	1	1
374	более позднего	1	1
375	после этого	1	1
376	чтобы установить	1	1
377	и легко	1	1
378	уже видели	1	1
379	в силу	5	1
380	содержит в	1	1
381	все с	1	1
382	именно это	2	1
383	он об	1	1
384	но все	4	1
385	раз из	1	1
386	находилась в	1	1
387	моих товарищей	1	1
388	те же	1	1
389	них не	1	1
390	этого мы	1	1
391	с целью	1	1
392	материалы которые	1	1
393	знает что	1	1
394	это не	7	1
395	на вопросе	1	1
396	с вопросом	1	1
397	и тем	2	1
398	не соответствует	1	1
399	из первых	1	1
400	по всему	1	1
401	который сам	1	1
402	эмпиризма и	1	1
403	но уже	2	1
404	ни одной	2	1
405	мы имеем	13	1
406	тому что	1	1
407	и уже	1	1
408	для чего	1	1
409	об этой	2	1
410	чем в	1	1
411	мы не	10	1
412	этот труд	1	1
413	и тогда	3	1
414	в этих	7	1
415	к тем	1	1
416	он окончил	1	1
417	таким же	1	1
418	пока не	2	1
419	где мы	1	1
420	она в	1	1
421	из анализа	1	1
422	представление о	1	1
423	этого вопроса	3	1
424	бы мы	2	1
425	от его	1	1
426	вопрос о	5	1
