N	2gram	Propp_Isto_5	Otkroven
1	у него	2	22
2	и в	25	19
3	но и	13	13
4	и не	11	13
5	в этом	10	12
6	человека в	3	11
7	не в	6	11
8	не только	13	11
9	может быть	17	11
10	а не	2	11
11	человека и	2	10
12	вопрос о	2	10
13	в нем	7	10
14	и все	3	10
15	прежде всего	6	9
16	не было	1	9
17	никогда не	3	9
18	потому что	7	9
19	и он	6	8
20	в его	12	7
21	он не	4	7
22	в глубине	1	7
23	нет ничего	1	7
24	но он	2	7
25	от него	1	7
26	как и	7	6
27	все это	4	6
28	отношение к	1	5
29	в том	6	5
30	в самом	1	5
31	в этой	3	5
32	для него	1	5
33	нужно искать	1	5
34	него в	1	5
35	а в	3	5
36	то что	7	5
37	он сам	1	4
38	все эти	8	4
39	него и	5	4
40	в легенде	1	4
41	что не	1	4
42	не может	6	4
43	т е	16	4
44	того чтобы	3	4
45	и его	9	4
46	всегда есть	1	4
47	что в	8	4
48	и есть	1	3
49	о том	7	3
50	еще не	8	3
51	к нему	3	3
52	легенде о	1	3
53	было бы	1	3
54	того что	2	3
55	когда он	2	3
56	что он	22	3
57	и ее	1	3
58	в себе	1	3
59	и вот	1	3
60	для того	3	3
61	это было	2	3
62	что человек	1	3
63	это не	6	3
64	в огненную	1	3
65	никто не	3	3
66	могут быть	6	3
67	как бы	2	3
68	с ним	4	3
69	в русской	3	3
70	и от	1	3
71	в этих	6	3
72	хотя бы	1	3
73	в своих	1	3
74	все что	1	3
75	и с	3	2
76	в ее	4	2
77	что у	4	2
78	его не	3	2
79	ни у	1	2
80	и о	1	2
81	по себе	2	2
82	погружается в	1	2
83	их не	1	2
84	быть человек	1	2
85	и на	8	2
86	совсем не	1	2
87	что и	6	2
88	что они	1	2
89	в истории	4	2
90	же можно	4	2
91	как к	1	2
92	в своем	1	2
93	все же	10	2
94	и к	1	2
95	и потому	2	2
96	так человек	1	2
97	и этим	2	2
98	в которой	4	2
99	он в	1	2
100	так что	2	2
101	уже в	2	2
102	что для	1	2
103	одно из	1	2
104	ведь это	1	2
105	которую он	1	2
106	так как	11	2
107	тем что	10	2
108	в других	2	2
109	этом он	1	2
110	и из	3	2
111	его в	9	2
112	сказать что	2	2
113	с тем	8	2
114	том что	8	2
115	что есть	1	2
116	к этому	2	2
117	и там	1	2
118	с которой	1	2
119	не имеет	1	2
120	и для	2	2
121	ничего не	2	2
122	всего и	1	2
123	к ней	1	2
124	в глубину	1	2
125	в своей	2	2
126	что все	4	2
127	к этой	1	2
128	ее в	2	2
129	все еще	4	2
130	но в	1	2
131	и это	4	1
132	также и	1	1
133	например в	5	1
134	с образом	1	1
135	и действительно	5	1
136	не отрицает	1	1
137	дело что	1	1
138	в виду	1	1
139	сам по	1	1
140	на нем	1	1
141	на самом	1	1
142	с каким	1	1
143	но тем	1	1
144	тем же	1	1
145	между двумя	1	1
146	когда человек	2	1
147	говорится что	3	1
148	рассудка и	1	1
149	не имеют	1	1
150	должна быть	1	1
151	ключа к	1	1
152	есть не	1	1
153	он знает	1	1
154	мы не	5	1
155	том как	2	1
156	ту же	2	1
157	связан с	2	1
158	человек по	1	1
159	если бы	2	1
