N	2gram	Voloshinov_1	Problemy
1	и в	15	43
2	и не	16	29
3	может быть	13	23
4	как бы	11	22
5	не может	13	18
6	как и	6	14
7	но и	4	14
8	и т	1	13
9	в этом	13	13
10	точки зрения	13	13
11	что он	8	13
12	в нем	4	12
13	в одном	3	12
14	слова в	1	12
15	слова и	2	12
16	не только	5	11
17	не в	4	11
18	по себе	2	11
19	и на	3	10
20	но в	9	10
21	как мы	10	10
22	в его	9	10
23	прежде всего	11	10
24	еще не	7	9
25	он не	4	9
26	никогда не	7	9
27	в большинстве	4	9
28	то же	7	8
29	для него	5	8
30	с точки	10	8
31	и его	15	8
32	большинстве случаев	5	8
33	или в	1	8
34	слово в	1	8
35	ведь и	2	7
36	перед нами	1	7
37	в самом	6	7
38	к себе	3	7
39	в то	6	7
40	в другом	1	7
41	в него	2	7
42	до сих	3	7
43	а не	2	7
44	о себе	2	7
45	что же	4	7
46	сих пор	3	7
47	то что	10	7
48	и наконец	10	6
49	так сказать	3	6
50	при этом	7	6
51	не как	1	6
52	в этих	2	6
53	приводит к	2	6
54	о нем	1	6
55	в том	4	6
56	в котором	1	6
57	у него	3	6
58	и все	4	6
59	сам по	2	5
60	самом деле	7	5
61	нам кажется	1	5
62	но не	5	5
63	по отношению	11	5
64	хотя и	1	5
65	в себе	4	5
66	все эти	9	5
67	на то	1	5
68	таким образом	21	5
69	и с	7	5
70	было бы	6	5
71	рядом с	2	5
72	о том	1	5
73	и что	3	5
74	же время	5	5
75	к нему	7	5
76	слов и	1	5
77	мы увидим	4	5
78	вовсе не	2	5
79	все это	5	5
80	бы в	2	5
81	а в	6	5
82	отношению к	9	5
83	и до	3	4
84	а как	1	4
85	мы не	4	4
86	я не	3	4
87	с его	8	4
88	во всех	8	4
89	себе и	1	4
90	отличие от	1	4
91	вот как	1	4
92	в своем	2	4
93	т д	1	4
94	если же	1	4
95	человека в	3	4
96	может стать	3	4
97	далеко не	4	4
98	между собою	1	4
99	должно быть	2	4
100	во время	5	4
101	в своей	9	4
102	в отличие	1	4
103	их в	2	4
104	как его	2	4
105	или как	3	4
106	к тому	4	4
107	и это	1	4
108	с собой	1	4
109	из одного	1	4
110	этот вопрос	1	4
111	только в	6	4
112	так как	9	4
113	как раз	2	4
114	с другой	1	4
115	на этот	1	4
116	до конца	5	4
117	более того	2	4
118	не на	1	4
119	то есть	1	4
120	не могут	3	4
121	другого человека	1	4
122	и нет	1	4
123	но это	2	4
124	между ними	2	4
125	речи и	1	4
126	совершенно не	2	4
127	себе самому	1	4
128	что в	6	4
129	но эти	2	4
130	также и	1	3
131	связи между	1	3
132	должна быть	1	3
133	мы уже	5	3
134	той же	2	3
135	и со	2	3
136	в виду	1	3
137	он был	3	3
138	он сам	4	3
139	мы будем	1	3
140	за пределы	2	3
141	в одной	2	3
142	когда он	1	3
143	и к	7	3
144	только на	2	3
145	это не	2	3
146	в жизни	5	3
147	кажется что	1	3
148	переходим к	1	3
149	образом и	1	3
150	зрения и	1	3
151	даже в	1	3
152	этих трех	1	3
153	в отношении	2	3
154	она не	2	3
155	на два	1	3
156	на него	4	3
157	себе самом	3	3
158	того и	1	3
159	ничего не	2	3
160	своего прямого	1	3
161	могут быть	6	3
162	не менее	3	3
163	но при	1	3
164	и этим	3	3
165	в себя	5	3
166	так и	10	3
167	со всею	3	3
168	если бы	3	3
169	и даже	2	3
170	с ним	12	3
171	и здесь	1	3
172	в различных	2	3
173	между тем	2	3
174	что и	2	3
175	и только	4	3
176	наконец в	1	3
177	здесь в	1	3
178	и следовательно	1	3
179	его в	8	3
180	тот же	5	3
181	он теперь	1	3
182	и ее	3	3
183	теперь в	1	3
184	со всеми	3	3
185	себя в	2	3
186	уже не	5	3
187	тем что	1	3
188	этот второй	1	3
189	не укладывается	1	3
190	или иной	1	3
