N	4gram	Trubetskoy_1	Psycholo
1	заключается в том что	2	4
2	в то время как	1	2
3	одно и то же	1	2
4	образом мы видим что	1	2
5	о которых мы говорили	3	2
6	до сих пор не	2	1
7	мы уже говорили что	1	1
8	в том что оно	1	1
9	вступить в противоречие с	1	1
10	то для того чтобы	1	1
11	в целом ряде случаев	1	1
12	в том что они	1	1
13	есть не более как	1	1
14	только в том случае	1	1
15	что до сих пор	1	1
16	в самом деле если	1	1
17	с этой точки зрения	1	1
18	не в том что	1	1
19	а на самом деле	1	1
20	одной и той же	1	1
21	состоит в том что	1	1
22	таким образом мы видим	1	1
23	которых мы говорили выше	3	1
24	как и все прочие	1	1
25	в том что как	1	1
26	в том случае если	4	1
27	указание на то что	1	1
