N	2gram	Nazirov_Vr_1	KulturaY
1	потому что	1	25
2	и в	8	23
3	т е	3	22
4	не только	9	20
5	в том	3	19
6	в этом	8	18
7	и не	5	16
8	было бы	1	15
9	может быть	4	15
10	точки зрения	2	14
11	в самом	1	12
12	но в	6	11
13	том что	3	11
14	что в	7	10
15	то что	7	9
16	не может	2	9
17	с точки	2	8
18	иными словами	1	8
19	и что	8	8
20	в качестве	1	8
21	уже не	2	8
22	прежде всего	1	8
23	с другой	1	8
24	что это	1	7
25	все же	6	7
26	в силу	1	7
27	и с	6	7
28	не менее	2	7
29	но и	7	7
30	с помощью	1	7
31	другой стороны	1	7
32	то же	5	6
33	но не	1	6
34	в этой	2	6
35	да и	1	6
36	это не	4	6
37	тем не	1	6
38	по крайней	1	6
39	между тем	5	6
40	крайней мере	1	6
41	и то	2	5
42	также и	1	5
43	я не	3	5
44	еще не	2	5
45	целый ряд	4	5
46	об этом	5	5
47	несмотря на	4	5
48	ясно что	1	5
49	в его	3	5
50	один из	1	5
51	что он	4	5
52	всяком случае	1	5
53	вместе с	2	5
54	что же	1	5
55	все это	4	5
56	этом смысле	1	5
57	таким образом	2	5
58	во всяком	1	5
59	вряд ли	1	4
60	говорить о	1	4
61	что я	2	4
62	отнюдь не	2	4
63	хотя и	1	4
64	на то	3	4
65	в нем	6	4
66	так и	1	4
67	своего рода	1	4
68	в то	5	4
69	не имеет	1	4
70	ничего не	1	4
71	и о	3	4
72	от того	1	4
73	могут быть	1	4
74	это слово	1	4
75	для нас	4	4
76	в нашей	2	4
77	мы знаем	2	4
78	в конце	3	4
79	в них	2	4
80	в особенности	1	4
81	в каком	1	4
82	не было	5	4
83	в связи	3	4
84	как бы	4	4
85	к этому	3	4
86	так же	4	4
87	того же	1	3
88	это и	1	3
89	что слово	1	3
90	не все	1	3
91	как в	1	3
92	с этим	1	3
93	так в	2	3
94	выражение в	1	3
95	он не	3	3
96	всех этих	1	3
97	этого не	1	3
98	учиться у	1	3
99	в процессе	1	3
100	же время	5	3
101	п в	2	3
102	и его	3	3
103	связи с	3	3
104	отличается от	1	3
105	в виду	4	3
106	в ней	4	3
107	а в	2	3
108	на это	2	3
109	а также	2	3
110	вопросу о	1	3
111	в форме	1	3
112	конце концов	1	3
113	того что	1	3
114	уже в	4	3
115	же в	2	3
116	до конца	1	3
117	у него	5	3
118	как раз	2	3
119	тем что	3	3
120	именно в	1	3
121	в соответствии	1	3
122	из которых	1	3
123	но для	1	3
124	к вопросу	1	3
125	этом отношении	1	3
126	но это	2	3
127	к этой	1	3
128	и это	2	3
129	точно так	1	3
130	широкое распространение	1	2
131	также что	1	2
132	речь идет	3	2
133	отношения к	2	2
134	же как	2	2
135	и есть	1	2
136	не хочет	1	2
137	можно говорить	1	2
138	по преимуществу	1	2
139	свое место	1	2
140	в году	18	2
141	той же	1	2
142	печати и	2	2
143	но вот	1	2
144	а следовательно	1	2
145	что за	1	2
146	ответ на	2	2
147	не просто	1	2
148	что они	1	2
149	дает нам	1	2
150	в своем	3	2
151	и у	3	2
152	при этом	4	2
153	указания на	1	2
154	это конечно	1	2
155	в одну	2	2
156	заключается в	1	2
157	только о	1	2
158	рядом с	2	2
159	достоевского и	7	2
160	все равно	1	2
161	соответствии с	1	2
162	как и	6	2
163	не всегда	1	2
164	в своей	2	2
165	в их	1	2
166	тем самым	1	2
167	что эта	1	2
168	это дает	1	2
169	того как	1	2
170	следовательно и	1	2
171	и далее	2	2
172	свою очередь	1	2
173	роль в	1	2
174	что у	3	2
175	что для	1	2
176	именно этот	1	2
177	и вообще	1	2
178	партии и	1	2
179	к нему	1	2
180	в глазах	2	2
181	тех пор	1	2
182	он уже	1	2
183	а это	1	2
184	никогда не	2	2
185	и даже	6	2
186	ли это	1	2
187	на этот	1	2
188	за год	2	2
189	он и	1	2
190	в частности	1	2
191	с первого	1	2
192	п и	1	2
193	в той	2	2
194	ли не	1	2
195	между прочим	1	2
196	и от	1	2
197	о котором	1	2
198	и все	7	2
199	но зато	1	2
200	нам не	1	2
201	в свою	2	2
202	только как	1	2
203	в свое	1	2
204	себе не	1	2
205	в своих	4	2
206	это в	2	2
207	с утверждением	1	1
208	крестьян и	1	1
209	не выдумано	1	1
210	в котором	6	1
211	едва ли	1	1
212	по его	1	1
213	о помощи	1	1
214	совпадает с	1	1
215	выразилось в	1	1
216	один пример	1	1
217	и он	2	1
218	он был	3	1
219	на них	1	1
