N	2gram	Bakhtin_Fr_2	Myshleni
1	и речи	1	38
2	точки зрения	6	26
3	таким образом	7	26
4	в том	3	24
5	и в	49	23
6	том что	4	21
7	в целом	1	20
8	с точки	5	18
9	в этом	15	17
10	того чтобы	2	17
11	то что	6	17
12	не только	17	16
13	так же	2	16
14	того что	1	15
15	для того	1	15
16	как и	11	14
17	может быть	5	14
18	но и	13	14
19	в его	18	14
20	что в	2	14
21	с помощью	1	13
22	в развитии	1	12
23	не может	7	12
24	сказать что	6	11
25	как бы	11	11
26	в отношении	2	10
27	с другой	4	10
28	прежде всего	19	10
29	и с	6	9
30	в качестве	2	9
31	одной стороны	3	9
32	другой стороны	3	9
33	вместе с	2	9
34	и не	15	9
35	не является	1	9
36	то же	7	8
37	мысли к	1	8
38	с самого	1	8
39	и на	17	8
40	с одной	3	8
41	нашего исследования	1	8
42	по отношению	1	7
43	в самом	3	7
44	в этой	10	7
45	в другом	2	7
46	с тем	1	7
47	в то	6	7
48	и ее	1	7
49	так как	6	7
50	что он	3	7
51	отношению к	1	7
52	в сущности	8	6
53	все это	9	6
54	независимо от	1	6
55	в себе	4	6
56	в силу	1	6
57	лишь в	4	6
58	с этой	1	6
59	по сравнению	2	6
60	и его	17	6
61	другом месте	2	6
62	о том	3	6
63	только в	13	6
64	мы можем	2	6
65	тем что	4	6
66	именно в	6	6
67	потому что	1	6
68	собственном смысле	2	5
69	сравнению с	2	5
70	бы в	1	5
71	в собственном	3	5
72	перед нами	1	5
73	и как	1	5
74	но в	4	5
75	на то	2	5
76	он не	1	5
77	и более	4	5
78	а затем	3	5
79	если бы	1	5
80	для этого	1	5
81	как мы	7	5
82	что может	1	5
83	к действительности	1	5
84	связан с	3	5
85	и т.д	2	5
86	можно сказать	2	5
87	так и	6	5
88	что для	3	5
89	и все	3	5
90	мы должны	2	5
91	в какой	1	5
92	в своих	4	5
93	в котором	1	4
94	к известному	1	4
95	которую мы	1	4
96	в чем	1	4
97	с его	5	4
98	но не	5	4
99	как в	1	4
100	все остальные	1	4
101	целый ряд	2	4
102	и к	4	4
103	все эти	7	4
104	при этом	5	4
105	их в	3	4
106	что все	1	4
107	было бы	3	4
108	ни в	3	4
109	со всей	1	4
110	в своей	5	4
111	не в	1	4
112	этом отношении	3	4
113	с другом	1	4
114	к объяснению	1	4
115	к тому	1	4
116	должен быть	1	4
117	для себя	1	4
118	по мере	1	4
119	во всей	1	4
120	в свете	1	4
121	мы видим	1	4
122	в одном	3	4
123	как раз	1	4
124	до сих	4	4
125	одну из	2	4
126	по существу	2	4
127	друг с	1	4
128	сих пор	4	4
129	хотя бы	1	4
130	в свою	1	4
131	к этому	1	4
132	как на	4	4
133	отношения к	4	3
134	человека и	3	3
135	в такой	1	3
136	и то	1	3
137	самом деле	1	3
138	как известно	2	3
139	с таким	1	3
140	я не	1	3
141	мы и	1	3
142	из которых	1	3
143	в их	2	3
144	мечты и	1	3
145	в общем	1	3
146	что они	2	3
147	в одной	1	3
148	в своем	5	3
149	все же	7	3
150	еще на	1	3
151	в которой	1	3
152	он в	1	3
153	из этих	5	3
154	учение о	2	3
155	в первую	2	3
156	том чтобы	1	3
157	на все	3	3
158	всегда и	1	3
159	мы говорили	1	3
160	должны были	1	3
161	образом и	1	3
162	на эти	1	3
163	она не	1	3
164	тогда когда	1	3
165	ничего не	2	3
166	во всем	3	3
167	в области	4	3
168	могут быть	2	3
169	и это	3	3
170	можно было	3	3
171	об этом	1	3
172	одного из	2	3
173	и который	1	3
174	и следовательно	2	3
175	связи с	2	3
176	уже в	5	3
177	и других	3	3
178	всяком случае	2	3
179	мы находим	4	3
180	вовсе не	10	3
181	на этот	1	3
182	во всех	6	3
183	превращается в	3	3
184	а не	1	3
185	все более	1	3
186	ко всем	1	3
187	если не	1	3
188	и от	1	3
189	сознания и	2	3
190	останавливаться на	1	3
191	первую очередь	1	3
192	значение в	4	3
193	во всяком	2	3
194	связана с	3	2
195	он может	1	2
196	тех же	2	2
197	и до	4	2
198	что эти	1	2
199	той же	1	2
200	есть не	1	2
201	бы что	1	2
202	он как	2	2
