N	3gram	Bakhtin_Pr_3	slovoVRo
1	то же время	5	12
2	в то же	5	12
3	в той или	1	9
4	той или иной	1	9
5	с точки зрения	2	8
6	во всех его	1	7
7	в большинстве случаев	4	6
8	они могут быть	1	6
9	и в то	2	5
10	во всяком случае	1	5
11	слова и формы	1	4
12	как мы сказали	1	4
13	с другой стороны	1	4
14	большей или меньшей	3	4
15	но в то	1	4
16	в зависимости от	2	3
17	в большей или	2	3
18	или меньшей степени	2	3
19	почти вовсе не	1	3
20	более или менее	3	3
21	так и в	2	3
22	во всех сферах	1	3
23	а между тем	2	2
24	в широком смысле	1	2
25	и связанных с	1	2
26	этого жанра в	1	2
27	до сих пор	5	2
28	и во всех	3	2
29	и не может	1	2
30	в основе их	1	2
31	может быть только	1	2
32	на его почве	1	2
33	и кроме того	1	2
34	или во всяком	1	2
35	как мы уже	3	2
36	можно было бы	1	2
37	одно без другого	1	2
38	но здесь эта	1	1
39	прямо сказать что	1	1
40	все его формы	1	1
41	художественной прозы в	1	1
42	разных дистанциях от	1	1
43	со всеми его	1	1
44	одной и той	1	1
45	прежде всего в	1	1
46	и той же	1	1
47	как мы видим	1	1
48	это было бы	1	1
49	перед нами здесь	1	1
50	и так сказать	1	1
51	этот рассказ в	1	1
52	и в более	1	1
53	в нем и	1	1
54	роман в письмах	1	1
55	под разными углами	1	1
56	в отличие от	1	1
57	но и в	1	1
58	на самом же	1	1
59	в этом отношении	1	1
60	себе самому и	1	1
61	у стерна и	1	1
62	все эти жанры	1	1
63	по крайней мере	1	1
64	может быть и	2	1
65	в сущности только	2	1
66	то есть его	1	1
67	всех различиях в	1	1
68	за пределы его	1	1
69	то есть свой	1	1
70	и одновременно его	1	1
71	и на протяжении	1	1
72	и все его	1	1
73	им и не	1	1
74	а также и	3	1
75	подходе к ним	1	1
76	и на его	2	1
77	так или иначе	1	1
78	сохраняя при этом	1	1
79	и идеологической жизни	1	1
80	и др все	2	1
81	в разной степени	1	1
82	это не абстрактная	1	1
83	не может быть	1	1
84	диалогическое отношение к	3	1
85	до наших дней	3	1
86	и до наших	2	1
87	здесь перед нами	1	1
88	тем не менее	2	1
89	что они не	1	1
90	о том что	2	1
91	а не его	1	1
92	формы и степени	1	1
93	равно как и	1	1
94	каждого из этих	1	1
95	на протяжении всего	1	1
96	то есть в	2	1
97	с самого начала	3	1
98	и все связанные	1	1
99	на разных дистанциях	1	1
100	все связанные с	1	1
101	и прежде всего	5	1
102	включает в себя	1	1
103	можно сказать что	4	1
104	и вступает в	1	1
105	при всех различиях	1	1
106	мы видим что	1	1
107	тех или иных	1	1
108	не было никакого	1	1
109	самом же деле	1	1
110	в том что	3	1
111	как и в	3	1
112	с большой внешней	2	1
113	здесь в сущности	1	1
114	именно потому что	1	1
