N	2gram	Vinokur_Ku_1	Problema
1	и в	24	30
2	в своей	2	22
3	не только	10	18
4	то что	9	18
5	в этом	14	17
6	том что	21	17
7	и даже	3	14
8	таким образом	12	13
9	но и	6	13
10	потому что	23	13
11	также и	2	12
12	о том	9	12
13	в его	12	12
14	а именно	2	12
15	в том	30	12
16	в н	1	12
17	и не	12	12
18	так что	4	11
19	в своем	3	11
20	в этой	3	10
21	для нас	2	10
22	точки зрения	14	10
23	все же	12	9
24	но в	2	9
25	который в	1	9
26	только в	11	9
27	и все	2	9
28	сказать что	1	9
29	хотя и	3	8
30	с точки	9	8
31	никак не	2	8
32	в конце	1	8
33	вовсе не	10	8
34	но не	5	7
35	как и	2	7
36	не в	11	7
37	никогда не	2	7
38	связи с	7	7
39	у нас	10	7
40	здесь не	3	7
41	в дальнейшем	1	7
42	так и	7	7
43	что он	6	7
44	мы находим	1	7
45	может быть	13	7
46	говорит о	1	7
47	в связи	3	7
48	в результате	5	7
49	вместе с	7	7
50	и на	4	6
51	и как	2	6
52	в нем	4	6
53	его в	1	6
54	несмотря на	3	6
55	и его	5	6
56	можно сказать	3	6
57	и что	5	6
58	что и	4	6
59	уже не	8	6
60	так как	9	6
61	с другой	7	6
62	прежде всего	9	6
63	как бы	7	6
64	и для	2	6
65	а в	5	6
66	другой стороны	6	6
67	и то	3	5
68	для себя	1	5
69	в году	1	5
70	не просто	5	5
71	в которой	6	5
72	тем не	4	5
73	в силу	10	5
74	и с	5	5
75	с тем	5	5
76	нисколько не	3	5
77	но он	1	5
78	что этот	1	5
79	не менее	7	5
80	и притом	1	5
81	того как	4	5
82	что у	1	5
83	упоминает о	1	5
84	и у	1	5
85	и их	1	5
86	мы можем	1	5
87	а не	8	5
88	не может	7	5
89	так же	4	5
90	как раз	8	5
91	будто бы	1	5
92	в самом	10	5
93	что в	17	5
94	того же	4	4
95	едва ли	1	4
96	и он	3	4
97	отнюдь не	1	4
98	в себе	3	4
99	при этом	6	4
100	но все	2	4
101	же не	1	4
102	об этом	1	4
103	а его	1	4
104	было бы	15	4
105	ни в	2	4
106	не мог	2	4
107	не так	1	4
108	по крайней	5	4
