N	2gram	Bakhtin_Pr_2	Myslijsy
1	то есть	4	42
2	и в	43	39
3	в языке	1	33
4	может быть	23	27
5	в том	6	26
6	только в	4	25
7	не может	18	22
8	что в	4	22
9	не только	11	21
10	так как	4	21
11	а не	7	21
12	в нем	12	20
13	но и	14	20
14	и не	29	18
15	том что	2	16
16	так что	5	16
17	в этом	13	15
18	не в	11	15
19	если бы	3	14
20	по отношению	5	13
21	в себе	5	13
22	таким образом	5	13
23	так и	3	13
24	отношению к	5	13
25	было бы	5	12
26	мы не	4	10
27	как в	2	10
28	по себе	11	10
29	и что	5	10
30	то что	7	10
31	что не	2	10
32	в человеке	3	10
33	не есть	2	10
34	речи и	4	10
35	и понимания	1	9
36	но в	10	9
37	как и	14	9
38	мысли в	1	9
39	тогда когда	1	9
40	могут быть	3	9
41	для нас	2	9
42	мысли и	2	9
43	тем что	3	9
44	душевной жизни	1	9
45	но не	5	8
46	в мысли	1	8
47	в слове	5	8
48	точки зрения	13	8
49	в одном	12	8
50	того что	2	8
51	вместе с	1	8
52	с этим	2	7
53	это не	3	7
54	в этих	6	7
55	должны быть	2	7
56	то и	2	7
57	с другой	4	7
58	должно быть	4	7
59	и т	13	6
60	то же	8	6
61	все же	3	6
62	и как	2	6
63	бы не	2	6
64	при этом	6	6
65	и по	1	6
66	от нее	1	6
67	между собою	4	6
68	не менее	3	6
69	того как	2	6
70	тем не	2	6
71	что на	2	6
72	языка в	1	6
73	что и	3	6
74	еще не	9	6
75	по мере	4	6
76	как бы	22	6
77	в первом	2	5
78	то это	2	5
79	во всех	4	5
80	то в	1	5
81	не следует	1	5
82	несмотря на	1	5
83	не имеет	1	5
84	и его	8	5
85	если же	4	5
86	между тем	3	5
87	во втором	1	5
88	в его	10	5
89	вовсе не	5	5
90	друг друга	1	5
91	так же	2	5
92	и потому	1	5
93	но это	4	5
94	и для	3	5
95	а в	5	5
96	другой стороны	3	5
97	в таком	2	5
98	вопрос о	2	4
99	есть нечто	1	4
100	бы ни	2	4
101	увидим что	1	4
102	из этих	2	4
103	т д	4	4
104	в каждом	11	4
105	этом смысле	2	4
106	т п	9	4
107	однако в	1	4
108	в то	7	4
109	а так	1	4
110	никогда не	9	4
111	же время	5	4
112	во всем	3	4
113	не могут	4	4
114	к тому	4	4
115	бы в	5	4
116	говорит он	1	4
117	слов и	5	4
118	в стороне	2	4
119	с нею	1	4
120	для него	8	4
121	само по	1	4
122	не было	1	4
123	и даже	3	4
124	прежде всего	10	4
125	там где	4	4
126	слова и	12	4
127	в смысле	1	4
128	от него	1	4
129	мы видим	1	4
130	в своих	2	4
131	а между	2	3
132	того же	3	3
133	но тем	1	3
134	смотрит на	1	3
135	должна быть	3	3
136	что если	3	3
137	и то	2	3
138	тем как	1	3
139	сама по	4	3
140	что как	1	3
141	в своем	4	3
142	хотя и	5	3
143	в самом	7	3
144	эти отношения	2	3
145	что это	2	3
146	он не	9	3
147	ни были	1	3
148	то ни	1	3
149	что все	1	3
150	в мире	1	3
151	той же	3	3
152	и с	5	3
153	и тем	1	3
154	в жизни	3	3
155	в них	4	3
156	в этой	1	3
157	не мог	1	3
158	и при	2	3
159	в своей	4	3
160	и без	2	3
161	с точки	8	3
162	друг другу	1	3
163	слова мы	2	3
164	она не	3	3
165	на него	3	3
166	не могло	1	3
167	словом но	1	3
168	находятся в	1	3
169	в сознании	1	3
170	мере того	1	3
171	для себя	2	3
172	и это	4	3
173	но при	3	3
174	том как	1	3
175	в словах	4	3
176	из одного	4	3
177	и вообще	1	3
178	с ним	3	3
179	и во	1	3
180	в другой	1	3
181	о предмете	1	3
182	мы увидим	5	3
183	но как	1	3
184	с одной	1	3
185	из которого	1	3
186	если мы	2	3
187	только на	3	3
188	есть уже	1	3
189	или даже	1	3
190	и их	3	3
191	эти явления	1	3
192	были бы	1	3
193	с другим	2	3
194	что для	1	3
195	связи с	1	3
196	все более	1	3
197	но оно	1	3
198	в самой	4	3
199	со словом	1	3
200	одной стороны	1	3
201	к которому	1	3
202	оно и	1	3
203	и от	1	3
204	она может	1	3
205	о котором	1	3
206	и все	6	3
207	по одной	1	3
208	сказать что	2	3
209	по поводу	1	3
210	как на	1	3
211	во всяком	2	3
212	одним из	1	2
213	словом и	2	2
214	чтобы не	2	2
215	связи между	3	2
216	и есть	1	2
217	тем же	2	2
