N	2gram	Tiupa_Narr_1	Literetu
1	и не	20	22
2	тогда как	12	17
3	в мире	9	16
4	и в	19	16
5	х годов	1	15
6	при этом	9	15
7	в этом	17	14
8	не только	32	14
9	но и	23	14
10	в том	18	12
11	может быть	25	12
12	а не	12	12
13	то что	11	12
14	в частности	14	11
15	своего рода	12	10
16	не в	14	10
17	такого рода	7	10
18	то же	4	9
19	так и	9	9
20	в то	3	9
21	того что	1	9
22	в этой	5	8
23	том что	14	8
24	не может	10	8
25	к себе	5	8
26	как бы	4	8
27	тем самым	6	7
28	же время	4	7
29	только в	4	7
30	себя в	5	7
31	в противовес	4	7
32	со стороны	9	7
33	точки зрения	10	7
34	еще не	7	6
35	с его	6	6
36	в себе	8	6
37	состоит в	13	6
38	в другом	1	6
39	по мысли	3	6
40	о том	6	6
41	и его	5	6
42	в его	9	6
43	присутствия в	3	6
44	и т.п	8	6
45	с другой	8	6
46	к тому	7	6
47	в году	1	5
48	в отличие	5	5
49	отличие от	5	5
50	субъекта и	2	5
51	как в	7	5
52	всего лишь	2	5
53	в целом	1	5
54	тому же	5	5
55	то есть	19	5
56	лишь в	1	5
57	это не	2	5
58	соответствии с	1	5
59	как и	7	5
60	в основе	5	5
61	коммуникативного события	12	5
62	этом отношении	3	5
63	в ее	3	5
64	что он	6	5
65	в качестве	21	5
66	именно в	6	5
67	а именно	3	5
68	а в	11	5
69	одним из	2	4
70	но не	5	4
71	по отношению	7	4
72	в рамках	12	4
73	хотя и	3	4
74	входит в	1	4
75	место в	1	4
76	своего другого	1	4
77	однако в	2	4
78	даже в	2	4
79	никогда не	3	4
80	в тексте	16	4
81	данном случае	4	4
82	коммуникативное событие	3	4
83	а также	7	4
84	другого в	1	4
85	с одной	7	4
86	в начале	1	4
87	из них	3	4
88	одно из	2	4
89	как будто	3	4
90	как у	1	4
91	одной стороны	7	4
92	в данном	5	4
93	по существу	2	4
94	и для	2	4
95	жизни в	3	4
96	отношению к	6	4
97	отношения к	2	3
98	например в	2	3
99	не становится	1	3
100	самом деле	2	3
101	едва ли	1	3
102	с ее	3	3
103	но уже	1	3
104	разумеется не	1	3
105	хх веке	1	3
106	отнюдь не	5	3
107	и как	5	3
108	и наконец	1	3
109	и к	1	3
110	но в	6	3
111	то в	6	3
112	на его	1	3
113	зрителя в	1	3
114	в глазах	1	3
115	и тем	4	3
116	в слове	1	3
117	с точки	2	3
118	на свою	1	3
119	произведения в	1	3
120	себе самому	1	3
121	однако если	1	3
122	по своей	3	3
123	потому что	1	3
124	в области	2	3
125	личности в	2	3
126	все еще	1	3
127	говоря словами	2	3
128	не случайно	2	3
129	обратим внимание	1	3
130	прежде всего	4	3
131	между тем	3	3
132	вслед за	4	3
133	все время	1	3
134	совершенно не	2	3
135	уже не	5	3
136	в самом	1	3
137	хх столетия	1	3
138	наконец в	2	3
139	в хх	1	3
140	в соответствии	1	3
141	более того	1	3
142	о чем	2	3
143	мира в	5	3
144	как это	6	3
145	тому как	2	3
146	мыслится как	1	3
147	в третьем	3	3
148	жизни и	3	3
149	том числе	6	3
150	того же	1	2
151	он предстает	1	2
152	в присутствии	3	2
153	в первом	3	2
154	как мы	3	2
155	на себя	3	2
156	жизни как	3	2
157	мы и	1	2
158	всю ночь	1	2
159	и на	3	2
160	время в	2	2
161	бы то	3	2
162	во всех	1	2
163	теперь как	4	2
164	легко может	1	2
165	в такого	1	2
166	отношение к	2	2
167	все же	7	2
168	когда он	3	2
169	могли бы	1	2
170	как таковое	1	2
171	в противоположность	2	2
172	не знает	1	2
173	так или	2	2
174	представляет собой	13	2
175	но без	2	2
176	особое место	1	2
177	в случае	7	2
178	в нем	4	2
179	не как	2	2
180	том чтобы	1	2
181	подобно тому	2	2
182	человека в	2	2
183	объект и	1	2
184	то ни	3	2
185	в совершенно	1	2
186	мире не	1	2
187	и с	4	2
188	а по	2	2
189	его в	2	2
190	было бы	4	2
191	и даже	3	2
192	> и	1	2
193	здесь это	1	2
194	той или	4	2
195	между субъектом	1	2
196	далеко не	5	2
197	не всегда	2	2
198	он и	1	2
199	несмотря на	2	2
200	и тогда	1	2
201	еще раз	1	2
202	и при	1	2
203	и ее	2	2
204	к предмету	1	2
205	всякий раз	1	2
206	и другого	1	2
207	вплоть до	2	2
208	а.н веселовского	1	2
209	быть может	2	2
210	ни было	3	2
211	в конце	1	2
212	по себе	5	2
213	между людьми	1	2
214	не менее	3	2
215	в принципе	4	2
216	мы были	1	2
217	как о	1	2
218	жизни не	1	2
219	как раз	2	2
220	другой стороны	4	2
221	а лишь	1	2
222	у нас	1	2
223	же самое	1	2
224	следует признать	2	2
225	числе и	4	2
226	в своего	1	2
227	для такого	1	2
228	для себя	1	2
229	в ситуации	1	2
230	то она	2	2
231	это путь	1	2
232	и сам	1	2
233	что у	2	2
234	не с	3	2
235	здесь как	1	2
236	ориентировано на	1	2
237	во второй	2	2
238	мира и	2	2
239	если бы	1	2
240	и перед	1	2
241	о нем	4	2
242	одного из	4	2
243	можно сказать	5	2
244	складывается из	2	2
245	во втором	4	2
246	что и	1	2
247	во всей	2	2
248	и только	2	2
249	герой в	1	2
250	и одновременно	2	2
251	здесь не	4	2
252	с ними	1	2
253	со всеми	1	2
254	связи с	4	2
255	ни с	1	2
256	для него	2	2
257	тем что	3	2
258	или иной	5	2
259	или иначе	3	2
260	субъекта жизни	1	2
261	бытия в	3	2
262	в облике	1	2
263	себя и	2	2
264	что не	4	2
265	а на	1	2
266	не знаю	1	2
267	если не	4	2
268	в полном	2	2
269	так же	2	2
270	и потому	2	2
271	к жизни	1	2
272	этой ситуации	1	2
273	быть только	1	2
274	если это	1	2
275	человек с	1	2
276	быть не	1	2
277	с этой	1	2
278	своей жизни	1	2
279	и адресата	1	2
280	один из	3	2
281	по аналогии	1	2
282	но одновременно	1	2
283	что в	3	2
284	внимание на	1	2
285	же в	4	2
286	человеческой деятельности	1	2
287	отношением к	1	2
288	в свою	3	2
289	жизни а	2	2
290	оно не	2	2
291	но еще	1	2
292	как известно	2	1
293	и то	1	1
294	на самом	1	1
295	исходя из	2	1
296	это и	3	1
297	идет о	2	1
298	и есть	1	1
299	не признает	1	1
300	между двумя	5	1
301	от самого	1	1
302	культурное пространство	1	1
303	и до	2	1
304	из его	1	1
305	в какой-то	1	1
306	все те	4	1
307	с таким	1	1
308	и за	1	1
309	по его	1	1
310	> что	1	1
311	мы уже	1	1
312	который в	2	1
313	бы уже	1	1
314	противовес классической	1	1
315	жизненной позицией	1	1
316	этом не	1	1
317	приводят к	1	1
318	часто оказывается	1	1
319	говорить о	2	1
320	что иное	2	1
321	жизненной позиции	4	1
322	и со	1	1
323	не знают	1	1
324	и он	3	1
325	в ней	3	1
326	он сам	2	1
327	иное как	2	1
328	мысли и	1	1
329	коммуникативная стратегия	1	1
330	в чем	1	1
331	во внешнем	2	1
332	в обеих	1	1
333	как правило	4	1
334	о смерти	1	1
335	может как	1	1
336	как быть	1	1
337	если в	3	1
338	конечном счете	2	1
339	очевидно что	1	1
340	человеческих отношений	1	1
341	друг от	1	1
342	нет и	2	1
343	определяется не	1	1
344	такого мира	1	1
345	первый взгляд	2	1
346	независимо от	2	1
347	данный момент	1	1
348	поскольку без	1	1
349	в художественном	1	1
350	поэтика и	1	1
351	что когда-то	1	1
352	что первое	1	1
353	вспомним что	1	1
354	в своем	2	1
355	как оказывается	1	1
356	что касается	2	1
357	драматизм и	1	1
358	перед нами	4	1
359	сознания в	1	1
360	этом контексте	1	1
361	что по	2	1
362	более или	2	1
363	или иную	2	1
364	за собой	4	1
365	видения мира	1	1
366	бы не	2	1
367	не оставляет	1	1
368	определена как	1	1
369	ни одна	1	1
370	уже в	3	1
371	личность но	1	1
372	еще одна	3	1
373	за рамки	2	1
374	так сказать	1	1
375	вообще свойственно	1	1
376	наш взгляд	1	1
377	больше всего	1	1
378	тем не	3	1
379	он не	3	1
380	ключ к	2	1
381	жизни человеческого	1	1
382	или скорее	1	1
383	надежда на	3	1
384	собой не	2	1
385	художественного высказывания	2	1
386	в силу	4	1
387	в.т оно	1	1
388	жизнью и	2	1
389	в зеркало	1	1
390	силу своей	1	1
391	в акте	1	1
392	содержит в	1	1
393	писал бахтин	1	1
394	именно такова	1	1
395	не бывает	1	1
396	таким каким	2	1
397	здесь мы	1	1
398	а то	1	1
399	с позиций	1	1
400	высказывания и	3	1
401	обращения к	1	1
402	вопрос как	1	1
403	сознания к	2	1
404	первую очередь	1	1
405	с другими	1	1
406	который и	1	1
407	и адресат	1	1
408	с прошлым	1	1
409	всю свою	1	1
410	матери и	4	1
411	целостности и	1	1
412	который по	3	1
413	в них	1	1
414	все равно	1	1
415	в самую	2	1
416	интенциональный объект	1	1
417	говорил в	1	1
418	и уже	1	1
419	художественного дискурса	2	1
420	жизни но	2	1
421	он констатировал	1	1
422	как целого	1	1
423	в чистом	1	1
424	и нераздельности	1	1
425	и того	1	1
426	и конец	1	1
427	на первый	2	1
428	в первую	1	1
429	в понимании	1	1
430	в ходе	1	1
431	она сама	1	1
432	от боли	1	1
433	как когда-то	1	1
434	стремится в	1	1
435	в их	1	1
436	вспять к	1	1
437	не столько	4	1
438	жизни с	1	1
439	но это	1	1
440	по характеристике	4	1
441	другом и	2	1
442	но он	1	1
443	в россии	1	1
444	что было	1	1
445	и является	1	1
446	героя где	1	1
447	как от	1	1
448	со многими	1	1
449	бы быть	3	1
450	художественной символики	1	1
451	вовсе не	1	1
452	в историческом	1	1
453	а от	1	1
454	чистом виде	1	1
455	без участия	1	1
456	она не	2	1
457	при всей	4	1
458	в русской	1	1
459	и сама	1	1
460	в процессе	1	1
461	на ее	1	1
462	что ей	1	1
463	не достает	1	1
464	в единство	1	1
465	для кого	1	1
466	которых и	2	1
467	для всего	1	1
468	не имеет	2	1
469	на наш	1	1
470	это явление	1	1
471	к концу	1	1
472	обращению к	1	1
473	присутствие в	1	1
474	как ни	2	1
475	в книге	1	1
476	составляющих ее	2	1
477	не по	1	1
478	и делает	1	1
479	в будущем	2	1
480	ему не	1	1
481	в действительности	1	1
482	точке зрения	1	1
483	начиная с	1	1
484	в общую	1	1
485	когда мы	2	1
486	как только	1	1
487	значительной степени	2	1
488	жить в	1	1
489	у истоков	1	1
490	чтобы стать	2	1
491	приходит к	2	1
492	более не	2	1
493	но по	1	1
494	от друга	1	1
495	в виду	1	1
496	свою очередь	3	1
497	без воскресения	1	1
498	события как	2	1
499	и от	1	1
500	языка и	2	1
501	по сути	2	1
502	речевых жанров	4	1
503	свет в	1	1
504	читателя в	2	1
505	на том	3	1
506	времени и	7	1
507	было в	2	1
508	или невольно	3	1
509	о ней	3	1
510	> как	2	1
