N	3gram	Medvedev_F_1	FransuaR
1	то же время	8	9
2	в то же	8	9
3	в том что	1	6
4	в этом отношении	1	5
5	но в то	2	5
6	в связи с	2	5
7	а также и	1	4
8	так же как	1	4
9	на самом деле	6	4
10	в том числе	1	4
11	как мы видели	2	4
12	до сих пор	6	3
13	и во всех	1	3
14	связи с этим	2	3
15	таковы основные моменты	1	3
16	не могло не	2	2
17	в чем же	1	2
18	как и во	1	2
19	с точки зрения	13	2
20	они вовсе не	1	2
21	в отличие от	1	2
22	сказать что и	1	2
23	том числе и	1	2
24	и не в	2	2
25	же как и	1	2
26	в данном случае	1	2
27	и с точки	1	2
28	можно говорить о	1	2
29	не может быть	5	2
30	нужно сказать что	1	2
31	в большинстве случаев	2	2
32	хотя бы в	1	2
33	мы видим что	1	2
34	в отрыве от	1	2
35	не перестает быть	3	1
36	главе нашей работы	1	1
37	все это уже	1	1
38	в ней и	1	1
39	по отношению к	4	1
40	с начала и	2	1
41	и все остальные	1	1
42	же время и	1	1
43	и как таковой	1	1
44	и до конца	3	1
45	как раз и	1	1
46	в этой книге	1	1
47	и в общем	1	1
48	как и все	2	1
49	и в то	1	1
50	в строгом смысле	2	1
51	с ее помощью	2	1
52	между тем как	1	1
53	на самом же	1	1
54	начала и до	2	1
55	и от всего	1	1
56	и не менее	3	1
57	не подлежит конечно	1	1
58	в своей книге	2	1
59	как в его	1	1
60	вместе с тем	1	1
61	может быть и	3	1
62	и в частности	2	1
63	в это время	1	1
64	не могло быть	1	1
65	нет почти ни	1	1
66	все это в	1	1
67	здесь нет и	1	1
68	но это единство	1	1
69	в самом начале	1	1
70	но в особенности	1	1
71	мир в его	1	1
72	и если в	1	1
73	по существу это	1	1
74	мира и его	1	1
75	нами в предыдущей	1	1
76	одна очень существенная	1	1
77	мы здесь не	1	1
78	но вместе с	1	1
79	со всеми другими	1	1
80	человек не боится	1	1
81	это конечно не	1	1
82	но и с	1	1
83	в его целом	8	1
84	эта тенденция к	1	1
85	самом же деле	1	1
86	все то что	1	1
87	в общем не	1	1
88	есть еще одна	1	1
89	еще одна очень	1	1
90	свою серьезность и	1	1
91	мы не можем	2	1
92	от того что	1	1
93	этого слова но	1	1
94	так и в	4	1
95	в свою очередь	6	1
96	в истории литературы	2	1
97	как одной из	1	1
98	ничего общего с	1	1
99	и речи о	1	1
100	на фоне этих	1	1
101	как своего рода	1	1
102	один из важнейших	1	1
103	друг от друга	2	1
104	существует как бы	1	1
105	вполне понятно что	1	1
106	концы с концами	1	1
107	дело шло о	1	1
108	тем не менее	1	1
109	не боится мира	1	1
110	что и в	1	1
111	в предыдущей главе	1	1
