N	3gram	Voloshinov_1	Vladivir
1	в том что	1	10
2	о том что	2	8
3	с точки зрения	6	6
4	вместе с тем	1	6
5	не может быть	3	6
6	и в этом	2	5
7	дело в том	1	5
8	ничего не говорит	1	4
9	в этом смысле	3	3
10	бы то ни	1	3
11	во всяком случае	3	3
12	с одной стороны	1	3
13	в году в	1	3
14	из этих трех	1	2
15	но даже и	1	2
16	есть прежде всего	1	2
17	на первый план	1	2
18	в этом отношении	1	2
19	совершенно так же	1	2
20	а с другой	1	2
21	так же как	2	2
22	в данном случае	1	2
23	в связи с	1	2
24	как мы знаем	1	2
25	еще в году	1	2
26	что иное как	1	1
27	уже знаем что	1	1
28	а потому и	2	1
29	и как мы	1	1
30	едва ли так	1	1
31	он не дает	1	1
32	прежде всего а	2	1
33	же как и	1	1
34	до сих пор	3	1
35	он не был	1	1
36	не может иметь	1	1
37	сказать что для	1	1
38	как это было	1	1
39	так и с	1	1
40	можно было бы	1	1
41	для него только	1	1
42	с этой точки	1	1
43	их объединяет и	1	1
44	в этой работе	1	1
45	то ни было	1	1
46	в себя и	1	1
47	в некоторых отношениях	1	1
48	но вместе с	1	1
49	и она не	1	1
50	все то что	2	1
51	этой точки зрения	1	1
52	и ни в	1	1
53	а вместе с	1	1
54	каждое из этих	1	1
55	мы не можем	1	1
56	это и есть	1	1
57	и превратить в	1	1
58	с самого начала	4	1
59	какие были в	1	1
60	в философии и	1	1
61	в самом деле	2	1
62	той или иной	1	1
63	мы знаем что	1	1
64	именно то что	1	1
65	в том смысле	1	1
66	в каком отношении	1	1
67	не что иное	1	1
68	мы уже знаем	1	1
69	для того чтобы	1	1
70	нечего и говорить	2	1
71	то же самое	1	1
72	мог бы сделать	1	1
