N	2gram	Vinokur_Ku_1	Problemy
1	и в	24	34
2	и не	12	29
3	как бы	7	27
4	что он	6	23
5	в его	12	22
6	в нем	4	19
7	может быть	13	19
8	не может	7	19
9	и все	2	19
10	как и	2	18
11	к себе	4	17
12	в этом	14	16
13	но в	2	16
14	и его	5	16
15	все это	6	16
16	он не	2	15
17	и с	5	15
18	что я	2	15
19	прежде всего	9	15
20	то же	8	14
21	самом деле	9	13
22	для него	1	13
23	у достоевского	1	13
24	в то	2	12
25	же время	2	12
26	потому что	23	12
27	но и	6	12
28	т е	38	12
29	на самом	2	11
30	в сущности	3	11
31	вовсе не	10	11
32	себя самого	2	11
33	то что	9	11
34	не только	10	10
35	слова и	4	10
36	не в	11	9
37	а не	8	9
38	и т	33	8
39	никогда не	2	8
40	с ним	5	8
41	в самом	10	8
42	себя и	1	8
43	так же	4	8
44	что же	6	8
45	и для	2	8
46	точки зрения	14	8
47	я не	2	7
48	как будто	1	7
49	как мы	1	7
50	слова в	1	7
51	и даже	3	7
52	что не	5	7
53	там где	4	7
54	этого слова	3	7
55	все же	12	7
56	отношении к	1	7
57	что в	17	7
58	и на	4	6
59	с его	4	6
60	отношение к	1	6
61	что они	4	6
62	своему предмету	1	6
63	в пределах	4	6
64	что у	1	6
65	от себя	2	6
66	для себя	1	6
67	так и	7	6
68	слово с	2	6
69	в себе	3	6
70	только в	11	6
71	т п	18	6
72	с ними	4	6
73	не знает	1	6
74	которым он	1	6
75	отношению к	9	6
76	в чем	1	5
77	по отношению	8	5
78	и у	1	5
79	что это	5	5
80	в целом	4	5
81	и вот	1	5
82	но все	2	5
83	я вам	1	5
84	лишь в	2	5
85	на протяжении	1	5
86	с тем	5	5
87	в слове	2	5
88	не мог	2	5
89	в конце	1	5
90	даже в	3	5
91	это слово	3	5
92	таким образом	12	5
93	к тому	5	5
94	и сам	1	5
95	и что	5	5
96	что и	4	5
97	это не	7	5
98	все время	1	5
99	того что	9	5
100	и так	1	5
101	так что	4	5
102	из них	4	5
103	всяком случае	5	5
104	в одном	3	5
105	себе и	2	5
106	к своему	2	5
107	и от	1	5
108	ни одного	2	5
109	хотя бы	10	5
110	а в	5	5
111	во всяком	5	5
112	из его	1	4
113	с таким	1	4
114	еще не	5	4
115	но не	5	4
116	но как	1	4
117	как в	4	4
118	бы и	2	4
119	все эти	6	4
120	но на	1	4
121	на его	3	4
122	при этом	6	4
123	на этом	1	4
124	то ни	1	4
125	что все	2	4
126	его в	1	4
127	этом смысле	3	4
128	ни в	2	4
129	рядом с	5	4
130	все равно	2	4
131	с точки	9	4
132	но это	1	4
133	друг другу	1	4
134	слово без	1	4
135	ничего не	2	4
136	как раз	8	4
137	если бы	9	4
138	тотчас же	1	4
139	только на	1	4
140	в начале	1	4
141	в общем	3	4
142	так как	9	4
143	даже и	3	4
144	с другой	7	4
145	тем что	8	4
146	вместе с	7	4
147	да и	1	4
148	как к	1	4
149	бы он	1	4
150	из своего	1	4
151	я в	1	4
152	в такой	1	3
153	и то	3	3
154	достоевского в	1	3
155	ведь и	1	3
156	бы уже	2	3
157	так чтобы	1	3
158	говорить о	1	3
159	как я	2	3
160	в виду	5	3
161	в ней	6	3
162	что его	2	3
163	совсем не	1	3
164	в одной	1	3
165	хотя и	3	3
166	и как	2	3
167	уже в	3	3
168	как он	1	3
169	в братьях	1	3
170	к одному	1	3
171	без исключения	1	3
172	в каждом	2	3
173	это было	2	3
174	его и	1	3
175	далеко не	1	3
176	этого не	2	3
177	мы видели	1	3
178	должно быть	3	3
179	раз и	1	3
180	в своей	2	3
181	в котором	3	3
182	не менее	7	3
183	но он	1	3
184	по крайней	5	3
185	по себе	2	3
186	что с	2	3
187	том что	21	3
188	есть только	1	3
189	его внутреннему	1	3
190	слова с	1	3
191	где он	1	3
192	в ее	1	3
193	внутренняя речь	1	3
194	для этого	3	3
195	сводится к	3	3
196	и во	1	3
197	между тем	5	3
198	говорит он	1	3
199	крайней мере	5	3
200	в него	1	3
201	в том	30	3
202	большинстве случаев	1	3
203	совсем другое	1	3
204	нуждается в	3	3
205	от другого	1	3
206	братьях карамазовых	1	3
207	как такового	1	3
208	а с	3	3
209	до конца	2	3
210	под влиянием	3	3
211	эти слова	1	3
212	со словом	3	3
213	по своему	1	3
214	слов в	2	3
215	но для	1	3
216	если не	3	3
217	это как	1	3
218	бы в	7	3
219	только что	1	3
220	его к	3	3
221	другой стороны	6	3
222	жизни и	1	3
223	я и	1	2
224	в обычном	1	2
225	например в	5	2
226	это и	4	2
227	не хочет	1	2
228	если б	2	2
229	все те	2	2
230	и этот	1	2
231	той же	3	2
232	та же	1	2
233	во внутреннем	1	2
234	еще до	1	2
235	мы и	1	2
236	свой предмет	2	2
237	того же	4	2
238	и он	3	2
239	слово не	1	2
240	в которых	6	2
241	это действительно	1	2
242	столь же	1	2
243	во всех	1	2
244	бы не	1	2
245	в сторону	2	2
246	отличие от	1	2
247	с этим	4	2
248	показать что	1	2
249	в своем	3	2
250	когда он	3	2
251	из письма	2	2
252	увидим что	2	2
253	в которой	6	2
254	мне не	1	2
255	в большинстве	2	2
256	тому же	1	2
257	так сказать	5	2
258	вообще не	1	2
259	т д	14	2
260	всех этих	1	2
261	а вовсе	1	2
262	он должен	1	2
263	и если	3	2
264	же не	1	2
265	было в	2	2
266	чтобы все	1	2
267	было бы	15	2
268	то все	1	2
269	он есть	3	2
270	лишь на	1	2
271	уж не	1	2
272	в жизни	1	2
273	мог бы	1	2
274	в них	7	2
275	вот пример	1	2
276	и того	2	2
277	был бы	2	2
278	что такое	6	2
279	этого необходимо	1	2
280	в отличие	1	2
281	своего рода	1	2
282	и единым	1	2
283	которые в	1	2
284	тем не	4	2
285	речи в	4	2
286	однако в	1	2
287	тому чтобы	1	2
288	в той	5	2
289	тому что	3	2
290	слова мы	1	2
291	но только	1	2
292	и без	1	2
293	слова как	3	2
294	этом случае	2	2
295	как она	1	2
296	как на	3	2
297	и мысли	2	2
298	о нем	2	2
299	к запискам	1	2
300	ли это	2	2
301	и со	1	2
302	не является	2	2
303	отнюдь не	1	2
304	одно только	1	2
305	той или	1	2
306	вы не	1	2
307	всем этим	1	2
308	и говорит	2	2
309	конечно в	1	2
310	перед вами	2	2
311	в мою	1	2
312	находится в	1	2
313	и должно	2	2
314	о том	9	2
315	переходит в	1	2
316	себя но	1	2
317	в форме	1	2
318	и только	1	2
319	еще более	1	2
320	не знаю	2	2
321	один из	4	2
322	но с	2	2
323	тот же	2	2
324	мы увидим	3	2
325	что даже	1	2
326	с которыми	1	2
327	в эти	1	2
328	не то	1	2
329	же и	2	2
330	конечно не	2	2
331	уже не	8	2
332	не для	1	2
333	противоречии с	1	2
334	как его	1	2
335	каждый из	1	2
336	тогда в	1	2
337	и делает	1	2
338	сейчас еще	1	2
339	нет в	1	2
340	были бы	2	2
341	связан с	1	2
342	со всем	1	2
343	или иной	3	2
344	слово в	1	2
345	к которому	3	2
346	было и	1	2
347	говорит о	1	2
348	не было	3	2
349	о чем	2	2
350	когда она	1	2
351	я хочу	1	2
352	человек в	1	2
353	я уже	1	2
354	и потому	4	2
355	смысле этого	3	2
356	себя то	1	2
357	самого себя	1	2
358	или другого	1	2
359	с этой	2	2
360	нисколько не	3	2
361	пока еще	1	2
362	более того	1	2
363	это уже	1	2
364	что оно	3	2
365	вопрос о	2	2
366	в силах	2	2
367	среди других	1	2
368	не с	3	2
369	с уже	1	2
370	но именно	1	2
371	я хотел	1	2
372	будто бы	1	2
373	сказать что	1	2
374	найти себя	1	2
375	в последнем	2	2
376	сам в	1	2
377	к другим	1	2
378	а может	1	2
379	того или	4	2
380	но вернемся	1	1
381	ту же	1	1
382	можно говорить	2	1
383	одним из	2	1
384	также и	2	1
385	доминирующей тенденции	1	1
386	я понимаю	1	1
387	и фактически	1	1
388	всего ее	1	1
389	не имел	1	1
390	утверждение что	1	1
391	форму выражения	1	1
392	тех же	1	1
393	но тем	1	1
394	идет о	2	1
395	ясно что	3	1
396	в первом	3	1
397	всякой социальной	1	1
398	по преимуществу	2	1
399	что эти	4	1
400	и больше	1	1
401	собою в	1	1
402	в их	3	1
403	как таковому	1	1
404	те синтаксические	1	1
405	до крайности	1	1
406	приводят к	1	1
407	его о	1	1
408	и принципы	1	1
409	социальной действительности	1	1
410	а во-вторых	2	1
411	и понять	1	1
412	но даже	1	1
413	то это	3	1
414	зависимости от	6	1
415	в каждой	1	1
416	свою очередь	3	1
417	и иначе	1	1
418	все так	1	1
419	разумеется не	4	1
420	тем как	1	1
421	глаза на	1	1
422	то он	1	1
423	в противоречии	1	1
424	словечек и	1	1
425	не все	2	1
426	себя чем	1	1
427	с совершенно	1	1
428	менее всего	1	1
429	не просто	5	1
430	можно прямо	1	1
431	форме и	1	1
432	меньше всего	2	1
433	лицом к	1	1
434	сих пор	4	1
435	и пр	15	1
436	перед нами	1	1
437	сына спровадил	1	1
438	могли бы	2	1
439	даже так	2	1
440	что слово	3	1
441	них как	1	1
442	в письмах	1	1
443	автор в	1	1
444	ни один	1	1
445	я имею	1	1
446	бы сказать	1	1
447	в ответ	1	1
448	в этой	3	1
449	с их	3	1
450	о слове	1	1
451	роль в	4	1
452	говорят о	1	1
453	во многих	2	1
454	но ведь	2	1
455	в такую	1	1
456	слово это	5	1
457	его но	1	1
458	роли в	2	1
459	полный и	1	1
460	главным образом	1	1
461	раз навсегда	1	1
462	же это	1	1
463	как увидим	1	1
464	что еще	1	1
465	чтобы в	2	1
466	тот случай	1	1
467	из него	1	1
468	лишь с	1	1
469	так например	2	1
470	на то	4	1
471	слова т	1	1
472	о таком	1	1
473	именно это	1	1
474	одно и	1	1
475	а вместе	1	1
476	больше всего	2	1
477	является утверждение	1	1
478	выражение и	1	1
479	и может	3	1
480	случай если	1	1
481	об этом	1	1
482	ними как	1	1
483	них не	1	1
484	слов о	2	1
485	а его	1	1
486	это когда	1	1
487	может стать	1	1
488	зачем живет	1	1
489	и мы	2	1
490	любовь к	2	1
491	есть несколько	1	1
492	но уже	5	1
493	не люблю	1	1
494	она и	1	1
495	гл iv	1	1
496	его все	1	1
497	речь как	1	1
498	здесь можно	1	1
499	в москве	2	1
500	строгом смысле	1	1
501	и было	2	1
502	и ничего	1	1
503	как таковой	2	1
504	она была	1	1
505	одного и	2	1
506	же есть	2	1
507	в других	1	1
508	и становится	2	1
509	в этих	4	1
510	в г	3	1
511	бы на	2	1
512	можно сказать	3	1
513	и при	2	1
514	необходимо должен	1	1
515	раз к	2	1
516	не столько	2	1
517	оказывается что	1	1
518	должны были	1	1
519	вопрос на	1	1
520	он тоже	1	1
521	из области	4	1
522	в прямом	1	1
523	и эти	3	1
524	и более	2	1
525	том и	2	1
526	том же	2	1
527	что этот	1	1
528	в устах	1	1
529	освободиться от	1	1
530	любви и	1	1
531	пять лет	1	1
532	отчетливо и	1	1
533	есть нечто	1	1
534	правда в	1	1
535	одна из	1	1
536	что их	2	1
537	и остается	1	1
538	в процессе	1	1
539	мысли в	1	1
540	и именно	2	1
541	не случайно	6	1
542	образом в	1	1
543	к такому	1	1
544	или еще	1	1
545	тогда когда	6	1
546	и существенное	1	1
547	его речи	1	1
548	и по	1	1
549	и теперь	1	1
550	связи с	7	1
551	всего то	1	1
552	доказать что	2	1
553	этом отношении	5	1
554	эту сторону	1	1
555	похожи на	1	1
556	вернемся к	1	1
557	не могут	2	1
558	да рядом	1	1
559	когда мы	2	1
560	случаях когда	2	1
561	развивается как	1	1
562	первом и	1	1
563	они и	1	1
564	для того	16	1
565	оно не	3	1
566	и самое	1	1
567	того чтобы	17	1
568	момент в	1	1
569	как не	1	1
570	е все	1	1
571	на нем	1	1
572	здесь не	3	1
573	говорит и	1	1
574	без всякого	1	1
575	сравнению со	1	1
576	на основе	1	1
577	назад и	1	1
578	боится чтобы	1	1
579	в особенности	3	1
580	только не	1	1
581	в себя	1	1
582	ее но	1	1
583	в дальнейшем	1	1
584	значение в	1	1
585	как с	2	1
586	же касается	4	1
587	чтобы дать	2	1
588	можно было	6	1
589	за то	1	1
590	которыми мы	1	1
591	которого мы	1	1
592	живет такой	1	1
593	по сравнению	1	1
594	но у	1	1
595	поэтому в	1	1
596	из одного	3	1
597	смысле и	2	1
598	в разных	2	1
599	ними и	2	1
600	желания в	1	1
601	на все	1	1
602	в применении	1	1
603	тех кто	1	1
604	внимание на	4	1
605	я очень	1	1
606	никак не	2	1
607	это потому	1	1
608	после того	1	1
609	правда как	1	1
610	создает в	1	1
611	должно было	1	1
612	связь между	1	1
613	эту фразу	1	1
614	на месте	2	1
615	не видел	1	1
616	даже для	2	1
617	которой в	1	1
618	и продолжал	1	1
619	для самого	1	1
620	что здесь	1	1
621	как например	2	1
622	д и	2	1
623	тех кого	1	1
624	сразу же	1	1
625	что только	1	1
626	все уже	1	1
627	и дело	1	1
628	будь то	1	1
629	но слово	1	1
630	должен быть	4	1
631	поэтому и	1	1
632	содержание его	1	1
633	вопрос об	1	1
634	слишком уж	1	1
635	теперь в	1	1
636	с одной	1	1
637	есть это	1	1
638	себя в	1	1
639	точно и	1	1
640	же из	2	1
641	что если	2	1
642	и естественным	1	1
643	здесь это	1	1
644	же явления	1	1
645	быть что	1	1
646	рано или	2	1
647	а то	2	1
648	этого процесса	1	1
649	и других	1	1
650	этот раз	1	1
651	действительно только	1	1
652	не так	1	1
653	себе в	3	1
654	и их	1	1
655	в письме	1	1
656	до того	2	1
657	здесь действительно	1	1
658	мы можем	1	1
659	но что	1	1
660	в некоторых	1	1
661	речь и	1	1
662	к той	1	1
663	и вместе	1	1
664	другой и	1	1
665	именно как	1	1
666	или поздно	2	1
667	что на	1	1
668	он возвращает	1	1
669	без всякой	1	1
670	на второй	1	1
671	меня и	3	1
672	до сих	4	1
673	и тех	1	1
674	сущности уже	1	1
675	еще и	5	1
676	борьба за	3	1
677	не говоря	2	1
678	этом роде	1	1
679	на этот	2	1
680	а сам	1	1
681	ничем не	1	1
682	возможно лишь	1	1
683	основной вопрос	1	1
684	есть лишь	3	1
685	жизнь в	1	1
686	иной смысл	1	1
687	из моментов	1	1
688	него не	1	1
689	именно поэтому	2	1
690	все более	1	1
691	нет ничего	1	1
692	к его	1	1
693	для оправдания	1	1
694	в строгом	1	1
695	перед которой	1	1
696	что теперь	1	1
697	который на	1	1
698	в данном	4	1
699	на себя	3	1
700	она есть	1	1
701	на тот	1	1
702	первого сына	1	1
703	мы сразу	1	1
704	и там	1	1
705	даже с	1	1
706	образом на	1	1
707	как средство	1	1
708	в бесах	1	1
