N	3gram	Tiupa_Narr_1	Narrotol
1	в том что	8	8
2	не только в	2	6
3	не сводится к	2	6
4	в данном случае	4	6
5	с одной стороны	7	5
6	коммуникативного события рассказывания	3	5
7	по отношению к	6	5
8	в отличие от	5	5
9	о том что	6	4
10	состоит в том	3	4
11	тем не менее	3	4
12	к тому же	4	4
13	в то же	3	3
14	коммуникативном событии рассказывания	1	3
15	в коммуникативном событии	1	3
16	в конечном счете	2	3
17	можно сказать что	4	3
18	и представляет собой	2	3
19	того или иного	2	3
20	в этом отношении	3	3
21	той или иной	4	3
22	в известном смысле	2	3
23	то же время	3	3
24	в соответствии с	1	3
25	подобно тому как	2	2
26	все те же	4	2
27	уже говорилось выше	1	2
28	и тем самым	3	2
29	тогда как в	2	2
30	так же как	2	2
31	в себе самом	1	2
32	существенную роль в	1	2
33	точно так же	2	2
34	а то и	1	2
35	мы имеем дело	2	2
36	при всей своей	2	2
37	по мысли бахтина	1	2
38	и у нас	1	2
39	у нас нет	1	2
40	имеем дело с	1	2
41	ему казалось что	1	2
42	мере в какой	1	2
43	свидетеля и судии	1	2
44	в той мере	1	2
45	утрата поиск обретение	1	2
46	и такого рода	1	2
47	на самом деле	1	2
48	мысль о том	1	2
49	тому же в	1	2
50	все то что	1	2
51	той мере в	1	2
52	на одном полюсе	1	2
53	в равной степени	1	2
54	эпизода к эпизоду	2	2
55	от эпизода к	2	2
56	не может быть	5	2
57	на том свете	2	2
58	с точки зрения	2	2
59	в новейшее время	1	2
60	по своей природе	1	2
61	как уже говорилось	1	2
62	нашей способности прослеживать	1	1
63	о роли предсмертного	1	1
64	света например как	1	1
65	первого евангелия ныне	1	1
66	во всей его	1	1
67	ее принадлежности к	1	1
68	роли предсмертного видения	1	1
69	и по длительности	1	1
70	солнцем и он	1	1
71	как сказано далее	1	1
72	хотя оно и	1	1
73	столь же светлых	1	1
74	буквально принизан временными	1	1
75	и не эксплицировано	1	1
76	было бы существенной	1	1
77	даме с собачкой	1	1
78	быть воспринята и	1	1
79	например обед с	1	1
80	на него а	1	1
81	следует иметь в	1	1
82	неклассической нарративике хх	1	1
83	старуха которая живет	1	1
84	последних днях жизни	1	1
85	и сами участвуем	1	1
86	забвении вместо славы	1	1
87	скромный нрав последующие	1	1
88	радостной улыбкой стало	1	1
89	на могилах эпизод	1	1
90	в заключительном эпизоде	1	1
91	луна пение птиц	1	1
92	воскресению христа эта	1	1
93	архиерея не является	1	1
94	лично в небесследность	1	1
95	будто он прямо	2	1
96	особенно в новейшее	1	1
97	нем самом всеми	1	1
98	в данный момент	1	1
99	уже никто не	1	1
100	глядела на него	1	1
101	суть не только	1	1
102	горний и ничто	1	1
103	мы и сами	1	1
104	окружающих к архиерею	1	1
105	рамках этой нарративной	1	1
106	более что мы	1	1
107	чувством ностальгии окончательно	1	1
108	смерти не в	1	1
109	пор ракурсы нарратора	1	1
110	пасхальный день будущее	1	1
111	художественным и религиозным	1	1
112	чувствовала себя больше	1	1
113	устремление остро переживаемое	1	1
114	этой старухи специально	1	1
115	сыне тем самым	1	1
116	отношением памяти от	1	1
117	о приезде матери	2	1
118	отъездом из монастыря	1	1
119	рассказывать говорила и	1	1
120	фокализация картин жизни	1	1
121	пуанту и тем	1	1
122	вверх ведь ему	1	1
123	на другом свет	1	1
124	по-матерински соборной человеческой	1	1
125	в этом смысле	1	1
126	только в качестве	1	1
127	оставляет место для	1	1
128	жизни по-матерински соборной	1	1
129	инварианта белые березы	1	1
130	ракурсы нарратора и	1	1
131	на него весело	1	1
132	активизированной противящейся ему	1	1
133	о страхе какой	1	1
134	или даже вовсе	2	1
135	значимости волнующая надежда	1	1
136	фрагмент повествования образует	1	1
137	с легкой руки	1	1
138	не бывает плодотворным	1	1
139	умирания героя окружающими	1	1
140	смерть болеющего архиерея	1	1
141	долго-долго проходила ночь	1	1
142	начала жизни по-матерински	1	1
143	зрения нарратора которому	1	1
144	звеньев если же	1	1
145	что быть может	1	1
146	к закрепленным в	1	1
147	когда он размышлял	1	1
