N	3gram	Losev_Vlad_1	Myslijsy
1	более или менее	3	8
2	во всяком случае	2	7
3	в том что	7	7
4	в свою очередь	1	6
5	тем не менее	2	5
6	в то время	2	4
7	на то что	4	3
8	то время как	1	3
9	с одной стороны	1	3
10	смысле этого слова	1	3
11	и т д	2	3
12	потому что его	1	2
13	нам кажется что	1	2
14	было для него	1	2
15	одно и то	1	2
16	с другой стороны	3	2
17	для того чтобы	2	2
18	то же время	4	2
19	так и в	1	2
20	не может быть	3	2
21	в этом смысле	4	2
22	в то же	4	2
23	и то же	1	2
24	в сравнении с	1	2
25	дает нам возможность	1	1
26	потому что как	1	1
27	один и тот	2	1
28	потому что в	1	1
29	дело в том	4	1
30	и той же	1	1
31	что все в	1	1
32	но даже и	2	1
33	не было ничего	1	1
34	том что он	2	1
35	что же касается	4	1
36	и притом не	1	1
37	в таких случаях	1	1
38	это было для	1	1
39	только одному человеку	1	1
40	бы то ни	1	1
41	как это часто	1	1
42	имеют для него	1	1
43	с тем что	1	1
44	но это не	1	1
45	виде в каком	1	1
46	и не может	1	1
47	бы она ни	1	1
48	главным образом в	2	1
49	вместе с тем	1	1
50	остаются для нас	1	1
51	ничего не имеют	1	1
52	на что они	1	1
53	то ни было	1	1
54	что во время	1	1
55	что для нас	1	1
56	тот же с	1	1
57	и если это	1	1
58	то что он	5	1
59	в связи с	1	1
60	из них не	1	1
61	под влиянием такого	1	1
62	мы будем называть	1	1
63	что касается до	1	1
64	и тот же	2	1
65	как мысль о	1	1
66	том виде в	1	1
67	а в том	1	1
68	в переводе на	1	1
69	что не только	1	1
70	не потому что	1	1
71	в том чтобы	2	1
72	время его жизни	1	1
73	даже и в	1	1
74	о том что	7	1
75	и тем самым	1	1
76	что у него	2	1
77	что и в	2	1
78	мысль о том	1	1
79	в том виде	1	1
80	мы знаем что	2	1
81	до тех пор	1	1
82	жизни все что	1	1
83	одной и той	1	1
84	и в этом	1	1
85	ответ на это	2	1
