N	3gram	Voloshinov_1	Hudozhes
1	по отношению к	11	10
2	то же время	1	6
3	в то же	1	6
4	более или менее	1	5
5	с другой стороны	2	5
6	в том что	4	5
7	с точки зрения	2	3
8	одно и то	2	3
9	и то же	2	3
10	в конечном счете	1	3
11	тем не менее	3	3
12	можно сказать что	5	3
13	в этом смысле	1	3
14	мы имеем дело	1	2
15	в том и	1	2
16	искусства может быть	1	2
17	отношению к герою	1	2
18	в основе своей	1	2
19	в противном случае	1	2
20	в коем случае	1	2
21	до известной степени	2	2
22	в значительной степени	1	2
23	ни в коем	1	2
24	с одной стороны	2	2
25	в свою очередь	1	2
26	внутренней и внешней	1	2
27	в русской литературе	1	2
28	и прежде всего	1	2
29	сама по себе	1	2
30	к автору и	2	1
31	притом двустороннюю позицию	1	1
32	в виду не	1	1
33	занимать особую притом	1	1
34	незаместимое место в	1	1
35	одним и тем	1	1
36	имеем в виду	2	1
37	нем по отношению	1	1
38	подобно тому как	1	1
39	в настоящее время	2	1
40	творчества он должен	1	1
41	и для него	1	1
42	и для других	2	1
43	художественное произведение взятое	1	1
44	в зависимости от	2	1
45	в нем по	1	1
46	бы то ни	3	1
47	только то что	1	1
48	лингвистической точки зрения	1	1
49	художественного творчества он	1	1
50	художественного произведения с	1	1
51	точки зрения не	1	1
52	для него не	1	1
53	событии художественного творчества	1	1
54	и в пространстве	1	1
55	по крайней мере	1	1
56	жизни за пределами	1	1
57	может быть и	3	1
58	позицию по отношению	1	1
59	свое незаместимое место	1	1
60	во внутренней речи	1	1
61	не совпадает с	1	1
62	в художественном произведении	3	1
63	то ни было	3	1
64	к вопросу о	1	1
65	и его носителя	1	1
66	место в событии	1	1
67	отношению к которому	1	1
68	он должен занимать	1	1
69	и по отношению	3	1
70	отношению к автору	1	1
71	имеем дело с	1	1
72	на второй план	1	1
73	они не входят	1	1
74	так же как	1	1
75	автору и по	1	1
76	в то время	1	1
77	в частности в	1	1
78	позицию в нем	1	1
79	случае мы имеем	1	1
80	при этом особенно	1	1
81	в нашем примере	7	1
82	в истории литературы	1	1
83	о том что	1	1
84	этой точки зрения	3	1
85	никогда не бывает	1	1
86	включает в себя	1	1
87	между тем это	1	1
88	он еще не	1	1
89	двустороннюю позицию в	1	1
90	мы имеем в	1	1
91	бы они ни	1	1
92	они ни были	1	1
93	в событии художественного	1	1
94	тех или иных	1	1
95	в отношении к	2	1
96	и тем же	1	1
97	должен занимать особую	1	1
98	особую притом двустороннюю	1	1
99	не может быть	7	1
100	к нему как	1	1
101	как и в	1	1
102	к тому же	1	1
