N	3gram	Tiupa_Anal_2	Psycholo
1	в том что	6	17
2	в самом деле	1	11
3	с точки зрения	2	10
4	заключается в том	1	10
5	не может быть	1	8
6	так же точно	1	7
7	на то что	2	6
8	то же самое	1	6
9	в этом отношении	3	5
10	можно было бы	2	4
11	в данном случае	5	4
12	тем не менее	3	4
13	о том что	6	4
14	и в самом	2	4
15	сами по себе	1	3
16	точно так же	1	3
17	то что она	1	3
18	в конечном счете	2	3
19	в отношении к	1	3
20	состоит в том	4	2
21	подобно тому как	3	2
22	те же самые	1	2
23	как и в	3	2
24	на этот вопрос	1	2
25	и тем что	1	2
26	и то что	2	2
27	самое что и	1	2
28	тому или иному	1	2
29	одни и те	1	2
30	этой точки зрения	1	2
31	то же время	2	2
32	же самое что	1	2
33	в свою очередь	1	2
34	того или иного	3	2
35	и те же	1	2
36	с другой стороны	2	2
37	в то же	2	2
38	к тому что	1	2
39	же точно и	1	2
40	не в состоянии	1	1
41	а между тем	1	1
42	что иное как	1	1
43	литературного произведения как	1	1
44	в данный момент	1	1
45	и даже не	1	1
46	в этом смысле	2	1
47	может быть признано	1	1
48	никак не может	1	1
49	свидетельствует о том	1	1
50	он не только	1	1
51	крайней мере в	1	1
52	в этом случае	4	1
53	в таком случае	2	1
54	бы можно было	1	1
55	но и на	1	1
56	в отличие от	2	1
57	но и в	1	1
58	только то что	1	1
59	к игре и	1	1
60	лишь материал для	1	1
61	и во всех	1	1
62	в противном случае	1	1
63	с этой точки	1	1
64	по крайней мере	3	1
65	не имеет никаких	1	1
66	одно и то	1	1
67	в несколько ином	1	1
68	едва ли не	2	1
69	приводит к тому	1	1
70	а не только	2	1
71	при этом сами	1	1
72	в противоречие с	1	1
73	с одной стороны	4	1
74	и все его	1	1
75	и тот же	1	1
76	только частный случай	1	1
77	исходит из самого	1	1
78	не в самом	1	1
79	должна была бы	1	1
80	и то же	1	1
81	имеем дело с	1	1
82	как и на	1	1
83	в связи с	1	1
84	в литературном произведении	1	1
85	которые могут быть	1	1
86	ответ на этот	1	1
87	в свое время	1	1
88	друг с другом	1	1
89	более или менее	1	1
90	есть не что	1	1
91	к тому или	1	1
92	том смысле что	1	1
93	дело не с	1	1
94	как нельзя лучше	1	1
95	и тем самым	2	1
96	не только не	2	1
97	не только на	1	1
98	можно сказать что	1	1
99	и должны быть	1	1
100	на всем протяжении	1	1
101	в том смысле	1	1
102	не что иное	1	1
103	ли он в	1	1
