N	4gram	Losev_Vlad_2	Problema
1	не говоря уже о	2	4
2	или по крайней мере	2	3
3	не что иное как	1	3
4	по крайней мере в	1	2
5	уже с самого начала	1	2
6	также и то что	1	2
7	может быть самым разнообразным	1	2
8	заключается в том что	2	2
9	в связи с этим	1	2
10	и тем не менее	1	1
11	но тем не менее	1	1
12	и в связи с	1	1
13	что бы то ни	1	1
14	точно так же и	1	1
15	а может быть и	1	1
16	в самом деле если	1	1
17	в то время как	1	1
18	так или иначе но	1	1
19	взятое само по себе	1	1
20	что же это за	1	1
21	все больше и больше	1	1
22	этому необходимо прибавить еще	1	1
23	во что бы то	1	1
24	содержит в себе в	1	1
25	дело заключается в том	1	1
26	бы то ни стало	1	1
27	и в то же	1	1
28	в свое время в	1	1
29	как раз и является	1	1
