N	2gram	Propp_Isto_6	Problemy
1	и в	26	46
2	то есть	1	40
3	и не	10	27
4	может быть	11	23
5	не может	6	19
6	как бы	4	19
7	в нем	8	17
8	в этом	12	16
9	не только	10	14
10	перед нами	2	12
11	как мы	4	12
12	но и	9	12
13	как и	5	12
14	и на	12	11
15	точки зрения	1	11
16	в одном	3	11
17	а не	2	11
18	не в	3	10
19	между ними	1	10
20	и к	1	9
21	в его	5	9
22	в том	12	9
23	вовсе не	2	9
24	прежде всего	4	9
25	до сих	4	8
26	сих пор	4	8
27	или в	3	8
28	еще не	9	7
29	в себе	3	7
30	и с	6	7
31	то же	5	6
32	никогда не	13	6
33	и он	4	6
34	хотя и	1	6
35	но в	7	6
36	к одному	1	6
37	ни в	2	6
38	что я	1	6
39	но это	4	6
40	и его	7	6
41	живет на	2	6
42	в него	3	6
43	что он	9	6
44	только в	5	6
45	есть в	1	6
46	друг друга	1	6
47	к себе	2	6
48	все это	1	6
49	к другому	1	5
50	в котором	1	5
51	с его	4	5
52	во всех	1	5
53	по отношению	2	5
54	нам кажется	2	5
55	при этом	3	5
56	это не	4	5
57	в жизни	1	5
58	в то	5	5
59	и сам	2	5
60	о том	7	5
61	к нему	1	5
62	если мы	1	5
63	мы находим	2	5
64	так как	18	5
65	у него	7	5
66	с другом	1	5
67	друг с	1	5
68	отношению к	2	5
69	жизни и	2	5
70	например в	7	4
71	мы не	6	4
72	но не	2	4
73	как в	6	4
74	все же	8	4
75	кроме того	3	4
76	знаю что	1	4
77	все эти	8	4
78	он не	2	4
79	людей и	2	4
80	таким образом	12	4
81	и наконец	3	4
82	он и	2	4
83	том что	10	4
84	в этих	2	4
85	своего рода	2	4
86	этих двух	1	4
87	потому что	13	4
88	здесь не	2	4
89	приводит к	1	4
90	так и	5	4
91	по мере	1	4
92	и здесь	1	4
93	и других	3	4
94	можно сказать	2	4
95	же и	1	4
96	уже не	7	4
97	уже в	1	4
98	к ним	1	4
99	мы можем	7	4
100	еще и	1	4
101	превращается в	7	4
102	очень часто	5	4
103	и нет	1	4
104	то что	6	4
105	не знает	1	4
106	что в	12	4
107	но эти	2	4
108	том числе	1	4
109	одним из	1	3
110	также и	1	3
111	и это	8	3
112	между двумя	1	3
113	здесь и	2	3
114	и до	2	3
115	почти всегда	3	3
116	мы уже	6	3
117	мы имеем	14	3
118	всех его	2	3
119	ни у	1	3
120	и о	1	3
121	то это	5	3
122	отношение к	1	3
