N	3gram	Losev_Vlad_3	Dialekti
1	с точки зрения	6	9
2	не есть ни	1	9
3	в том что	10	9
4	что иное как	1	8
5	не что иное	1	8
6	это значит что	6	7
7	ровно ничего не	1	6
8	не может быть	6	6
9	то же время	2	6
10	в то же	3	6
11	сама по себе	1	5
12	для того чтобы	1	5
13	в этом смысле	3	4
14	само по себе	3	4
15	это и есть	1	4
16	ничего не говорит	4	4
17	ни в каком	2	4
18	не говоря уже	1	3
19	есть прежде всего	2	3
20	не говорит о	2	3
21	и в этом	5	3
22	той или другой	1	3
23	что это есть	2	3
24	на то что	2	3
25	имеет ничего общего	2	2
26	о том как	1	2
27	и в то	2	2
28	хотя бы и	3	2
29	сам по себе	2	2
30	не имеет никакого	1	2
31	это учение о	2	2
32	точно так же	4	2
33	с этой точки	1	2
34	то и другое	1	2
35	ничего общего с	2	2
36	по себе вне	1	2
37	имеет никакого отношения	1	2
38	этой точки зрения	1	2
39	иметь в виду	2	2
40	не имеет ничего	2	2
41	мы видим что	1	2
42	тем не менее	9	2
43	никакого отношения к	3	2
44	в сравнении с	2	2
45	в течение всего	1	2
46	но ясно что	1	1
47	в каком же	1	1
48	вне всякого становления	1	1
49	не может не	1	1
50	что в этом	2	1
51	сказать что в	1	1
52	дело в том	5	1
53	должны сказать что	2	1
54	из этих трех	2	1
55	что перед нами	1	1
56	это ровно ничего	1	1
57	каком смысле не	1	1
58	можно только при	2	1
59	в себе не	1	1
60	только тот кто	1	1
61	значит что есть	2	1
62	нет и никакого	1	1
63	же как и	1	1
64	самом же деле	2	1
65	и не только	1	1
66	на первый план	2	1
67	и то в	1	1
68	и то и	1	1
69	мы говорим это	1	1
70	в отличие от	3	1
71	также и то	3	1
72	нами не просто	1	1
73	на самом же	2	1
74	в себе и	2	1
75	знания и бытия	1	1
76	с тем что	1	1
77	в основе своей	1	1
78	почти все они	1	1
79	же возникает вопрос	1	1
80	и не в	1	1
81	и вовсе не	1	1
82	в философии и	1	1
83	в том случае	3	1
84	то в чем	2	1
85	возникает вопрос о	1	1
86	и тем не	1	1
87	и то что	4	1
88	она должна быть	1	1
89	говорить не о	1	1
90	а это значит	1	1
91	можно найти в	1	1
92	не есть только	1	1
93	принимая во внимание	1	1
94	в это время	2	1
95	нет ровно никакого	1	1
96	а не только	2	1
97	содержит в себе	4	1
98	в данном случае	2	1
99	если бы мы	1	1
100	все живое и	1	1
101	не только в	1	1
102	я не стану	1	1
103	это было бы	1	1
104	в конце концов	5	1
105	таким образом есть	1	1
106	становится ясным что	1	1
107	можно сказать так	1	1
108	но это будет	1	1
109	и никакой диалектики	1	1
110	ясно что в	1	1
111	так или иначе	2	1
112	в течение всей	1	1
113	в связи с	2	1
114	в инобытие и	1	1
115	в виду что	1	1
116	хотя бы на	1	1
117	лишь в том	1	1
118	и так как	1	1
119	иной раз даже	1	1
120	так же невозможно	1	1
121	не входя в	1	1
122	почему же это	1	1
123	не раз что	1	1
124	если мы будем	1	1
125	указать на то	1	1
126	и веры и	1	1
127	не мог не	1	1
128	переход в инобытие	1	1
129	и ни в	1	1
130	а вместе с	1	1
131	каком отношении не	1	1
132	вовсе не есть	2	1
133	легко мог бы	1	1
134	имел в виду	1	1
135	а не просто	1	1
136	уже не просто	1	1
137	значит что тут	1	1
138	в этом случае	1	1
139	мы должны сказать	1	1
140	о том что	8	1
141	и вместе с	2	1
142	не говорим о	1	1
143	не только не	1	1
144	но никак не	1	1
145	вопрос о том	1	1
146	в себя и	1	1
147	включает в себя	1	1
148	с другой стороны	2	1
149	может и не	1	1
150	сказать что этот	1	1
151	в каком смысле	1	1
152	точки зрения она	1	1
153	в свете этой	1	1
154	кроме того в	1	1
155	в каком отношении	1	1
156	только потому и	1	1
157	перед нами не	1	1
158	ничего принципиально нового	1	1
159	мы только что	1	1
160	том случае если	2	1
161	той или иной	1	1
162	истории и в	1	1
163	он еще не	1	1
164	и не видно	1	1
