N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	24
2	до сих пор	1	5
3	с другой стороны	4	4
4	не может быть	11	4
5	что иное как	1	3
6	в данном случае	4	3
7	в некоторых случаях	1	3
8	по сравнению с	1	3
9	на то что	1	3
10	не что иное	1	3
11	дает нам право	1	2
12	то же самое	2	2
13	в таких случаях	1	2
14	что в некоторых	1	2
15	не только в	2	2
16	смысле этого слова	1	2
17	т д мы	1	2
18	так и в	2	2
19	в другом случае	1	2
20	в связи с	1	2
21	тем не менее	3	2
22	на этот вопрос	1	2
23	и может быть	1	1
24	и в таких	1	1
25	подобно тому как	1	1
26	но и во	1	1
27	но этот момент	1	1
28	и как мы	1	1
29	имеется в виду	1	1
30	и не может	2	1
31	но и в	2	1
32	как мы увидим	3	1
33	данном случае к	1	1
34	с ними в	1	1
35	в основе своей	3	1
36	от него он	1	1
37	и др в	2	1
38	может быть только	3	1
39	и в других	1	1
40	может быть и	1	1
41	о том как	1	1
42	превращает его в	1	1
43	то время как	1	1
44	формы и только	1	1
45	в иных случаях	3	1
46	если бы мы	1	1
47	таким образом и	1	1
48	в меньшей степени	1	1
49	мы здесь не	2	1
50	в том как	1	1
51	здесь не может	1	1
52	не могут быть	2	1
53	свою связь с	1	1
54	еще ждет своего	1	1
55	не в том	1	1
56	не все а	1	1
57	в наши задачи	1	1
58	можно найти в	1	1
59	есть не что	1	1
60	его связь с	1	1
61	в то время	1	1
62	это и есть	1	1
63	и тем самым	2	1
64	можно показать что	1	1
65	можно сказать что	2	1
66	к нему с	1	1
67	в большинстве случаев	5	1
68	на этом явлении	1	1
69	к тому что	1	1
70	в узком смысле	1	1
71	как и в	1	1
