N	2gram	Tiupa_Lite_1	Myshleni
1	в том	16	33
2	том что	14	27
3	точки зрения	6	26
4	то что	10	20
5	в этом	12	19
6	с точки	2	18
7	того что	6	17
8	мышления и	2	16
9	не только	24	15
10	и в	8	15
11	таким образом	3	14
12	что в	3	14
13	человеческой речи	1	12
14	и т.д	1	12
15	что он	5	12
16	в самом	3	11
17	мы не	1	10
18	в целом	8	10
19	было бы	2	10
20	но и	17	10
21	мы можем	1	10
22	в сущности	2	9
23	в своем	11	9
24	о том	2	9
25	связи с	6	9
26	может быть	13	9
27	не может	5	9
28	не является	2	9
29	не в	8	8
30	никогда не	4	8
31	казалось бы	5	8
32	так и	4	8
33	если бы	1	8
34	и что	1	8
35	к действительности	1	8
36	едва ли	1	7
37	на основе	1	7
38	он не	1	7
39	к тому	2	7
40	и т.п	4	7
41	тот же	1	7
42	с одной	2	7
43	потому что	3	7
44	мы знаем	1	7
45	одной стороны	2	7
46	как бы	7	7
47	и не	12	7
48	во всяком	3	7
49	как известно	1	6
50	самом деле	2	6
51	в зависимости	1	6
52	зависимости от	1	6
53	по отношению	3	6
54	в этой	4	6
55	как он	2	6
56	на то	1	6
57	как и	6	6
58	всяком случае	2	6
59	в отношении	1	6
60	как мы	1	6
61	в виду	3	6
62	но в	3	6
63	по своей	3	6
64	по этому	2	6
65	если мы	1	6
66	вовсе не	1	6
67	с другой	3	6
68	в частности	15	6
69	вместе с	1	6
70	как это	8	6
71	в связи	4	6
72	сказать что	1	6
73	показать что	1	5
74	то же	5	5
75	вопрос о	1	5
76	последнее время	1	5
77	уже в	5	5
78	приводит к	3	5
79	это не	4	5
80	тогда когда	1	5
81	во всей	1	5
82	можно было	2	5
83	и даже	3	5
84	друг друга	4	5
85	и др	3	5
86	по существу	1	5
87	отношению к	2	5
88	все что	1	5
89	из того	2	4
90	хотя бы	2	4
91	что его	3	4
92	с его	5	4
93	из этих	2	4
94	конечном счете	4	4
95	как в	5	4
96	все же	4	4
97	могли бы	1	4
98	в которой	1	4
99	в последнее	1	4
100	в них	1	4
101	несмотря на	3	4
