N	3gram	Vinokur_Ku_2	Problemy
1	то же время	3	10
2	в то же	3	10
3	на самом деле	2	9
4	с самого начала	1	8
5	во всяком случае	5	4
6	и прежде всего	1	4
7	в этом смысле	5	3
8	и в самом	2	3
9	бы то ни	1	3
10	то ни было	1	3
11	в конце концов	3	3
12	с другой стороны	7	3
13	не может быть	4	3
14	к тому же	1	3
15	смысле этого слова	1	2
16	то что я	1	2
17	с точки зрения	8	2
18	сам по себе	1	2
19	в отличие от	2	2
20	по себе и	1	2
21	к тому чтобы	1	2
22	можно было бы	9	2
23	ни одного слова	1	2
24	что все это	1	2
25	и не в	1	2
26	и все это	1	2
27	но все же	2	2
28	я не хочу	1	2
29	в большинстве случаев	1	2
30	в сущности не	1	2
31	в том что	10	2
32	как мы знаем	1	2
33	все более и	1	1
34	сплошь да рядом	2	1
35	дело в том	1	1
36	а прежде всего	1	1
37	в виде отдельных	1	1
38	что и это	1	1
39	в самом деле	7	1
40	но даже и	2	1
41	в том и	1	1
42	может и не	1	1
43	потому что я	1	1
44	в этом случае	2	1
45	сих пор еще	1	1
46	да и то	1	1
47	знает что он	1	1
48	до сих пор	1	1
49	и в других	1	1
50	слова которое не	1	1
51	вместе с тем	2	1
52	что он не	1	1
53	мы должны признать	1	1
54	мы могли бы	1	1
55	а так как	1	1
56	было бы привести	2	1
57	это вовсе не	1	1
58	том или ином	1	1
59	мысль и речь	1	1
60	по крайней мере	6	1
61	но не до	1	1
62	главным образом в	1	1
63	и то что	1	1
64	и у других	1	1
65	может быть и	1	1
66	из уст в	1	1
67	к тому что	1	1
68	в значительной степени	1	1
69	то время как	1	1
70	в том или	1	1
71	отвечает на вопрос	1	1
72	в данном случае	1	1
73	что на самом	1	1
74	тем что он	2	1
75	в противоречии с	1	1
76	и все его	1	1
77	пор еще не	1	1
78	хотя и с	1	1
79	было бы так	1	1
80	не только для	1	1
81	в большей или	3	1
82	или меньшей степени	3	1
83	что я не	3	1
84	прежде всего в	1	1
85	как впрочем и	1	1
86	не может и	1	1
87	уже с самого	1	1
88	в нем есть	1	1
89	том и в	1	1
90	и в том	2	1
91	уст в уста	1	1
92	потому что они	1	1
93	в свое время	2	1
94	что же это	1	1
95	что же такое	1	1
96	но эти слова	1	1
97	в то время	1	1
98	и с этой	1	1
99	как и в	1	1
100	совершается в пределах	1	1
101	большей или меньшей	3	1
102	но только в	1	1
103	в свою очередь	2	1
104	и не даром	1	1
105	и не должен	1	1
106	о том что	1	1
107	но и для	1	1
108	себе и не	1	1
109	более и более	1	1
110	но так же	1	1
111	по его мнению	1	1
112	наконец еще один	1	1
113	еще один пример	1	1
114	можно сказать что	2	1
115	который не может	1	1
116	они ни были	1	1
117	тем не менее	5	1
118	этого слова и	1	1
119	что же? все	1	1
120	сама по себе	1	1
121	и это определение	1	1
122	по сравнению со	1	1
123	как мы видели	1	1
124	могли бы сказать	1	1
125	для того чтобы	8	1
126	должны признать что	1	1
127	что это действительно	1	1
128	уже не в	1	1
129	в этом отношении	3	1
130	с первого же	2	1
131	и в другом	2	1
