N	3gram	Bakhtin_Fr_3	StatiiOP
1	в том что	1	16
2	о том что	2	11
3	в этом отношении	2	9
4	до сих пор	4	5
5	для того чтобы	3	5
6	дело в том	1	4
7	выхода в свет	1	4
8	в одном из	1	3
9	с другой стороны	1	3
10	во всяком случае	1	3
11	с самого начала	1	3
12	в другом месте	1	2
13	том что в	1	2
14	говорит об этом	2	2
15	в том же	2	2
16	с точки зрения	1	2
17	в отличие от	3	2
18	бы то ни	1	2
19	как раз в	2	2
20	в значительной степени	2	2
21	века и в	2	2
22	то ни было	1	2
23	и в этом	1	2
24	то что он	1	2
25	но все же	1	2
26	за то что	1	2
27	но как раз	1	1
28	в своем романе	2	1
29	в комментариях к	1	1
30	одним и тем	1	1
31	на самом деле	3	1
32	в настоящее время	1	1
33	чем он думал	1	1
34	находим и в	2	1
35	в той же	4	1
36	об этом в	1	1
37	большую роль в	1	1
38	и в другом	1	1
39	и др в	1	1
40	и в области	1	1
41	в последних двух	1	1
42	в данном случае	2	1
43	и тем же	1	1
44	в высшей степени	1	1
45	на иностранные языки	1	1
46	по сравнению с	2	1
47	и вместе с	1	1
48	существенно связан с	1	1
49	в связи с	4	1
50	полным правом можно	1	1
51	поэтому и в	2	1
52	вместо того чтобы	1	1
53	в свое время	1	1
54	вряд ли можно	1	1
55	по отношению к	2	1
56	то же время	6	1
57	но также и	1	1
58	заключается в том	1	1
59	в том чтобы	1	1
60	имея в виду	1	1
61	в свою очередь	1	1
62	в этом случае	1	1
63	и в особенности	1	1
64	в то же	6	1
65	можно судить по	1	1
66	с полным правом	1	1
67	в том числе	3	1
68	настоящее время можно	1	1
69	что в ней	1	1
70	как мы видели	2	1
71	внимание только на	1	1
