N	2gram	Bakhtin_Fr_3	Istorich
1	и в	40	28
2	и т	1	25
3	может быть	9	25
4	а не	5	15
5	не может	3	15
6	никогда не	1	14
7	мы имеем	1	13
8	то же	7	12
9	не только	13	12
10	что в	12	12
11	мы видим	5	11
12	только в	3	11
13	мы не	2	10
14	все же	2	10
15	и что	1	10
16	что он	2	10
17	мы увидим	2	10
18	но и	11	10
19	прежде всего	16	10
20	не в	1	9
21	так и	3	9
22	о том	4	9
23	то что	5	9
24	видим что	1	9
25	в том	8	9
26	и не	13	9
27	в этом	15	8
28	но в	8	8
29	что это	1	8
30	таким образом	10	8
31	не всегда	1	8
32	если бы	3	8
33	в ней	4	7
34	здесь мы	2	7
35	это не	2	7
36	еще не	3	7
37	и здесь	4	7
38	и др	7	7
39	так же	1	7
40	том что	4	7
41	было бы	4	7
42	в этих	6	7
43	а в	3	7
44	в этой	3	6
45	о смерти	1	6
46	его в	1	6
47	так например	1	6
48	для изучения	1	6
49	не менее	2	6
50	что и	3	6
51	так как	4	6
52	с другой	2	6
53	вместе с	3	6
54	когда он	1	6
55	видно что	4	6
56	например в	2	5
57	что они	1	5
58	в своем	7	5
59	их в	3	5
60	дело не	3	5
61	на основе	2	5
62	в дальнейшем	2	5
63	можно было	3	5
64	в его	13	5
65	что здесь	1	5
66	но не	2	5
67	в качестве	1	5
68	в одном	7	5
69	до сих	4	5
70	сих пор	4	5
71	или в	1	5
72	не знает	1	5
73	сказать что	3	5
74	другой стороны	1	5
75	ее в	1	5
76	и даже	4	4
77	и для	5	4
78	и на	8	4
79	между собой	1	4
80	с этим	2	4
81	представляет собой	1	4
82	все эти	8	4
83	но все	3	4
84	об этом	3	4
85	и с	8	4
86	с тем	1	4
87	как и	11	4
88	даже в	4	4
89	в основе	5	4
90	связи с	6	4
91	должны быть	2	4
92	здесь не	3	4
93	в пределах	1	4
94	так в	4	4
95	другими словами	3	4
96	того что	1	4
97	с одной	1	4
98	потому что	2	4
99	так что	1	4
100	мы знаем	2	4
101	а именно	1	4
102	превращается в	1	4
103	один из	4	4
104	связь с	6	4
105	там где	3	4
106	как будто	1	4
107	все это	4	4
108	в связи	5	4
109	хотя бы	2	4
110	но это	3	4
111	но оно	1	4
112	и другие	2	4
113	они не	3	4
114	также и	4	3
115	исходит из	1	3
116	не совсем	1	3
117	и он	1	3
118	видели что	1	3
119	по отношению	3	3
120	перед нами	1	3
121	при этом	3	3
122	не как	1	3
123	и по	1	3
124	на этом	2	3
125	это конечно	1	3
126	в другом	3	3
127	из них	4	3
128	не с	1	3
129	показывает что	1	3
130	этот материал	1	3
131	во время	8	3
132	нас не	1	3
133	в котором	2	3
134	в их	4	3
135	и эти	1	3
136	по себе	1	3
137	раз и	1	3
138	в то	6	3
139	дело в	2	3
140	этого явления	2	3
141	очень часто	2	3
142	как мы	10	3
143	в образе	1	3
144	для этого	3	3
145	с того	2	3
146	связь между	3	3
147	в современной	1	3
148	во всем	3	3
149	в стороне	1	3
150	и его	17	3
151	в начале	3	3
152	и их	1	3
153	представлений о	1	3
154	тем что	3	3
155	в форме	2	3
156	эти формы	1	3
157	именно в	2	3
158	мы еще	6	3
159	как это	1	3
160	из которых	1	3
161	в книге	2	3
162	будто бы	1	3
163	в целях	1	3
164	отношению к	2	3
165	отношения к	1	2
166	одним из	2	2
167	и потому	4	2
168	оно может	1	2
