N	3gram	Medvedev_F_1	Vladivir
1	в том что	1	7
2	в этом смысле	1	4
3	то же время	8	4
4	в то же	8	4
5	более или менее	6	3
6	с другой стороны	1	3
7	не может быть	5	3
8	но даже и	1	2
9	как раз и	1	2
10	и в то	1	2
11	как мы увидим	2	2
12	и в частности	2	2
13	в том чтобы	2	2
14	в связи со	2	2
15	во всяком случае	4	2
16	тем не менее	1	2
17	что и в	1	2
18	и т д	8	2
19	нет и не	2	1
20	с ним на	1	1
21	науке и философии	1	1
22	не говоря уже	1	1
23	во всем своем	1	1
24	в настоящее время	10	1
25	не выходя за	1	1
26	так и не	1	1
27	они ничего не	1	1
28	самом же деле	1	1
29	и не может	2	1
30	говоря уже о	1	1
31	бы то ни	3	1
32	на самом же	1	1
33	в то что	1	1
34	духовной атмосферы в	1	1
35	вместе с тем	1	1
36	факт когда он	1	1
37	в это время	1	1
38	в этом первом	1	1
39	в целом и	1	1
40	но в то	2	1
41	то ни было	1	1
42	и тогда как	1	1
43	с одной стороны	4	1
44	смысле этого слова	3	1
45	в связи с	2	1
46	а также и	1	1
47	и в этом	2	1
48	так или иначе	1	1
49	и с позитивизмом	2	1
50	том чтобы установить	1	1
51	на первом плане	1	1
52	мы уже знаем	1	1
53	до настоящего времени	2	1
54	что касается до	1	1
55	это конечно не	1	1
56	и в том	1	1
57	потому что никаких	1	1
58	до тех пор	1	1
59	раз и навсегда	1	1
60	вовсе не есть	1	1
61	заключается в том	1	1
62	так и в	4	1
63	в свою очередь	6	1
64	и тем самым	1	1
65	не только не	2	1
66	но отнюдь не	1	1
67	же время и	1	1
68	друг друга не	1	1
69	к тому что	1	1
70	атмосферы в которой	1	1
71	ум в г	1	1
72	не в этом	1	1
73	в жизни и	1	1
74	в этом отношении	1	1
