N	3gram	Bakhtin_sl_2	Myshleni
1	мышления и речи	2	31
2	с точки зрения	3	18
3	для того чтобы	2	15
4	в том что	4	15
5	с другой стороны	1	9
6	с одной стороны	5	8
7	с самого начала	1	8
8	по отношению к	4	7
9	как уже сказано	2	6
10	о том что	1	6
11	в собственном смысле	3	5
12	не может быть	15	5
13	до сих пор	2	4
14	в этом отношении	3	4
15	на то что	1	3
16	во всяком случае	2	3
17	и речи в	1	3
18	в свою очередь	2	3
19	том что в	1	2
20	в какой мере	1	2
21	том что он	1	2
22	влечет за собой	1	2
23	на первый план	1	2
24	в зависимости от	4	2
25	между этими двумя	1	2
26	то же время	4	2
27	в значительной степени	6	2
28	все более и	1	2
29	тем и другим	1	2
30	более и более	1	2
31	речь идет о	1	2
32	в то же	4	2
33	человеческой речи является	1	1
34	а следовательно и	1	1
35	которых мы говорили	1	1
36	время от времени	1	1
37	в чем же	1	1
38	по самому своему	1	1
39	большей или меньшей	1	1
40	для всех его	1	1
41	для правильной оценки	1	1
42	и все остальные	1	1
43	и до конца	1	1
44	свое выражение в	1	1
45	и не может	1	1
46	и в то	1	1
47	что он не	1	1
48	в отличие от	12	1
49	но и в	1	1
50	и др то	1	1
51	хотя и не	1	1
52	том числе и	1	1
53	на каждом шагу	2	1
54	жизни и в	1	1
55	одной стороны и	3	1
56	основным и наиболее	1	1
57	которого может быть	1	1
58	как и вся	1	1
59	не с помощью	1	1
60	бы и не	1	1
61	в ту же	1	1
62	одним из главных	1	1
63	к сожалению не	1	1
64	не только в	2	1
65	однако и здесь	1	1
66	речь как бы	1	1
67	тот факт что	2	1
68	и те теоретические	1	1
69	в себе как	1	1
70	между тем именно	1	1
71	не только как	1	1
72	и даже по	1	1
73	друг к другу	1	1
74	в целом ряде	1	1
75	есть не только	1	1
76	о которых мы	1	1
77	все то что	1	1
78	мы видели что	1	1
79	той же идеи	1	1
80	мы не можем	1	1
81	в его понимании	1	1
82	лежащую в основе	1	1
83	относящихся сюда явлений	1	1
84	не только не	1	1
85	но все же	4	1
86	один из важнейших	2	1
87	как мы уже	2	1
88	в том числе	1	1
89	между словом и	3	1
90	сама по себе	3	1
91	и т д	2	1
92	тем не менее	1	1
93	во всем его	1	1
94	как и в	1	1
95	она не может	1	1
96	и представить себе	1	1
97	и с другой	1	1
98	той или иной	5	1
99	может не только	1	1
