N	2gram	Propp_Isto_1	Problema
1	то что	9	38
2	вовсе не	2	37
3	и не	9	37
4	и в	28	35
5	не есть	2	33
6	не только	12	24
7	сказать что	5	24
8	том что	7	19
9	что такое	2	18
10	у нас	1	18
11	о том	9	18
12	может быть	25	18
13	в этом	8	17
14	но и	10	16
15	такого рода	1	15
16	в языке	1	15
17	что мы	7	14
18	только в	11	14
19	не менее	6	13
20	потому что	4	13
21	не может	15	13
22	и что	10	13
23	во всяком	1	13
24	также и	3	12
25	тем не	6	12
26	того что	4	12
27	в том	9	12
28	хотя бы	4	12
29	не просто	3	11
30	никак не	1	11
31	и даже	4	11
32	так что	4	11
33	прежде всего	10	11
34	что в	12	11
35	и то	1	10
36	говорить о	1	10
37	еще не	7	10
38	ничего не	2	10
39	и с	4	10
40	а не	15	10
41	да и	1	10
42	едва ли	1	9
43	в этой	6	9
44	пока еще	1	9
45	если мы	3	9
46	только на	1	9
47	что же	3	9
48	для нас	13	9
49	значение и	2	8
50	тут же	1	8
51	все же	10	8
52	по себе	3	8
53	есть только	3	8
54	ясно что	2	8
55	в виду	1	8
56	было бы	7	8
57	уже не	3	8
58	при помощи	2	8
59	как раз	2	8
60	только о	1	8
61	есть нечто	1	7
62	совсем не	1	7
63	все эти	4	7
64	тоже не	2	7
65	того или	1	7
66	мы не	10	7
67	в конце	1	7
68	так и	9	7
69	в его	5	7
70	так как	6	7
71	этом случае	1	7
72	и т	25	6
73	есть не	1	6
74	с другой	6	6
75	но как	1	6
76	а только	2	6
77	к сожалению	3	6
78	относится к	2	6
79	но в	8	6
80	на то	4	6
81	т д	22	6
82	был бы	2	6
83	можно ли	1	6
84	мы можем	1	6
85	как будто	4	6
86	когда мы	2	6
87	же самое	3	6
88	другими словами	4	6
89	в виде	2	6
90	в области	2	6
91	а именно	4	6
92	но это	4	6
93	и для	4	6
94	не существует	2	6
95	в то	3	6
96	то же	12	5
97	между собой	4	5
98	отнюдь не	1	5
99	с этим	4	5
100	в себе	2	5
101	этом смысле	1	5
102	но уже	2	5
103	как и	4	5
104	представление о	1	5
105	и более	1	5
106	раз и	3	5
107	связи с	4	5
108	будто бы	3	5
109	указывает на	2	5
110	и это	1	5
111	как мы	3	5
112	можно было	5	5
113	и на	4	5
114	с одной	4	5
115	одной стороны	4	5
116	еще и	2	5
117	что не	2	5
118	другой стороны	5	5
119	уже давно	1	5
120	в частности	2	5
121	так же	7	5
122	кроме того	1	5
123	в связи	4	5
124	и все	1	5
125	или иного	1	5
126	на самом	1	4
127	и есть	1	4
128	что если	2	4
129	не вполне	2	4
130	никаких доказательств	1	4
131	но не	5	4
132	не все	4	4
133	в своем	5	4
134	и как	2	4
135	более или	5	4
136	что она	5	4
137	всех этих	2	4
138	их в	5	4
139	таким образом	8	4
140	и тем	2	4
141	которой он	1	4
142	между собою	1	4
143	на первый	2	4
144	или менее	5	4
145	в этих	7	4
146	но если	2	4
147	сама собой	1	4
148	не будем	5	4
149	собой и	1	4
150	в отношении	1	4
151	до сих	5	4
152	в каком	1	4
153	уже о	1	4
154	стороны и	1	4
155	не могут	2	4
156	все еще	1	4
157	говоря уже	1	4
158	если бы	8	4
159	и здесь	7	4
160	и только	2	4
161	значит что	1	4
162	тех пор	1	4
163	всякого рода	2	4
164	тот же	2	4
165	что он	10	4
166	не можем	3	4
167	то и	2	4
168	нами не	1	4
169	тем что	3	4
170	подобного рода	1	4
171	как бы	2	4
172	сих пор	5	4
173	все это	4	4
174	в результате	1	4
175	а в	7	4
176	до тех	1	4
177	не говоря	1	4
178	гораздо более	1	4
179	можно говорить	1	3
180	мы здесь	3	3
181	это и	1	3
182	и этот	1	3
183	в их	3	3
184	мы уже	1	3
185	вопрос о	5	3
186	что иное	1	3
187	но даже	1	3
188	то это	3	3
189	большей частью	2	3
190	мы еще	3	3
191	в нашем	1	3
192	только тогда	1	3
193	что они	5	3
194	в истории	1	3
195	нельзя было	1	3
196	просто как	1	3
197	хотя и	1	3
198	могли бы	3	3
199	не было	1	3
200	и к	1	3
201	только то	1	3
202	в целом	2	3
203	бы не	1	3
204	из этих	1	3
205	но ведь	1	3
206	и тот	2	3
207	быть только	1	3
208	при этом	3	3
209	и по	3	3
210	здесь мы	7	3
211	то ни	2	3
212	его в	6	3
213	с тем	4	3
214	несмотря на	1	3
215	в чистом	2	3
216	нас не	3	3
217	никто не	2	3
218	оказывается что	1	3
219	должны были	2	3
220	тому что	1	3
221	чистом виде	2	3
222	без его	1	3
223	в таких	2	3
224	с которой	1	3
225	как о	2	3
226	тогда когда	2	3
227	одна из	2	3
228	и притом	1	3
229	в основе	4	3
230	можно судить	1	3
231	не знаем	2	3
232	не знает	5	3
233	оно не	1	3
234	она не	1	3
235	с самого	2	3
236	на том	1	3
237	имеется в	1	3
238	мы в	2	3
239	для этого	3	3
240	иное как	1	3
241	внимание на	1	3
242	но мы	2	3
243	есть отражение	1	3
244	в значительной	1	3
245	нас в	2	3
246	в свете	2	3
247	один из	4	3
248	ли он	3	3
249	по этому	2	3
250	или даже	3	3
251	и их	3	3
252	пока не	2	3
253	для того	1	3
254	это будет	1	3
