N	3gram	Bakhtin_Fr_6	Vladivir
1	в том что	2	10
2	о том что	5	8
3	с точки зрения	2	6
4	вместе с тем	1	6
5	а также и	2	6
6	не может быть	1	6
7	более или менее	1	5
8	что же касается	1	5
9	в конце концов	1	5
10	дело в том	1	5
11	никогда не был	1	4
12	и то что	2	4
13	у него в	1	4
14	в то время	1	4
15	том что в	1	3
16	в настоящее время	1	3
17	на первом плане	1	3
18	с одной стороны	4	3
19	в то же	5	3
20	что и в	1	3
21	из этих трех	1	2
22	свидетельствует о том	1	2
23	одной стороны и	2	2
24	на первый план	3	2
25	сам по себе	1	2
26	на самом же	1	2
27	в этом отношении	3	2
28	а с другой	1	2
29	то в чем	1	2
30	в данном случае	2	2
31	в связи с	1	2
32	с другой стороны	2	2
33	самом же деле	1	2
34	в себе и	1	2
35	то же время	5	2
36	сказать что в	2	1
37	ровно ничего не	1	1
38	и не только	1	1
39	не только с	2	1
40	и так сказать	1	1
41	том что он	1	1
42	о том как	1	1
43	о том почему	1	1
44	до сих пор	3	1
45	мы не будем	1	1
46	в строгом смысле	1	1
47	а так как	1	1
48	только то что	1	1
49	как это было	1	1
50	также и все	1	1
51	и даже в	1	1
52	в основе своей	1	1
53	он не мог	1	1
54	и вовсе не	2	1
55	не подлежит никакому	1	1
56	в этой области	1	1
57	эти труды были	1	1
58	в дальнейшем на	1	1
59	не только в	1	1
60	подлежит никакому сомнению	1	1
61	в его время	1	1
62	него и в	1	1
63	и никак не	1	1
64	притом не только	1	1
65	говорить об этих	1	1
66	и потому не	1	1
67	все же не	1	1
68	если они не	1	1
69	то что он	1	1
70	в самом себе	1	1
71	все то что	4	1
72	потому что они	1	1
73	если мы будем	1	1
74	из самых существенных	1	1
75	но уже в	2	1
76	себе в своем	1	1
77	к которому принадлежал	1	1
78	в самом деле	4	1
79	той или иной	1	1
80	как раз на	1	1
81	заключается в том	1	1
82	можно предполагать что	1	1
83	именно то что	1	1
84	мы видим что	1	1
85	по этому вопросу	1	1
86	для того чтобы	1	1
87	нечего и говорить	1	1
