N	3gram	Tiupa_Narr_1	formyVre
1	то же время	4	9
2	в то же	4	6
3	и того же	1	5
4	одного и того	1	5
5	и в то	1	5
6	в связи с	2	5
7	для того чтобы	3	5
8	как раз в	2	4
9	в том числе	1	4
10	по отношению к	3	3
11	до сих пор	2	3
12	в этом отношении	3	3
13	одно и то	2	3
14	не могло быть	1	3
15	до нас в	1	3
16	в нем не	1	3
17	не может быть	4	3
18	и то же	2	3
19	но все же	1	2
20	дело в том	2	2
21	в соответствии с	4	2
22	же как и	1	2
23	как если бы	2	2
24	с точки зрения	1	2
25	и не только	1	2
26	не было и	2	2
27	в отличие от	2	2
28	друг на друга	2	2
29	но и в	2	2
30	на другой день	3	2
31	том числе и	1	2
32	не только в	6	2
33	с одной стороны	1	2
34	может быть и	1	2
35	жизни то есть	1	2
36	но для того	1	2
37	связи с этим	1	2
38	существенную роль в	1	2
39	той или иной	4	2
40	в том что	5	2
41	как и в	1	2
42	к тому же	5	2
43	раз в том	1	1
44	в стороне от	1	1
45	в той или	1	1
46	влияние не только	1	1
47	ему что он	1	1
48	в самом деле	2	1
49	так и его	1	1
50	в зависимости от	2	1
51	сами по себе	2	1
52	в той же	1	1
53	не входит в	1	1
54	как мы увидим	1	1
55	или иной степени	1	1
56	связанных между собой	1	1
57	у него нет	1	1
58	мы еще вернемся	1	1
59	если бы между	1	1
60	до известной степени	1	1
61	в значительной степени	1	1
62	в особенности в	1	1
63	в самом начале	1	1
64	в данном случае	8	1
65	между ними не	1	1
66	в первый раз	1	1
67	жизни но и	1	1
68	и как бы	1	1
69	в нашем случае	1	1
70	во всяком случае	2	1
71	в этом и	3	1
72	здесь не только	1	1
73	было и не	1	1
74	бросается в глаза	1	1
75	преступление и наказание	1	1
76	качестве одной из	1	1
77	и все же	2	1
78	на мировую литературу	1	1
79	она входит в	1	1
80	в свою очередь	2	1
81	и т.п в	1	1
82	на протяжении всего	1	1
83	о том что	2	1
84	то что не	1	1
85	но и на	2	1
86	и в самом	1	1
87	не только на	2	1
88	во времени и	6	1
89	но в этом	1	1
90	в качестве одной	1	1
91	перед нами был	1	1
92	ни единого слова	1	1
93	друг с другом	1	1
94	дело не только	1	1
95	времени и пространстве	6	1
96	мы уже знаем	1	1
97	во всех его	1	1
98	и не могло	1	1
