N	2gram	Berdyaev_N_1	Dialekti
1	не есть	3	47
2	и не	11	30
3	может быть	7	20
4	не только	5	19
5	и в	16	19
6	по себе	1	18
7	а не	17	16
8	в себе	2	15
9	что она	2	14
10	потому что	4	14
11	то что	4	14
12	в том	8	14
13	так как	1	14
14	и даже	2	14
15	но и	3	12
16	значит что	4	12
17	и все	4	12
18	есть всегда	1	11
19	в нем	5	10
20	ни в	6	10
21	как и	7	10
22	том что	2	10
23	сказать что	3	10
24	так и	2	10
25	это не	4	10
26	никогда не	6	9
27	времени и	2	9
28	же и	1	9
29	не может	16	9
30	мы уже	1	8
31	в этом	7	8
32	в своей	3	8
33	не в	6	8
34	она не	3	8
35	прежде всего	4	8
36	это есть	7	8
37	это значит	1	8
38	время как	2	7
39	и к	5	7
40	должно быть	4	7
41	как это	2	7
42	как будто	2	7
43	но это	6	7
44	что в	9	7
45	я не	2	6
46	в религии	2	6
47	но не	2	6
48	в то	2	6
49	что религия	1	6
50	не могу	1	6
51	что он	1	6
52	конечно не	3	6
53	что не	1	6
54	есть и	1	6
55	жизни и	8	6
56	и потому	4	5
57	и это	2	5
58	должна быть	3	5
59	говорить о	1	5
60	в силу	1	5
61	в одну	2	5
62	и его	1	5
63	и с	2	5
64	религия не	1	5
65	в виду	1	5
66	о том	4	5
67	и что	2	5
68	можно сказать	1	5
69	с другой	3	5
70	и пр	3	5
71	по своему	4	5
72	в смысле	2	5
73	в самом	1	5
74	только в	1	5
75	и есть	10	4
76	еще не	3	4
77	быть в	2	4
78	за пределы	3	4
79	в своем	1	4
80	в каком-то	1	4
81	он не	8	4
82	не больше	1	4
83	но он	1	4
84	все это	5	4
85	с ним	1	4
86	по своей	1	4
87	в каком	1	4
88	не могут	1	4
89	есть только	1	4
90	это конечно	1	4
91	в ее	3	4
92	и когда	1	4
93	к нему	1	4
94	и только	1	4
95	во времени	1	4
96	вопрос об	1	4
97	уже в	1	4
98	то время	1	4
99	от того	1	4
100	нельзя сказать	1	4
101	могут быть	2	4
102	том смысле	1	4
103	хотя бы	2	4
104	а в	2	4
105	другой стороны	2	4
106	же как	2	3
107	это и	2	3
108	вопрос о	3	3
109	и бытия	1	3
110	оно есть	1	3
111	это время	1	3
112	думаю что	1	3
113	в чем	1	3
114	себе и	1	3
115	время но	1	3
116	в этой	1	3
117	она сама	1	3
118	с этим	2	3
119	от этого	1	3
120	не значит	3	3
121	в глубину	1	3
122	это было	3	3
123	и мы	4	3
124	было бы	1	3
125	но я	2	3
126	в этих	1	3
127	что такое	3	3
128	но тут	1	3
129	сами по	1	3
130	и более	1	3
131	что этот	1	3
132	времени а	1	3
133	не менее	4	3
134	должны быть	1	3
135	и религии	1	3
136	уже не	2	3
137	нуждается в	1	3
138	все время	2	3
139	может иметь	1	3
140	он есть	1	3
141	будто бы	1	3
142	из них	1	3
143	и из	1	3
144	и их	1	3
145	не было	4	3
146	мы говорим	2	3
147	нет ни	1	3
148	в той	1	3
149	когда мы	2	3
150	в это	1	3
151	и от	2	3
152	или нет	1	3
153	они не	1	3
154	также что	1	2
155	человека и	3	2
156	связана с	2	2
157	он может	1	2
158	только потому	1	2
159	не во	4	2
160	от своих	1	2
161	как я	1	2
162	то это	1	2
163	как не	8	2
164	зависимости от	1	2
165	в ней	5	2
166	во всех	3	2
167	в истории	3	2
168	как в	3	2
169	и нет	1	2
170	но в	2	2
171	тут нет	1	2
172	в которой	1	2
173	все эти	2	2
174	но ведь	1	2
175	оно должно	1	2
176	но все	1	2
177	не будет	7	2
178	в мире	3	2
179	в жизни	5	2
180	с тем	3	2
181	во время	1	2
182	от религии	2	2
183	жизни с	1	2
184	в зависимости	1	2
185	их в	1	2
