N	2gram	Tiupa_Narr_1	Problema
1	и в	19	44
2	вовсе не	1	37
3	и не	20	35
4	не есть	3	35
5	то есть	19	34
6	может быть	25	28
7	по себе	5	25
8	потому что	1	25
9	то что	11	23
10	в том	18	21
11	только в	4	19
12	а не	12	18
13	в этом	17	17
14	также и	1	16
15	для нас	1	16
16	сказать что	4	16
17	когда мы	2	15
18	и то	1	14
19	не только	32	14
20	и даже	3	14
21	то же	4	13
22	не в	14	13
23	но в	6	12
24	том что	14	12
25	той или	4	12
26	не является	8	11
27	отнюдь не	5	10
28	так и	9	10
29	как и	7	10
30	тем не	3	10
31	не менее	3	10
32	некоторого рода	2	10
33	у нас	1	10
34	в виду	1	10
35	но и	23	10
36	не имеет	2	9
37	в нем	4	9
38	и с	4	9
39	это не	2	9
40	и тем	4	9
41	в то	3	9
42	в его	9	9
43	что и	1	9
44	что он	6	9
45	в данном	5	9
46	как бы	4	9
47	же самое	1	9
48	таким образом	1	9
49	и от	1	9
50	перед нами	4	8
51	в себе	8	8
52	он не	3	8
53	было бы	4	8
54	ни в	3	8
55	но это	1	8
56	и вообще	1	8
57	есть нечто	1	8
58	как раз	2	8
59	связи с	4	8
60	как мы	3	8
61	здесь не	4	8
62	того что	1	8
63	или иной	5	8
64	а именно	3	8
65	что мы	2	8
66	что в	3	8
67	это и	3	7
68	мы не	1	7
69	в связи	2	7
70	на самом	1	7
71	все эти	2	7
72	данном случае	4	7
73	с ним	1	7
74	с другой	8	7
75	уже не	5	7
76	не может	10	7
77	и потому	2	7
78	здесь только	1	7
79	сам по	1	6
80	в целом	1	6
81	все же	7	6
82	и к	1	6
83	о том	6	6
84	то ни	3	6
85	того или	2	6
86	никогда не	3	6
87	можно сказать	5	6
88	и только	2	6
89	сами по	2	6
90	мы можем	1	6
91	такого рода	7	6
92	нет ничего	1	6
93	жизни и	3	6
94	и есть	1	5
95	едва ли	1	5
96	есть не	1	5
97	еще не	7	5
98	что они	3	5
99	в своем	2	5
100	хотя и	3	5
101	тоже не	1	5
102	и сам	1	5
103	точки зрения	10	5
104	тем самым	6	5
105	как о	1	5
106	тех или	1	5
107	и его	5	5
108	которое мы	1	5
109	в ней	3	5
110	и здесь	1	5
111	крайней мере	1	5
112	то и	1	5
113	или даже	2	5
114	в конце	1	5
115	не было	2	5
116	по крайней	1	5
117	так же	2	5
118	как в	7	5
119	да и	4	5
120	этого слова	2	5
121	собственно говоря	1	5
122	а в	11	5
123	другой стороны	4	5
124	в таком	2	5
125	таком случае	2	4
126	не что	2	4
127	мы уже	1	4
128	что иное	2	4
129	он сам	2	4
130	иное как	2	4
131	бы то	3	4
132	в чем	1	4
133	но как	2	4
134	могли бы	1	4
135	при этом	9	4
136	образа и	1	4
137	на первый	2	4
138	дело в	1	4
139	и является	1	4
140	или иных	1	4
141	отличается от	4	4
142	в ее	3	4
143	языка и	2	4
144	можно было	2	4
145	ни с	1	4
146	тем что	3	4
147	нас в	1	4
148	дело здесь	1	4
149	или в	2	4
150	а также	7	4
151	совершенно не	2	4
152	отношения к	2	3
153	же как	3	3
154	то в	6	3
155	здесь и	2	3
156	и больше	1	3
157	часто бывает	1	3
158	говорить о	2	3
159	и ее	2	3
160	это же	1	3
161	там и	1	3
162	но не	5	3
163	в настоящем	1	3
164	в художественном	1	3
165	и как	5	3
166	в самом	1	3
167	что это	3	3
168	в этой	5	3
169	что у	2	3
170	содержит в	1	3
171	но все	4	3
172	об этом	1	3
173	его в	2	3
174	первую очередь	1	3
175	с другими	1	3
176	только о	2	3
177	но уже	1	3
178	все равно	1	3
179	в чистом	1	3
180	и тогда	1	3
181	себе а	1	3
182	в которых	1	3
183	бы быть	3	3
184	однако если	1	3
185	ничего не	2	3
186	как будто	3	3
187	как только	1	3
188	если же	1	3
189	она не	2	3
190	у чехова	1	3
191	то или	3	3
192	когда в	1	3
193	если бы	1	3
194	том или	2	3
195	во всей	2	3
196	может иметь	1	3
197	не так	1	3
198	быть и	1	3
199	не мешает	1	3
200	в качестве	21	3
201	самом деле	2	3
202	есть в	2	3
203	уже в	3	3
204	а то	1	3
205	для него	2	3
206	само по	1	3
207	отличие от	5	3
208	жизни а	2	3
209	здесь в	1	3
210	прежде всего	4	3
211	его как	2	3
212	в первую	1	3
213	если не	4	3
214	ни на	1	3
215	в той	6	3
216	это за	1	3
217	в тех	1	3
218	с этой	1	3
219	в любом	2	3
220	и все	2	3
221	тем более	2	3
222	хотя бы	4	3
223	будто бы	3	3
