N	2gram	Losev_Dial_4	OGranits
1	и в	15	13
2	и его	7	12
3	прежде всего	11	9
4	может быть	17	8
5	не может	11	8
6	и не	30	8
7	в его	4	7
8	и их	2	7
9	и пр	9	7
10	точки зрения	14	7
11	только в	7	6
12	как бы	14	6
13	не только	8	6
14	то что	16	6
15	мы должны	4	6
16	таким образом	5	6
17	все же	2	5
18	и наконец	3	5
19	но ведь	1	5
20	с точки	9	5
21	в процессе	1	5
22	хотя бы	4	5
23	мы не	9	4
24	но мы	2	4
25	на фоне	1	4
26	но в	3	4
27	мы можем	3	4
28	то же	9	4
29	лишь в	2	4
30	в своей	3	4
31	было бы	9	4
32	все это	9	4
33	не является	1	4
34	вполне понятно	1	4
35	и то	3	3
36	в ее	2	3
37	в пределах	1	3
38	так и	5	3
39	г в	1	3
40	при анализе	1	3
41	понятно что	1	3
42	говорить о	11	3
43	для целей	1	3
44	в их	3	3
45	за пределы	3	3
46	общего с	3	3
47	с этим	3	3
48	в которой	2	3
49	ни один	2	3
50	в себе	8	3
51	не как	4	3
52	в одном	4	3
53	так как	14	3
54	одно и	1	3
55	но и	4	3
56	как и	7	3
57	и уже	4	3
58	со всей	2	3
59	я хочу	1	3
60	что же	2	3
61	не в	8	3
62	да и	2	3
63	есть прежде	3	3
64	но для	2	3
65	и для	5	3
66	никогда не	2	3
67	и все	11	3
68	превращается в	1	3
69	что в	7	3
70	ничего общего	4	3
71	смысле слова	1	2
72	данном случае	1	2
73	представим себе	2	2
74	зависимости от	1	2
75	только его	2	2
76	и может	2	2
77	роль в	1	2
78	которое может	1	2
79	и этот	1	2
80	конечно в	1	2
81	мы уже	3	2
82	те же	1	2
83	есть не	5	2
84	мог бы	2	2
85	если бы	6	2
86	что иное	8	2
87	иное как	8	2
88	не что	8	2
89	и должно	1	2
90	себе что	2	2
91	в ней	5	2
92	ее в	2	2
93	в чем	8	2
94	вне всякой	2	2
95	мы понимаем	1	2
96	категорий но	1	2
97	явлений и	1	2
98	в общем	1	2
99	в языке	1	2
100	во всей	2	2
101	что они	4	2
102	вслед за	1	2
103	чем же	2	2
104	и следовательно	3	2
105	как в	3	2
106	в данном	3	2
107	в этом	11	2
108	но так	1	2
109	в полном	1	2
110	в том	11	2
111	мы видим	4	2
112	тот же	1	2
113	с ними	4	2
114	можем поставить	1	2
115	от этого	3	2
116	в этот	2	2
117	которое мы	1	2
118	во времени	1	2
119	и тем	6	2
120	все эти	3	2
121	с одной	1	2
122	учение о	5	2
123	думать что	2	2
124	уже в	1	2
125	мы получим	1	2
126	наша жизнь	1	2
127	в нем	5	2
128	связанные с	1	2
129	при этом	2	2
130	говорить об	2	2
131	вовсе не	6	2
132	в зависимости	1	2
133	тем что	2	2
134	в них	2	2
135	в области	3	2
136	с другой	1	2
137	а как	2	2
138	в самом	2	2
139	входит в	1	2
140	того или	2	2
141	она является	2	2
142	а не	18	2
143	другой стороны	2	2
144	между собою	2	2
145	не мог	2	2
146	в связи	1	2
147	том что	10	2
148	и истории	3	2
149	и при	2	2
150	и ее	8	2
151	так же	4	2
152	в отношении	2	2
153	который мы	1	2
154	в течение	4	2
155	с этой	2	2
156	художественное произведение	2	2
157	не менее	2	2
158	что эта	2	2
159	не имеет	14	2
160	сознания и	3	2
161	собственно говоря	2	2
162	бы в	4	2
163	во всем	2	2
164	а в	1	2
165	в целях	2	2
166	нет ничего	6	2
167	могут быть	3	2
168	в своих	1	2
169	и это	8	1
170	можно говорить	2	1
171	не думает	2	1
172	также и	4	1
173	же как	1	1
174	человека и	2	1
175	и через	1	1
176	себя как	3	1
177	в виду	9	1
178	на нем	2	1
179	только потому	3	1
180	это и	9	1
181	в собственном	3	1
182	но тем	1	1
183	работы но	1	1
184	математическую формулу	1	1
185	самый предмет	1	1
186	и есть	19	1
187	обладает в	1	1
188	в себя	5	1
189	включает в	1	1
190	или иная	2	1
191	он всегда	2	1
192	ведь и	2	1
193	материи и	1	1
194	собственном смысле	2	1
195	на том	1	1
196	едва ли	3	1
197	можно было	1	1
198	говорю ему	2	1
199	осуществляется в	2	1
200	мы имеем	5	1
201	без знания	3	1
202	к тем	1	1
203	и о	8	1
204	возможно только	3	1
205	мы в	1	1
206	вопрос о	2	1
207	быть может	1	1
208	для этого	2	1
209	по себе	13	1
210	но такая	1	1
211	как то	1	1
212	его за	1	1
213	с ее	10	1
214	из того	1	1
215	часто и	2	1
216	событий и	1	1
217	то это	1	1
218	и он	1	1
219	мы собственно	1	1
220	собою и	1	1
221	другими словами	5	1
222	своей истории	2	1
223	и что	9	1
224	произведение и	2	1
225	утверждаю что	5	1
226	что существуют	1	1
227	почему же	1	1
228	не имеем	2	1
229	еще не	4	1
230	поэтическое произведение	1	1
231	есть отражение	1	1
232	не могу	1	1
233	в эстетической	1	1
234	то мы	3	1
235	жизни он	1	1
236	к нему	1	1
237	нем только	1	1
238	на самом	1	1
239	явления но	2	1
240	может и	2	1
241	объект никогда	1	1
242	природы и	2	1
243	отношение к	1	1
244	тут же	1	1
245	в едином	1	1
246	нет и	2	1
247	или иное	3	1
248	в другой	1	1
249	на то	5	1
250	в истории	3	1
251	течение всего	2	1
252	в одной	1	1
253	эта связь	1	1
254	и последнее	1	1
255	не зная	1	1
256	в своем	5	1
257	то или	3	1
258	один из	4	1
259	таков простейший	1	1
260	понять и	2	1
261	и как	4	1
262	одной из	2	1
263	этот вопрос	1	1
264	если наконец	1	1
265	что он	7	1
266	течение всей	1	1
267	или иную	2	1
268	не должна	1	1
269	историческом событии	1	1
270	не приходится	1	1
271	существует лишь	1	1
272	ни одна	2	1
273	в этой	4	1
274	для всех	3	1
275	с их	4	1
276	остановиться на	1	1
277	в дальнейшем	1	1
278	есть чисто	1	1
279	и тот	1	1
280	эпохи но	1	1
281	конечно не	2	1
282	на всем	1	1
283	не можем	1	1
284	мы принуждены	1	1
285	и у	1	1
286	если он	1	1
287	положение что	1	1
288	себя и	3	1
289	в нашей	2	1
290	как совершенно	1	1
291	и если	3	1
292	этот момент	3	1
293	и чисто	5	1
294	к слову	1	1
295	что она	5	1
296	не из	1	1
297	речь в	1	1
298	наш анализ	1	1
299	и других	1	1
300	прекрасный пример	1	1
301	единая и	1	1
302	раз навсегда	1	1
303	его и	1	1
304	ту или	2	1
305	одно из	1	1
306	никто не	2	1
307	формулу можно	1	1
308	в виде	3	1
309	в конце	1	1
310	смысл идею	1	1
311	но что	5	1
312	еще одну	1	1
313	подобно тому	4	1
314	отличие от	2	1
315	на этом	3	1
316	его можно	1	1
317	людей и	1	1
318	этим же	1	1
319	или иных	1	1
320	и вместе	1	1
321	и всякое	1	1
322	даже и	3	1
323	для того	5	1
324	этим самым	1	1
325	предмету но	1	1
326	в вечности	5	1
327	ни о	3	1
328	же не	1	1
