N	3gram	Propp_Russ_2	Istorich
1	и т д	5	18
2	в этих случаях	3	8
3	в этом случае	6	5
4	в царство мертвых	1	5
5	вместе с тем	4	5
6	в том что	18	5
7	так же как	4	4
8	мы здесь имеем	1	3
9	подобно тому как	3	3
10	можно было бы	1	3
11	с одной стороны	2	3
12	бросает свет на	1	3
13	мы уже знаем	1	3
14	в другом месте	1	2
15	что иное как	2	2
16	потому что он	1	2
17	иметь в виду	1	2
18	так как в	1	2
19	мы не будем	2	2
20	но и в	1	2
21	во всех этих	1	2
22	не что иное	2	2
23	то же происходит	1	2
24	в некоторых случаях	1	2
25	с другой стороны	1	2
26	не может быть	3	2
27	всех этих случаях	1	2
28	что здесь имеется	1	2
29	о том что	4	2
30	на то что	1	2
31	после того как	2	2
32	дело не в	1	2
33	если предположить что	1	2
34	д к зеленин	3	2
35	о том как	1	1
36	что здесь в	1	1
37	том что в	1	1
38	бросается в глаза	2	1
39	займет нас несколько	1	1
40	когда мы рассмотрим	2	1
41	в эту ночь	3	1
42	в виду что	1	1
43	но так как	1	1
44	об этом обряде	1	1
45	так как оно	1	1
46	состоял в том	1	1
47	если верно что	1	1
48	в лесу или	3	1
49	т е что	1	1
50	человека а не	1	1
51	в отличие от	3	1
52	в лесу в	2	1
53	а может быть	1	1
54	эти обряды в	1	1
55	но это не	1	1
56	ничего не говорится	1	1
57	об этом не	1	1
58	поисках своей дочери	1	1
59	смерти но и	1	1
60	можно найти в	1	1
61	в это время	1	1
62	не будем здесь	2	1
63	т е в	5	1
64	к заключению что	1	1
65	каждый из этих	1	1
66	а в силе	1	1
67	выше мы видели	1	1
68	есть ли в	1	1
69	смысле этого слова	1	1
70	так как это	1	1
71	тем не менее	2	1
72	еще не все	1	1
73	вопрос мог бы	1	1
74	нужно было бы	1	1
75	в лесу они	1	1
76	на земле что	1	1
77	но вместе с	2	1
78	в этой связи	1	1
79	тесно связаны с	1	1
80	как мы увидим	1	1
81	том что они	1	1
82	волшебную магическую силу	1	1
83	не говорится о	1	1
84	что при этом	1	1
85	в поисках своей	1	1
86	он признает что	1	1
87	нас несколько ниже	1	1
88	в тех случаях	1	1
89	мы видели также	1	1
90	мы не можем	2	1
91	никогда не говорится	1	1
92	распространено мнение что	1	1
93	не все ясно	1	1
94	это и есть	1	1
95	и по окончании	1	1
96	к этому времени	1	1
97	один из них	1	1
98	можно показать что	1	1
99	по его мнению	1	1
100	этого делать не	1	1
101	не только на	1	1
102	тех случаях когда	1	1
103	как одна из	1	1
104	по этому поводу	2	1
105	это показывает что	3	1
106	все это показывает	3	1
107	может рассматриваться как	1	1
108	на другой день	2	1
109	еще не ясно	2	1
110	и более поздние	1	1
111	приводят нас к	1	1
112	мы видели что	4	1
113	вне связи с	1	1
