N	2gram	Potebnia_M_1	Komedia
1	и в	39	22
2	и не	18	21
3	том что	16	13
4	таким образом	13	12
5	в том	26	12
6	так как	21	11
7	со стороны	8	11
8	ни в	1	10
9	потому что	52	10
10	в самом	3	9
11	до сих	1	9
12	вместе с	8	9
13	сих пор	1	9
14	в этом	15	8
15	его в	1	8
16	в глазах	3	8
17	в своем	3	8
18	к ней	2	8
19	о том	2	8
20	если бы	14	8
21	в его	5	8
22	что и	6	8
23	что он	1	8
24	едва ли	1	7
25	то же	6	7
26	при этом	6	7
27	не по	4	7
28	только что	2	7
29	а в	5	7
30	в свою	4	7
31	того же	3	6
32	самом деле	1	6
33	еще не	6	6
34	так что	16	6
35	iii в	1	6
36	в то	4	6
37	и его	5	6
38	к тому	4	6
39	того чтобы	2	6
40	свою очередь	4	6
41	и что	10	6
42	для того	3	6
43	может быть	27	6
44	во время	1	6
45	к этому	1	6
46	что его	1	5
47	более чем	1	5
48	но в	9	5
49	не только	21	5
50	он не	3	5
51	в своей	3	5
52	в которых	1	5
53	то это	5	5
54	не менее	6	5
55	же время	4	5
56	связи с	3	5
57	хотя и	3	5
58	с ним	3	5
59	к нему	1	5
60	что в	22	5
61	по отношению	13	5
62	из них	1	5
63	тем что	9	5
64	прежде всего	4	5
65	все это	1	5
66	и т	6	4
67	то ли	1	4
68	на себя	1	4
69	в ней	7	4
70	с другой	7	4
71	все же	6	4
72	когда он	1	4
73	то что	10	4
74	что к	2	4
75	в себе	13	4
76	что она	1	4
77	но все	2	4
78	и с	3	4
79	должен был	1	4
80	с тем	5	4
81	несмотря на	5	4
82	точки зрения	8	4
83	не в	15	4
84	однако в	4	4
85	в отношении	1	4
86	самого начала	3	4
87	на него	3	4
88	у него	1	4
89	с самого	3	4
90	друг друга	5	4
91	так и	13	4
92	здесь нет	1	4
93	т п	4	4
94	вовсе не	5	4
95	но и	20	4
96	ничем не	1	4
97	а не	21	4
98	в связи	1	4
99	и для	5	4
100	бы в	4	4
101	тем более	2	4
102	хотя бы	2	4
103	так же	5	4
104	из того	2	3
105	на них	1	3
106	столь же	3	3
107	с его	1	3
108	в ее	1	3
109	с этим	7	3
110	тем же	2	3
111	в которой	2	3
112	в этой	3	3
