N	3gram	Losev_Vlad_1	FransuaR
1	в том что	7	6
2	как мы уже	3	5
3	мы уже сказали	2	3
4	на самом же	1	3
5	в этом отношении	1	3
6	даже и в	1	3
7	так и не	1	3
8	самом же деле	1	3
9	дело в том	4	2
10	как раз и	2	2
11	в значительной мере	1	2
12	и в частности	2	2
13	в это время	1	2
14	с одной стороны	1	2
15	в свое время	5	2
16	и в том	1	2
17	так и в	1	2
18	во второй половине	1	2
19	и в литературе	1	2
20	можно сказать что	2	1
21	несколько слов о	1	1
22	но как раз	1	1
23	нет и не	1	1
24	он так и	2	1
25	они ничего не	1	1
26	в самом деле	1	1
27	в настоящее время	1	1
28	том что он	2	1
29	так и его	1	1
30	на первый план	2	1
31	в дальнейшем мы	1	1
32	и не может	1	1
33	в этой борьбе	1	1
34	философской мысли и	1	1
35	и во многом	1	1
36	с ним в	1	1
37	но все это	1	1
38	на первом плане	1	1
39	с его глубиной	1	1
40	и ничего не	1	1
41	главным образом в	2	1
42	огромное значение для	1	1
43	и оценивает его	1	1
44	так как он	2	1
45	как раз в	1	1
46	не потому что	1	1
47	но в то	1	1
48	в обычном смысле	1	1
49	может быть никакой	1	1
50	вместе со своим	1	1
51	но в общем	1	1
52	в связи с	1	1
53	это конечно не	1	1
54	во всяком случае	2	1
55	мы будем называть	1	1
56	до настоящего времени	1	1
57	что касается до	1	1
58	с другой стороны	3	1
59	не может быть	3	1
60	во всем своем	1	1
61	то же время	4	1
62	своего официального положения	1	1
63	свою связь с	1	1
64	и непосредственное влияние	1	1
65	на этом мы	1	1
66	это было просто	1	1
67	он говорит в	1	1
68	кроме того это	1	1
69	для того чтобы	2	1
70	в то же	4	1
71	но это не	1	1
72	из них не	1	1
73	не только в	2	1
74	к тому же	2	1
