N	2gram	Potebnia_M_4	KulturaY
1	и т	7	33
2	в том	23	30
3	и в	23	24
4	потому что	33	23
5	том что	12	21
6	т п	4	18
7	что в	17	17
8	того чтобы	4	17
9	для того	6	16
10	было бы	8	15
11	в этом	23	14
12	т д	3	14
13	точки зрения	4	14
14	может быть	26	13
15	все же	1	12
16	таким образом	24	12
17	языка в	2	12
18	и не	18	12
19	в его	5	12
20	не в	11	11
21	только в	15	11
22	хотя бы	4	10
23	в самом	3	10
24	не только	10	10
25	в силу	7	10
26	у нас	2	10
27	вовсе не	7	10
28	самом деле	3	9
29	с точки	3	9
30	так как	14	9
31	если бы	13	9
32	о том	8	9
33	того что	14	9
34	отношению к	8	9
35	прежде всего	1	9
36	то что	29	9
37	по отношению	10	8
38	уже не	3	8
39	то же	14	8
40	о языке	2	8
41	том чтобы	1	8
42	языка и	3	8
43	в языке	16	8
44	тем что	10	8
45	а не	12	8
46	не может	11	7
47	что язык	7	7
48	это не	7	7
49	в них	3	7
50	не менее	5	7
51	связи с	3	7
52	в области	2	7
53	так и	6	7
54	история языка	1	7
55	бы в	2	7
56	в качестве	1	7
57	с другой	2	7
58	как бы	5	7
59	вместе с	6	7
60	только потому	4	6
61	мы имеем	4	6
62	на себе	3	6
63	зависимости от	1	6
64	в ней	2	6
65	однако не	1	6
66	в которой	6	6
67	все эти	3	6
68	при этом	15	6
69	в которых	3	6
70	тогда когда	8	6
71	можно было	2	6
72	язык есть	7	6
73	что он	4	6
74	но и	11	6
75	именно в	3	6
76	что же	5	6
77	все это	5	6
78	другой стороны	1	6
79	что такое	7	6
80	например в	3	5
81	еще не	3	5
82	xix века	1	5
83	но не	1	5
84	что это	7	5
85	слово это	1	5
86	и с	4	5
87	но уже	3	5
88	рядом с	1	5
89	с тем	7	5
90	так сказать	5	5
91	по крайней	5	5
92	и его	2	5
93	не потому	1	5
94	к тому	3	5
95	в виду	3	5
96	к языку	1	5
97	с ним	5	5
98	и что	7	5
99	между тем	9	5
100	а потому	1	5
101	крайней мере	5	5
102	всяком случае	3	5
103	что не	6	5
104	языка как	1	5
105	в той	4	5
106	этом отношении	1	5
107	а в	5	5
108	во всяком	5	5
109	того же	1	4
110	переход от	3	4
111	что эти	3	4
112	разумеется не	1	4
113	и на	3	4
114	как в	7	4
115	из этих	2	4
116	роль в	1	4
117	на то	7	4
118	в нем	7	4
119	же касается	1	4
120	в данном	4	4
121	и тогда	1	4
122	индоевропейских языков	1	4
123	тем не	4	4
124	стоит в	1	4
125	тем самым	4	4
126	в таких	2	4
127	в науке	3	4
128	того как	6	4
129	следует что	1	4
130	в пределах	1	4
131	в самой	2	4
132	внимание на	5	4
133	что и	7	4
134	с ними	3	4
135	так что	5	4
136	есть в	5	4
137	не есть	9	4
138	из них	1	4
139	со стороны	3	4
140	до сих	4	4
141	там где	3	4
142	в частности	1	4
143	и потому	10	4
144	с этим	7	4
145	слова и	5	4
146	сих пор	4	4
147	один из	2	4
148	же в	1	4
149	в этих	3	4
150	так же	4	4
151	и то	5	3
152	науки о	1	3
153	в первом	3	3
154	в котором	4	3
155	той же	3	3
156	языка которое	1	3
157	в сущности	2	3
158	то это	8	3
159	то мы	3	3
160	только тогда	5	3
161	очевидно что	7	3
162	в истории	4	3
163	в связи	1	3
164	в своем	8	3
165	хотя и	5	3
166	его к	2	3
167	что слово	10	3
168	что так	2	3
169	в этой	1	3
170	в себе	14	3
171	и если	3	3
172	на его	3	3
173	должна быть	1	3
174	на том	2	3
175	состоит в	2	3
176	что она	2	3
177	и может	4	3
178	он есть	1	3
179	а это	1	3
180	должно быть	5	3
181	в их	1	3
182	даже в	2	3
183	тому что	2	3
184	значение слова	5	3
185	казалось бы	1	3
186	это слово	4	3
187	из одного	3	3
188	мере того	4	3
189	оно не	2	3
190	свою очередь	1	3
191	не с	2	3
192	ясно что	1	3
193	том как	1	3
194	это только	1	3
195	по мере	7	3
196	и здесь	2	3
197	можно сказать	4	3
198	обе эти	1	3
199	уже в	5	3
200	себе в	3	3
201	в одном	4	3
202	уже и	2	3
203	даже и	3	3
204	не было	12	3
205	и даже	2	3
206	к которому	1	3
207	в свою	2	3
208	а с	1	3
209	есть лишь	2	3
210	под влиянием	1	3
211	если не	1	3
212	в речи	3	3
213	как это	1	3
214	со словом	3	3
215	а если	2	3
216	смысле этого	1	3
217	этого слова	7	3
218	несколько слов	2	3
219	слова как	1	3
220	была бы	1	3
221	как на	1	3
222	но еще	1	3
223	в таком	4	3
224	можно говорить	1	2
225	речь идет	1	2
226	одним из	1	2
227	и есть	3	2
228	мысли а	2	2
229	если б	4	2
230	и значение	3	2
231	бы уже	1	2
232	что если	6	2
233	бы и	5	2
234	я не	2	2
235	что можно	1	2
236	которое в	3	2
237	иное как	2	2
238	что его	2	2
239	на самом	3	2
240	но язык	1	2
241	значение и	2	2
242	не все	1	2
243	тогда как	4	2
244	относится к	1	2
245	меньше всего	1	2
246	идет о	1	2
247	могли бы	4	2
248	и как	2	2
249	увидим что	1	2
250	но в	8	2
251	а во-вторых	1	2
252	формы в	3	2
253	так или	2	2
254	еще один	1	2
255	теперь несколько	1	2
256	во многих	2	2
257	с языком	2	2
258	он не	2	2
259	как с	1	2
260	свое время	1	2
261	такова например	1	2
262	но все	1	2
263	в каждом	3	2
264	рано или	2	2
265	в состоянии	2	2
266	то нам	2	2
267	лишь в	3	2
268	заключается в	1	2
269	образом если	1	2
270	здесь только	1	2
271	и мы	5	2
272	связанная с	3	2
273	и тем	4	2
274	есть средство	4	2
275	все равно	3	2
276	в слове	22	2
277	как и	14	2
278	между собою	4	2
279	и было	1	2
280	убедиться что	1	2
281	одного и	1	2
282	и еще	1	2
283	нужно было	1	2
284	но если	1	2
285	и при	2	2
286	в своей	1	2
287	от себя	1	2
288	что я	11	2
289	вопрос о	2	2
290	иначе как	1	2
291	и более	4	2
292	том же	2	2
293	по себе	11	2
294	что с	1	2
295	в то	4	2
296	как о	1	2
297	не имеет	5	2
298	ничего не	1	2
299	что их	1	2
300	дело не	2	2
301	никогда не	3	2
302	такова что	1	2
303	же время	3	2
304	и мысли	2	2
305	до того	3	2
306	быть в	1	2
307	доказать что	1	2
308	не могут	2	2
309	когда мы	6	2
310	слова но	1	2
311	таких слов	1	2
312	том и	2	2
313	если мы	2	2
314	что все	4	2
315	и сами	2	2
316	в собственном	1	2
317	не мог	1	2
318	с нее	1	2
319	было в	3	2
320	силу того	1	2
321	о котором	1	2
322	одно из	1	2
323	смысле и	1	2
324	в разных	3	2
325	о нем	1	2
326	любви к	1	2
327	это было	2	2
328	во втором	1	2
329	должны быть	3	2
330	а именно	4	2
331	но с	1	2
332	слово с	6	2
333	тот же	2	2
334	и того	1	2
335	внутренняя форма	2	2
336	конечно не	2	2
337	в большинстве	2	2
338	то и	4	2
339	в значении	3	2
340	свидетельствует о	1	2
341	когда оно	2	2
342	были бы	1	2
343	или поздно	2	2
344	или иначе	2	2
345	в каком	4	2
346	и против	1	2
347	на этот	2	2
348	только к	1	2
349	обратить внимание	2	2
