N	2gram	Vygotskiy__6	DiskursI
1	в себе	4	19
2	при этом	3	17
3	в этом	27	16
4	как и	6	16
5	состоит в	2	16
6	и в	28	16
7	в качестве	4	16
8	может быть	13	16
9	и не	11	15
10	а не	3	14
11	отличие от	1	12
12	в отличие	1	12
13	в частности	4	12
14	но в	5	11
15	представляет собой	3	11
16	но и	10	11
17	не только	16	10
18	том что	19	10
19	так и	6	9
20	не может	19	9
21	как в	3	8
22	в том	28	8
23	но не	10	7
24	в данном	2	7
25	в нем	7	7
26	ни в	1	7
27	не менее	2	7
28	прежде всего	2	7
29	то же	7	6
30	еще не	8	6
31	с его	3	6
32	данном случае	1	6
33	отнюдь не	1	6
34	все же	2	6
35	в своей	2	6
36	тем самым	8	6
37	по своей	3	6
38	в своих	3	6
39	и на	5	5
40	в своем	7	5
41	в то	6	5
42	с другой	2	5
43	что в	17	5
44	для него	6	5
45	то что	28	5
46	а с	1	5
47	и то	4	4
48	по отношению	10	4
49	в этой	5	4
50	человека в	1	4
51	в основе	3	4
52	потому что	22	4
53	этом отношении	3	4
54	о том	1	4
55	в пределах	5	4
56	известного рода	1	4
57	с одной	1	4
58	в одном	2	4
59	одной стороны	1	4
60	как бы	11	4
61	точки зрения	13	4
62	к его	2	4
63	к этому	1	4
64	отношению к	10	4
65	например в	4	3
66	чего не	3	3
67	и ее	1	3
68	принадлежит к	2	3
69	к жизни	4	3
70	перед нами	1	3
71	и как	6	3
72	и наконец	2	3
73	все эти	2	3
74	из этих	3	3
75	он не	7	3
76	и может	1	3
77	в другом	2	3
78	его в	6	3
79	это не	5	3
80	ведет к	1	3
81	одного и	4	3
82	в этих	2	3
83	в котором	2	3
84	не столько	1	3
85	для данного	3	3
86	не в	4	3
87	могут быть	5	3
88	об одном	2	3
89	той или	1	3
90	приводит к	6	3
91	еще в	2	3
92	в его	3	3
93	только в	18	3
94	и его	3	3
95	уже не	1	3
96	из них	2	3
97	в них	3	3
98	или иной	1	3
99	здесь в	1	3
100	не знает	3	3
101	иначе говоря	3	3
102	можно сказать	6	3
103	но это	2	3
104	и того	4	3
105	и все	5	3
106	как на	3	3
107	же как	6	2
108	того же	7	2
109	и это	1	2
110	той же	4	2
111	совпадает с	4	2
112	к своему	1	2
113	мы имеем	4	2
114	не нужно	1	2
115	не требует	1	2
116	всякий раз	3	2
117	к которой	2	2
118	уже как	1	2
119	отношение к	7	2
120	из важнейших	1	2
121	оказывается не	2	2
122	стороны и	1	2
123	что как	1	2
124	собственно и	1	2
125	отношения между	4	2
126	в целом	3	2
127	в первую	3	2
128	с таким	1	2
129	подобно тому	1	2
130	является не	2	2
131	одно и	1	2
132	за которым	1	2
133	содержит в	1	2
134	и с	1	2
135	входит в	1	2
136	который по	1	2
137	но уже	1	2
138	все это	2	2
139	на первый	1	2
140	этом случае	2	2
141	в ходе	3	2
142	переходе от	5	2
143	с точки	10	2
144	обращение к	1	2
145	речи в	2	2
146	их в	1	2
147	дело в	1	2
148	никогда не	8	2
149	при котором	2	2
150	что на	4	2
151	в области	6	2
152	в специальном	1	2
153	с их	1	2
154	это еще	1	2
155	в себя	3	2
156	не с	2	2
157	в результате	1	2
158	ситуации и	1	2
159	первую очередь	3	2
160	в переживании	1	2
161	между тем	1	2
162	что и	4	2
163	есть в	3	2
164	на примере	3	2
165	именно в	4	2
166	с той	1	2
167	далеко не	1	2
168	не на	2	2
169	может иметь	1	2
170	вместе с	7	2
171	о чем	1	2
172	в той	4	2
173	тому как	1	2
174	что же	1	2
175	в ряду	2	2
176	в наше	1	2
177	в полном	1	2
178	интерес к	2	2
179	на языке	1	2
180	а в	2	2
181	может и	1	2
182	с ней	3	2
183	другой стороны	2	2
184	что он	18	2
185	значение не	1	2
186	это в	2	2
187	как нечто	1	1
188	и развитие	4	1
189	одним из	2	1
190	как действительного	1	1
