N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	43	30
2	в этом	13	20
3	то что	7	20
4	у него	6	19
5	и не	29	18
6	в том	6	18
7	и с	5	14
8	что он	13	13
9	в конце	2	13
10	не только	11	12
11	том что	2	12
12	что в	4	12
13	как мы	10	11
14	в его	10	11
15	а в	5	11
16	сказать что	2	11
17	и вообще	1	10
18	не было	1	10
19	и даже	3	10
20	все же	3	9
21	кроме того	3	9
22	было бы	5	9
23	не в	11	9
24	в то	7	9
25	не может	18	9
26	для него	8	9
27	в своем	4	8
28	но в	10	8
29	что же	7	8
30	не мог	1	8
31	связи с	1	8
32	в письме	2	8
33	но и	14	8
34	в связи	1	8
35	вместе с	1	8
36	до конца	4	7
37	то есть	4	7
38	ни в	2	7
39	которую он	2	7
40	точки зрения	13	7
41	никогда не	9	7
42	не менее	3	7
43	в эти	1	7
44	может быть	23	7
45	а не	7	7
46	как это	1	7
47	для нас	2	7
48	и все	6	7
49	также и	3	6
50	он был	3	6
51	хотя и	5	6
52	и к	3	6
53	в себе	5	6
54	об этом	2	6
55	тем не	2	6
56	и его	8	6
57	у нас	2	6
58	то время	2	6
59	его жизни	2	6
60	только в	4	6
61	всяком случае	1	6
62	а именно	1	6
63	еще и	1	6
64	прежде всего	10	6
65	о чем	1	6
66	к этому	1	6
67	жизни и	1	6
68	во всяком	2	6
69	того же	3	5
70	и то	2	5
71	с этим	2	5
72	то в	1	5
73	все эти	5	5
74	при этом	6	5
75	как и	14	5
76	в своей	4	5
77	в котором	6	5
78	по себе	11	5
79	так как	4	5
80	для себя	2	5
81	так и	3	5
82	с ним	3	5
83	и что	5	5
84	того что	2	5
85	тот же	3	5
86	он уже	1	5
87	так что	5	5
88	но что	1	5
89	как бы	22	5
90	в основном	1	5
91	о его	1	5
92	все это	5	5
93	в результате	4	5
94	из этого	1	5
95	то же	8	4
96	той же	3	4
97	я не	4	4
98	то это	2	4
99	и он	5	4
100	и на	10	4
101	с его	4	4
102	отношение к	2	4
103	что это	2	4
104	в целом	2	4
105	в этой	1	4
106	и если	1	4
107	в нем	12	4
108	он не	9	4
109	его в	3	4
110	и мы	1	4
111	несмотря на	1	4
112	мы знаем	1	4
113	мы с	2	4
114	в этих	6	4
115	по крайней	1	4
116	вот что	1	4
117	не есть	2	4
118	и о	2	4
119	здесь не	6	4
120	можно сказать	1	4
121	о том	5	4
122	с которыми	1	4
123	конечно не	2	4
124	вовсе не	5	4
125	крайней мере	1	4
126	так же	2	4
127	в это	1	4
128	но это	4	4
129	в начале	1	4
130	н я	1	4
131	письме к	2	4
132	и наконец	6	4
133	на этот	4	4
134	него в	3	4
135	по поводу	1	4
136	отношения к	2	3
137	нам кажется	5	3
138	и больше	1	3
139	именно к	1	3
140	быть в	2	3
141	во всех	4	3
142	но не	5	3
143	не то	1	3
144	отличие от	4	3
145	как в	2	3
146	и как	2	3
147	более или	3	3
148	так или	1	3
149	из этих	2	3
150	учение о	1	3
151	им в	2	3
152	в последний	1	3
153	таким образом	5	3
154	те же	1	3
155	должен был	1	3
156	в них	4	3
157	должно быть	4	3
158	или менее	3	3
159	в отношении	3	3
160	я его	1	3
161	с точки	8	3
162	в отличие	4	3
163	что я	6	3
164	но он	4	3
165	том же	4	3
166	только и	1	3
167	же время	5	3
168	он и	3	3
169	где он	1	3
170	и это	4	3
171	в весьма	1	3
172	никак не	5	3
173	с вами	1	3
174	что и	3	3
175	мы будем	3	3
176	уже не	3	3
177	я в	1	3
178	уже в	2	3
179	в виде	3	3
180	сказать о	2	3
181	этот раз	1	3
182	здесь мы	2	3
183	или иначе	1	3
184	дело в	2	3
185	наконец в	3	3
186	конце концов	2	3
187	да и	5	3
188	по существу	3	3
189	своей жизни	2	3
190	и для	3	3
191	еще более	2	3
192	тем более	1	3
193	хотя бы	2	3
194	но вот	1	3
195	в таком	2	3
196	это в	1	3
197	и особенно	2	3
198	я и	2	2
199	сам по	5	2
200	но тем	1	2
201	и есть	1	2
202	очень много	1	2
203	в чисто	1	2
204	и до	4	2
205	из его	2	2
206	вернулся к	1	2
207	мы уже	3	2
208	что если	3	2
209	есть нечто	1	2
210	время как	2	2
211	ему в	1	2
212	но то	1	2
213	к брату	1	2
214	а другие	1	2
215	не был	2	2
216	глубокой и	1	2
217	по своему	2	2
218	а он	3	2
219	в общем	1	2
220	себе и	4	2
221	он пишет	2	2
222	как к	1	2
223	но кроме	1	2
224	в самом	7	2
225	бы с	1	2
226	еще один	3	2
227	как он	2	2
228	на то	5	2
229	не могла	1	2
230	человек не	1	2
231	а к	1	2
232	мысли и	2	2
233	и сам	7	2
234	и по	1	2
235	на этом	1	2
236	будем говорить	1	2
237	но дело	1	2
238	но все	2	2
239	это не	3	2
240	он все	1	2
241	кажется что	3	2
242	и вы	2	2
243	а за	3	2
244	которой он	1	2
245	мы не	4	2
246	еще в	1	2
247	нисколько не	1	2
248	достоевского но	3	2
249	и при	2	2
