N	2gram	Trubetskoy_1	Formalny
1	и в	26	24
2	в его	5	23
3	прежде всего	2	22
4	и не	8	20
5	так и	6	18
6	и пр	1	17
7	точки зрения	13	16
8	не может	4	16
9	в этом	15	15
10	в нем	4	14
11	может быть	10	14
12	таким образом	22	13
13	на почве	1	13
14	с точки	6	13
15	в своем	3	11
16	как и	1	11
17	в своей	1	11
18	в их	1	11
19	не менее	3	11
20	должно быть	1	11
21	социальной жизни	1	11
22	в ней	1	10
23	то же	4	10
24	настоящее время	1	10
25	и ее	1	10
26	и его	1	10
27	и их	1	10
28	а не	5	10
29	в настоящее	1	10
30	в то	4	9
31	в процессе	2	9
32	и потому	6	9
33	все это	6	9
34	и на	2	8
35	как в	1	8
36	и с	10	8
37	лишь в	5	8
38	не в	2	8
39	же время	2	8
40	в ее	1	8
41	именно в	2	8
42	то что	7	8
43	в свою	2	8
44	с ее	1	7
45	не только	10	7
46	место в	1	7
47	жизни и	2	7
48	и от	4	7
49	но и	9	7
50	отношения к	1	6
51	еще не	2	6
52	самом деле	1	6
53	более или	5	6
54	все эти	6	6
55	в этой	4	6
56	как бы	12	6
57	входит в	1	6
58	или менее	5	6
59	свою очередь	1	6
60	и здесь	2	6
61	до сих	5	6
62	в том	11	6
63	было бы	1	6
64	сих пор	5	6
65	и все	2	6
66	а в	4	6
67	хотя бы	3	5
68	во всех	2	5
69	но в	7	5
70	в самом	4	5
71	при этом	3	5
72	по себе	1	5
73	не могло	2	5
74	и до	1	5
75	у нас	1	5
76	должны быть	1	5
77	того что	3	5
78	только на	1	5
79	с другой	8	5
80	на западе	3	4
81	с его	2	4
82	по отношению	1	4
83	является лишь	1	4
84	и к	5	4
85	в которой	3	4
86	учение о	4	4
87	отчасти и	1	4
88	главным образом	8	4
89	не как	2	4
90	в мире	5	4
91	с другими	4	4
92	как о	3	4
93	друг друга	1	4
94	как на	8	4
95	при таком	2	4
96	никогда не	5	4
97	если бы	3	4
98	для этого	2	4
99	всяком случае	6	4
100	с одной	7	4
101	конечно не	2	4
102	одной стороны	7	4
103	в связи	3	4
104	из ветвей	1	4
105	отношению к	3	4
106	с этой	3	4
107	быть и	2	4
108	что в	9	4
109	к этой	1	4
110	так же	5	4
111	во всяком	6	4
112	культуры и	3	3
113	это и	1	3
114	мы не	1	3
115	связи со	1	3
116	бы то	2	3
117	но не	8	3
118	со всеми	2	3
119	в общем	8	3
120	отношение к	5	3
121	как к	1	3
122	все же	6	3
123	когда он	3	3
124	целый ряд	4	3
125	и как	3	3
126	и наконец	2	3
127	и отчасти	1	3
128	в себе	6	3
129	если он	1	3
130	так сказать	1	3
131	он не	4	3
132	перестает быть	2	3
133	роли в	1	3
134	всех этих	1	3
135	он должен	1	3
136	так например	2	3
137	то ни	2	3
138	значение в	1	3
139	на все	2	3
140	его в	1	3
141	в жизни	1	3
142	в них	2	3
143	они не	1	3
144	в отношении	6	3
145	но для	1	3
146	связи с	9	3
147	не по	1	3
148	отличается от	2	3
149	к тому	6	3
150	здесь не	1	3
151	ясно что	3	3
152	особенно в	2	3
153	в широком	1	3
154	бы в	1	3
155	наконец в	2	3
156	как она	1	3
157	один из	2	3
158	и других	1	3
