N	3gram	Bakhtin_Pr_1	Istorich
1	так же как	1	12
2	до сих пор	2	5
3	точно так же	1	5
4	и то что	1	5
5	же как и	1	4
6	с другой стороны	2	4
7	не может быть	3	4
8	но все же	1	4
9	в данном случае	2	3
10	по сравнению с	1	3
11	о том что	2	2
12	говорит об этом	1	2
13	то же самое	1	2
14	не только в	1	2
15	тем что он	1	2
16	на задний план	1	2
17	смысле этого слова	1	2
18	то что он	1	2
19	так и в	1	2
20	на этот вопрос	1	2
21	потому что он	2	1
22	не только с	1	1
23	подобно тому как	3	1
24	и по существу	1	1
25	в своей работе	1	1
26	он все же	1	1
27	и не только	1	1
28	тому что в	1	1
29	но для нас	1	1
30	и не может	2	1
31	в зависимости от	3	1
32	потому что у	1	1
33	не можем здесь	1	1
34	героя а именно	1	1
35	том отношении что	1	1
36	тому как в	1	1
37	его как бы	1	1
38	может быть только	1	1
39	может быть и	1	1
40	в этой форме	2	1
41	мы видим и	1	1
42	то время как	1	1
43	не потому что	2	1
44	таким образом и	1	1
45	и в форме	1	1
46	видеть в нем	1	1
47	не могут быть	1	1
48	во всех этих	1	1
49	не в том	1	1
50	что мы видим	1	1
51	в этом рассказе	1	1
52	как будто бы	1	1
53	что и у	1	1
54	мы не можем	1	1
55	но не для	1	1
56	в то время	2	1
57	между героем и	1	1
58	это и есть	3	1
59	но он не	1	1
60	легко заметить что	1	1
61	в том отношении	1	1
62	но даже в	1	1
63	можно сказать что	2	1
64	он может быть	2	1
65	тем более что	1	1
66	в большинстве случаев	2	1
67	это и делает	1	1
68	к тому что	1	1
69	мы видим что	1	1
70	привела его к	1	1
71	друг за другом	1	1
72	что и в	1	1
