N	2gram	Losev_Vesc_1	Problema
1	и в	21	44
2	вовсе не	10	37
3	и не	29	35
4	не есть	49	35
5	может быть	16	28
6	по себе	13	25
7	потому что	16	25
8	не просто	19	23
9	то что	27	23
10	в том	8	21
11	только в	14	19
12	а не	19	18
13	в этом	4	17
14	также и	6	16
15	если мы	8	16
16	даже и	4	16
17	для нас	2	16
18	сказать что	17	16
19	когда мы	6	15
20	и то	10	14
21	не только	36	14
22	и даже	6	14
23	и т	19	13
24	то же	6	13
25	т д	19	13
26	не в	5	13
27	но в	5	12
28	том что	8	12
29	той или	2	12
30	так что	5	12
31	не является	1	11
32	то это	3	10
33	отнюдь не	5	10
34	так и	3	10
35	как и	8	10
36	тем не	3	10
37	не менее	3	10
38	у нас	7	10
39	в виду	2	10
40	но и	18	10
41	в нем	2	9
42	и с	8	9
43	это не	5	9
44	и тем	3	9
45	в то	3	9
46	и это	14	9
47	никак не	3	9
48	в его	2	9
49	что и	3	9
50	что он	1	9
51	как нечто	2	9
52	так как	7	9
53	в данном	5	9
54	как бы	12	9
55	же самое	1	9
56	таким образом	8	9
57	и от	3	9
58	во всяком	3	9
59	сама по	3	8
60	перед нами	2	8
61	в себе	14	8
62	было бы	14	8
63	ни в	1	8
64	но это	10	8
65	есть нечто	6	8
66	только и	2	8
67	как раз	9	8
68	как мы	4	8
69	того что	8	8
70	при помощи	2	8
71	или иной	1	8
72	а именно	1	8
73	что же	8	8
74	что мы	14	8
75	что в	9	8
76	это и	6	7
77	мы не	6	7
78	на самом	1	7
79	все эти	3	7
80	мы должны	2	7
81	ничего общего	1	7
82	данном случае	2	7
83	вещи и	20	7
84	с ним	8	7
85	и что	15	7
86	с другой	6	7
87	значит что	24	7
88	уже не	9	7
89	мы находим	2	7
90	еще и	8	7
91	не может	17	7
92	и потому	5	7
93	сам по	3	6
94	все же	4	6
95	и к	1	6
96	о том	6	6
97	и если	2	6
98	то ни	4	6
99	ясно что	8	6
100	того или	1	6
101	но если	8	6
102	но только	3	6
103	никогда не	2	6
104	для этого	4	6
105	другими словами	5	6
106	можно сказать	6	6
107	первой степени	1	6
108	и только	3	6
109	всяком случае	2	6
110	сами по	3	6
111	мы можем	4	6
112	имеет значение	1	6
113	в виде	1	6
114	жизни и	2	6
115	и есть	26	5
116	едва ли	1	5
117	есть не	14	5
118	еще не	8	5
119	а только	3	5
120	что они	6	5
121	в своем	6	5
122	хотя и	4	5
123	с тем	5	5
124	есть именно	6	5
125	точки зрения	5	5
126	в своей	5	5
127	нас не	1	5
128	тем самым	1	5
129	тех или	5	5
130	и его	2	5
131	и о	3	5
132	в ней	12	5
133	и здесь	4	5
134	крайней мере	4	5
135	только на	3	5
136	то и	4	5
137	гораздо более	1	5
138	в конце	2	5
139	не было	1	5
140	по крайней	4	5
141	так же	1	5
142	да и	3	5
143	все это	5	5
144	собственно говоря	4	5
145	а в	4	5
146	с ней	2	5
147	другой стороны	2	5
148	состоит из	1	5
149	есть обязательно	1	4
150	не что	7	4
151	мы уже	3	4
152	время как	1	4
153	что иное	7	4
154	но даже	3	4
155	и самой	1	4
156	иное как	7	4
157	бы то	4	4
158	в чем	6	4
159	только при	1	4
160	тут же	2	4
161	чем же	3	4
162	могли бы	1	4
163	то время	1	4
164	есть ее	2	4
165	при этом	1	4
166	образа и	1	4
167	заключается в	1	4
168	тоже есть	3	4
169	и без	3	4
170	самое время	1	4
171	тому что	2	4
172	раз и	1	4
173	нет никакого	2	4
174	можно ли	7	4
175	дело в	4	4
176	и притом	3	4
177	только с	3	4
178	или иных	1	4
179	есть только	7	4
180	отличается от	7	4
181	в ее	7	4
182	можно было	2	4
183	это вовсе	2	4
184	имеется в	1	4
185	мы в	1	4
186	д и	5	4
187	же и	1	4
188	ни с	6	4
189	совсем другое	1	4
190	тем что	2	4
191	это будет	3	4
192	же деле	1	4
193	нас в	3	4
194	самой вещи	14	4
195	на этот	1	4
196	мы говорим	5	4
197	ни от	5	4
198	это значит	24	4
199	самом же	1	4
200	или в	2	4
201	или другой	2	4
202	а также	1	4
203	совершенно не	5	4
204	же самой	3	4
205	же как	1	3
206	но тогда	3	3
207	то в	4	3
208	выражается в	1	3
209	и больше	9	3
210	часто бывает	1	3
211	имеет свою	1	3
212	говорить о	6	3
213	и ее	18	3
214	из того	2	3
215	но не	5	3
216	с самой	6	3
217	в настоящем	2	3
218	кроме того	4	3
219	и как	8	3
220	идея и	1	3
221	в самом	9	3
222	что это	13	3
223	в этой	3	3
224	на то	4	3
225	как оно	3	3
226	конце концов	2	3
227	свою собственную	1	3
228	идеи и	3	3
229	свой собственный	1	3
230	что у	5	3
231	содержит в	4	3
232	что тут	6	3
233	одно и	5	3
234	оно всегда	1	3
235	значение в	1	3
236	об этом	3	3
237	его в	2	3
238	с другими	8	3
239	том смысле	1	3
240	только о	1	3
241	но уже	3	3
242	о которых	1	3
243	все равно	2	3
244	себе как	2	3
245	и тоже	1	3
246	и тогда	1	3
247	не значит	7	3
248	что такое	12	3
249	бы к	1	3
250	себе а	1	3
251	же такое	3	3
252	это является	1	3
253	необходимо сказать	1	3
254	сама же	1	3
255	иной раз	1	3
256	чем не	2	3
257	однако если	1	3
258	ничего не	3	3
259	находятся в	1	3
260	как будто	1	3
261	как только	4	3
262	для его	1	3
263	она не	4	3
264	без всякого	4	3
265	то или	2	3
266	идет речь	1	3
267	с самим	4	3
268	с собой	2	3
269	если бы	5	3
270	уж во	1	3
271	действительность и	8	3
272	или как	2	3
273	том или	1	3
274	во всей	1	3
275	смысл вещи	12	3
276	не так	1	3
277	быть и	1	3
278	этот вопрос	1	3
279	не мешает	4	3
280	есть ни	3	3
281	в качестве	1	3
282	самом деле	4	3
283	есть в	1	3
284	уже в	1	3
285	а это	4	3
286	для него	4	3
287	могло бы	1	3
288	случае не	1	3
289	само по	1	3
290	отличие от	1	3
291	мы возьмем	2	3
292	прежде всего	9	3
293	не сама	2	3
294	именно так	1	3
295	его как	1	3
296	ни о	1	3
297	если не	3	3
298	но оно	1	3
299	ни на	3	3
300	есть такое	1	3
301	в той	3	3
302	это есть	7	3
303	самого себя	1	3
304	образ и	3	3
305	отдельно от	1	3
306	или другого	1	3
307	с этой	4	3
308	слова и	5	3
309	отвлеченная идея	2	3
310	это уже	1	3
311	формы и	1	3
312	она уже	3	3
313	и все	5	3
314	из себя	3	3
315	и ни	1	3
316	хотя бы	6	3
317	будто бы	1	3
318	ни было	4	3
319	же в	1	3
320	есть уже	1	3
321	из этого	1	3
322	есть то	9	3
323	и другие	1	3
324	к тому	3	3
325	смысле что	1	3
326	того же	5	2
327	пусть мы	1	2
328	только потому	1	2
329	на ступени	1	2
330	что смысл	3	2
331	поэтому и	1	2
332	мы имеем	7	2
333	этот предмет	1	2
334	мы и	1	2
335	с большим	1	2
336	а еще	1	2
337	быть в	1	2
338	во всех	2	2
339	эту действительность	1	2
340	то он	1	2
341	мы будем	1	2
342	не то	4	2
343	и будет	1	2
344	есть просто	5	2
345	с этим	3	2
346	и нет	1	2
347	просто как	1	2
348	когда он	1	2
349	на нас	2	2
350	это тоже	1	2
351	даже просто	1	2
352	себе не	3	2
353	с нею	18	2
354	для ее	2	2
355	в которой	1	2
356	бы только	1	2
357	когда это	1	2
358	сравнению с	6	2
359	с чем	7	2
360	но именно	2	2
361	предмет а	1	2
362	всех этих	1	2
363	же типа	1	2
364	ведь не	3	2
365	в понятии	4	2
366	из него	1	2
367	такого же	1	2
368	что является	1	2
369	что все	2	2
370	же не	1	2
371	и может	2	2
372	в другом	2	2
373	есть образ	2	2
374	есть также	1	2
375	в слове	2	2
376	во внимание	1	2
377	он и	1	2
378	мы видели	1	2
379	между собою	6	2
380	самой собой	1	2
381	сейчас мы	1	2
382	нисколько не	4	2
383	же есть	2	2
384	в этих	1	2
385	нечто целое	2	2
386	в котором	3	2
387	с точки	3	2
388	по сравнению	7	2
389	еще нет	1	2
390	мы говорили	2	2
391	не столько	1	2
392	в отличие	1	2
393	от себя	1	2
394	бы мы	1	2
395	от его	2	2
396	является в	2	2
397	мы теперь	1	2
398	образом и	1	2
399	заставляет нас	1	2
400	бы о	1	2
401	и более	1	2
402	однако в	1	2
403	себя или	2	2
404	для нее	2	2
405	нас к	1	2
406	в отношении	4	2
407	с которой	1	2
408	дело не	2	2
409	и сама	3	2
410	в основе	3	2
411	но что	2	2
412	взятый сам	1	2
413	будет уже	1	2
414	и всегда	1	2
415	в самой	2	2
416	и по	1	2
417	действительность а	2	2
418	как она	4	2
419	ровно ничего	1	2
420	со своим	7	2
421	ничто не	2	2
